occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers,hot_water_showers_minutes
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.124,0.179,5
1,0.355,0.355,0,0,0,0,0,0.74,0.0747,0,0,0.0496,0.0718,2
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0432,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0.25,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0,0,0
1,0.979,0.979,0,0.267,0,0,0,0.993,0.541,0.813,0,0,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.0863,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0.302,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.216,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0863,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.113,0.164,5
1,0.355,0.355,0,0,0,0,0,0.74,0.0747,0,0,0.0226,0.0328,1
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0432,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.173,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.177,0.256,7
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0,0,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.259,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0863,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.128,0.186,5
1,0.055,0.055,0,0,0,0,0,0.701,0.0284,0,0,0.341,0.493,13
1,0.151,0.151,0,0,0,0,0,0.701,0.0464,0,0,0.31,0.448,12
1,0.355,0.355,0,0,0,0,0,0.74,0.0747,0,0,0.351,0.509,14
1,0.449,0.449,0,0,0,0,0,0.798,0.103,0,0,0,0,0
1,0.477,0.477,0,0,0,0,0,0.818,0.126,0,0,0.259,0,0
1,0.49,0.49,0,0,0,0,0,0.818,0.149,0,0,0.0432,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.216,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0432,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0.25,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.602,0.602,0,0,0,0,0,0.915,0.327,0,0,0,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0,0,0
1,0.979,0.979,0.05,0,0,0,0,0.993,0.541,0,0,0,0,0
1,0.991,0.991,0.467,0,0,0,0,0.973,0.758,0,0,0.0432,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.173,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0,0,0
1,0.536,0.536,0,0,0,0,0,0.779,0.536,0,0,0.0432,0,0
1,0.249,0.249,0,0,0,0,0,0.72,0.232,0,0,0.17,0.246,7
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0432,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.294,0.426,11
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0863,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0.517,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0,0,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.254,0.18,5
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0.221,0.258,7
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0863,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0432,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.215,0.312,8
