occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures
1,0.702,0.381,0.365,0,0,0,0,0,0.0435
1,0.614,0.0984,0.115,0,0,0,0,0,0
1,0.609,0.0493,0.08,0,0,0,0,0,0.0435
1,0.579,0.0216,0.055,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
0.706,0.562,0.0159,0.05,0,0,0,0,0,0
0.667,0.562,0.0159,0.05,0,0,0,0,0,0
0.794,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.592,0.0271,0.102,0,0,0,0,0,0.217
1,0.797,0.117,0.447,0,0,0,0,0.767,0.566
0.744,0.752,0.113,0.38,0,0,0,0,0,0.127
0.333,0.647,0.066,0.195,0,0,0,0,0,0.293
0.333,0.647,0.072,0.188,0,0,0,0,0,0.174
0.461,0.68,0.0989,0.235,0,0,0,0,0,0.217
0.667,0.733,0.152,0.314,0,0,0,0,0.25,0.391
0.667,0.733,0.161,0.318,0,0,0,0,0,0.304
0.667,0.755,0.179,0.343,0,0,0,0,0,0.174
0.667,0.793,0.219,0.413,0,0,0,0,0,0
0.667,0.832,0.269,0.539,0.455,0.533,0.101,0.133,0,0
0.878,0.939,0.468,0.86,0.269,0,0.39,0.35,0,0.311
1,0.976,0.735,1,0,0,0.544,0,0,0
1,0.939,0.918,0.851,0,0,0.315,0,0,0
1,0.866,0.896,0.651,0,0,0,0,0,0
1,0.751,0.489,0.467,0,0,0,0,0,0
1,0.61,0.0937,0.12,0,0,0,0,0,0.0435
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.58,0.0198,0.0631,0,0,0,0,0.383,0
1,0.62,0.0345,0.145,0,0,0,0,0.65,0.087
0.956,0.698,0.0659,0.282,0,0,0,0,0,0.198
0.667,0.646,0.052,0.193,0,0,0,0,0,0.192
0.372,0.572,0.0202,0.0668,0,0,0,0,0,0
0.333,0.594,0.0354,0.105,0,0,0,0,0,0.545
0.378,0.659,0.0796,0.207,0,0,0,0,0.133,0.412
0.667,0.733,0.136,0.318,0,0,0,0,0.117,0.333
0.667,0.733,0.152,0.314,0,0,0,0,0,0.13
0.711,0.744,0.171,0.336,0,0,0,0,0,0.174
1,0.852,0.261,0.49,0,0,0,0,0,0.174
1,0.908,0.321,0.595,0.111,0.133,0,0,0,0.217
0.833,0.898,0.33,0.657,0.405,0.4,0,0,0.383,0.087
1,0.991,0.527,0.968,0,0,0,0,0.9,0.0435
1,0.976,0.735,1,0,0,0,0,0,0.087
1,0.939,0.918,0.851,0,0,0,0,0,0
1,0.866,0.896,0.651,0,0,0,0,0,0.087
1,0.687,0.336,0.322,0,0,0,0,0,0.326
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.603,0.0196,0.0517,0,0,0,0,0,0.217
1,0.608,0.0254,0.0805,0,0,0,0,0,0.174
0.956,0.717,0.0667,0.313,0,0,0,0,0.767,0.407
0.667,0.715,0.0721,0.312,0,0,0,0,0,0.169
0.667,0.72,0.0831,0.317,0,0,0,0,0,0.386
0.667,0.647,0.0597,0.198,0,0,0,0,0,0.289
0.667,0.723,0.111,0.322,0,0,0,0,0,0.364
0.667,0.733,0.128,0.327,0,0,0,0,0,0.682
0.667,0.733,0.136,0.318,0,0,0,0,0,0.511
0.583,0.711,0.134,0.281,0,0,0,0,0,0.318
0.667,0.733,0.161,0.318,0,0,0,0,0.517,0.0596
0.417,0.682,0.117,0.232,0.646,0.533,0,0,0,0.087
0.667,0.793,0.219,0.413,0.686,0,0,0,0,0.13
0.456,0.745,0.187,0.379,0.52,0,0,0,0,0.217
0.333,0.705,0.186,0.356,0.807,0,0,0,0,0
0.378,0.718,0.289,0.409,0.694,0,0,0,0,0
0.667,0.813,0.618,0.584,0.125,0,0,0,0,0
0.961,0.838,0.821,0.595,0,0,0,0,0,0.0878
1,0.621,0.171,0.177,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.603,0.025,0.0802,0,0,0,0,0,0.174
0.789,0.635,0.0394,0.17,0,0,0,0,0,0.0435
0.667,0.638,0.044,0.181,0,0,0,0,0,0.0435
0.667,0.646,0.052,0.193,0,0,0,0,0,0.13
0.667,0.647,0.0597,0.198,0,0,0,0,0,0
0.667,0.647,0.066,0.195,0,0,0,0,0,0.0435
0.667,0.723,0.122,0.31,0,0,0,0,0,0.0435
0.667,0.733,0.136,0.318,0,0,0,0,0.383,0.217
0.667,0.733,0.152,0.314,0,0,0,0,0.133,0
0.667,0.733,0.161,0.318,0,0,0,0,0,0.0435
0.667,0.755,0.179,0.343,0,0,0,0,0,0.13
0.622,0.777,0.205,0.388,0,0,0,0,0,0.174
0.544,0.784,0.224,0.454,0,0,0,0,0,0.435
0.667,0.848,0.357,0.662,0,0,0,0,0,0.0435
0.711,0.856,0.529,0.726,0,0,0,0,0,0.34
1,0.939,0.918,0.851,0,0,0,0,0,0
1,0.853,0.857,0.625,0,0,0,0,0.25,0
1,0.713,0.391,0.385,0,0,0,0,0,0.375
1,0.632,0.129,0.156,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.603,0.0166,0.05,0,0,0,0,0,0
1,0.567,0.016,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.614,0.0333,0.141,0,0,0,0,0,0.223
0.956,0.698,0.0659,0.282,0,0,0,0,0.25,0.568
0.667,0.722,0.0846,0.32,0,0,0,0,0,0.247
0.667,0.733,0.104,0.346,0,0,0,0,0,0.227
0.372,0.657,0.0712,0.212,0,0,0,0,0,0
0.333,0.647,0.072,0.188,0,0,0,0,0,0.0435
0.5,0.69,0.106,0.25,0,0,0,0,0,0.13
0.628,0.723,0.145,0.299,0,0,0,0,0,0.13
0.667,0.733,0.161,0.318,0,0,0.249,0.383,0,0.13
0.667,0.755,0.179,0.343,0,0,0.497,0.1,0,0.348
0.667,0.793,0.219,0.413,0,0,0.762,0,0,0
0.667,0.832,0.269,0.539,0,0,0.221,0,0.383,0.0435
0.833,0.92,0.445,0.818,0,0,0.0448,0,1,0.13
0.667,0.838,0.496,0.683,0,0,0,0,0.683,0.174
0.667,0.813,0.618,0.584,0,0,0,0,0,0.13
0.667,0.765,0.602,0.451,0,0,0,0,0,0.0435
0.794,0.74,0.458,0.448,0,0,0,0,0,0
1,0.654,0.168,0.193,0,0,0,0,0,0
1,0.629,0.0635,0.0855,0,0,0,0,0,0
1,0.608,0.0307,0.058,0,0,0,0,0,0.0435
1,0.606,0.0223,0.05,0,0,0,0,0,0.217
1,0.564,0.0184,0.0501,0,0,0,0,0,0.0435
1,0.608,0.0218,0.0535,0,0,0,0,0,0
1,0.574,0.0201,0.062,0,0,0,0,0,0.0529
0.983,0.622,0.0337,0.154,0,0,0.639,0.483,0,0.228
0.667,0.641,0.0504,0.185,0,0,0.246,0,0,0.0435
0.633,0.643,0.0706,0.187,0,0,0.378,0,0,0.0435
0.1,0.587,0.0415,0.0943,0,0,0,0,0,0
0.333,0.647,0.109,0.194,0,0,0,0,0,0.261
0.333,0.647,0.119,0.188,0,0,0,0,0,0.0435
0.333,0.647,0.127,0.183,0,0,0,0,0.25,0.174
0.333,0.647,0.148,0.182,0,0,0,0,0,0.174
0.333,0.648,0.166,0.185,0,0,0,0,0,0.13
0.333,0.661,0.182,0.2,0,0,0,0,0,0.13
0.35,0.687,0.199,0.252,0,0,0,0,0,0.0435
0.65,0.83,0.366,0.545,0.183,0.55,0,0,0,0.217
0.617,0.827,0.418,0.63,0,0.25,0,0,0,0.174
1,0.966,0.845,0.98,0.483,0.533,0,0,0,0.0435
0.75,0.715,0.426,0.369,0.505,0,0,0,0,0.226
1,0.756,0.612,0.432,0,0,0,0,0,0.259
1,0.648,0.24,0.242,0,0,0,0,0,0
1,0.636,0.122,0.141,0,0,0,0,0,0.0435
1,0.571,0.0246,0.055,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.564,0.0184,0.0501,0,0,0,0,0.05,0
1,0.606,0.0215,0.0518,0,0,0,0,0.983,0.0435
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.566,0.0198,0.0568,0,0,0,0,0,0.0934
1,0.645,0.0532,0.192,0,0,0,0,0,0.603
0.983,0.775,0.158,0.41,0.493,0.533,0,0,0,0.466
0.667,0.733,0.17,0.346,0.62,0,0,0,0,0.189
0.4,0.664,0.127,0.222,0.59,0,0,0,0,0.337
0.6,0.715,0.199,0.297,0.752,0,0.178,0.05,0.767,0.0435
0.4,0.664,0.149,0.21,0.186,0,0.358,0.667,0,0.174
0.417,0.668,0.18,0.215,0,0,0.366,0,0,0.178
0.35,0.653,0.175,0.192,0,0,0,0,0,0.087
0.65,0.755,0.336,0.341,0,0,0,0,0,0
0.35,0.687,0.199,0.252,0,0,0,0,0,0.0435
0.483,0.761,0.277,0.419,0,0,0,0,0,0.13
0.6,0.82,0.404,0.614,0,0,0,0,0,0.217
0.667,0.835,0.58,0.679,0,0,0,0,0,0
0.85,0.875,0.852,0.704,0,0,0,0,0,0
1,0.846,0.89,0.607,0,0,0,0,0,0.0978
1,0.633,0.202,0.209,0,0,0,0,0,0.208
1,0.614,0.0984,0.115,0,0,0,0,0,0.296
1,0.568,0.0259,0.0579,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.607,0.031,0.129,0,0,0,0,0,0
1,0.785,0.0979,0.43,0,0,0,0,0.517,0.312
1,0.816,0.124,0.479,0,0,0,0,0,0.339
0.789,0.764,0.119,0.4,0,0,0,0,0,0.587
0.667,0.733,0.116,0.339,0,0,0,0,0,0.0435
0.667,0.733,0.128,0.327,0,0,0,0,0.383,0.0435
0.667,0.733,0.136,0.318,0,0,0,0,1,0.174
0.667,0.7,0.125,0.264,0,0,0,0,0.167,0.087
0.667,0.647,0.0886,0.184,0,0,0,0,0,0.0435
0.667,0.659,0.0975,0.197,0,0,0,0,0,0.522
0.456,0.603,0.0516,0.114,0,0,0,0,0,0
0.333,0.562,0.0159,0.05,0,0,0,0,0,0
0.333,0.689,0.171,0.327,0,0,0,0,0,0.0435
0.378,0.718,0.289,0.409,0,0,0,0,0,0.233
0.667,0.813,0.618,0.584,0,0,0,0,0,0.241
0.878,0.827,0.787,0.573,0,0,0,0,0.517,0
1,0.632,0.205,0.199,0,0,0,0,0,0
1,0.575,0.0372,0.0669,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
0.872,0.585,0.018,0.051,0,0,0,0,0,0.484
0.667,0.562,0.0159,0.05,0,0,0,0,0,0.187
0.456,0.577,0.0209,0.0757,0,0,0,0,0,0
0.628,0.631,0.0417,0.169,0,0,0,0,0,0.276
0.667,0.646,0.052,0.193,0,0,0,0,0,0.087
0.667,0.647,0.0597,0.198,0,0,0,0,0.383,0
0.75,0.744,0.123,0.358,0,0,0,0,0.383,0.254
0.667,0.733,0.128,0.327,0,0,0,0,0,0.0631
0.711,0.744,0.144,0.335,0,0,0,0,0.133,0.174
0.917,0.797,0.202,0.413,0,0,0,0,1,0.348
1,0.818,0.234,0.452,0,0,0,0,0.15,0.0435
1,0.852,0.261,0.49,0,0,0,0,0,0.348
1,0.908,0.321,0.595,0.153,0.133,0,0,0.133,0.478
0.789,0.88,0.313,0.624,0.498,0.4,0,0,0.117,0.087
0.667,0.848,0.357,0.662,0,0,0,0,0,0.174
0.794,0.891,0.591,0.805,0,0,0,0,0,0.145
0.917,0.908,0.841,0.786,0,0,0,0,0,0.334
1,0.866,0.896,0.651,0,0,0,0,0,0
1,0.724,0.425,0.407,0,0,0,0,0,0.0435
1,0.612,0.102,0.131,0,0,0,0,0,0
1,0.609,0.0479,0.08,0,0,0,0,0,0
1,0.608,0.0281,0.0603,0,0,0,0,0,0
1,0.579,0.0177,0.051,0,0,0,0,0,0.087
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.585,0.0235,0.0894,0,0,0,0,0,0.0681
0.706,0.638,0.044,0.181,0,0,0,0,0,0.261
0.667,0.646,0.052,0.193,0,0,0,0,0,0.217
0.667,0.647,0.0597,0.198,0,0,0.436,0.483,0,0.13
0.667,0.647,0.066,0.195,0,0,0.422,0,0,0
0.667,0.647,0.072,0.188,0,0,0.512,0,0,0.174
0.833,0.69,0.106,0.25,0,0,0.569,0,0,0.0922
0.667,0.647,0.0838,0.182,0,0,0.547,0,0,0.13
0.667,0.647,0.0886,0.184,0,0,0.516,0,0,0.087
0.667,0.659,0.0975,0.197,0,0,0.552,0,0,0.174
0.667,0.693,0.132,0.256,0,0,0.551,0,0,0.0435
0.667,0.832,0.269,0.539,0,0,0.576,0,0.25,0.0435
0.372,0.721,0.201,0.385,0,0,0.169,0,0.633,0.087
0.333,0.7,0.256,0.367,0,0,0,0,0.133,0.0435
0.756,0.845,0.707,0.647,0,0,0,0,0,0.087
1,0.866,0.896,0.651,0,0,0.594,0.483,0,0
1,0.788,0.579,0.552,0,0,0.607,0,0,0.163
1,0.694,0.223,0.243,0,0,0.436,0,0,0.0652
1,0.615,0.0563,0.0878,0,0,0,0,0,0.0784
1,0.567,0.019,0.0529,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.58,0.0198,0.0631,0,0,0,0,0,0.478
1,0.672,0.0519,0.236,0,0,0,0,0,0.353
0.872,0.685,0.0609,0.26,0,0,0,0,0,0.252
0.539,0.614,0.0378,0.138,0,0,0,0,0,0
0.628,0.713,0.0949,0.312,0,0,0,0,0,0.724
0.667,0.733,0.116,0.339,0,0,0.234,0.383,0,0
0.667,0.733,0.128,0.327,0,0,0.366,0.1,0,0.435
0.667,0.733,0.136,0.318,0,0,0.39,0,0,0.0435
0.667,0.733,0.152,0.314,0,0,0.664,0,0,0.174
0.667,0.733,0.161,0.318,0,0,0.941,0,0,0.0435
0.667,0.755,0.179,0.343,0,0,0.484,0,0,0.0435
0.667,0.793,0.219,0.413,0,0,0.713,0,0,0.174
0.622,0.814,0.251,0.505,0,0,0,0,0,0.0435
0.333,0.705,0.186,0.356,0,0,0,0,0,0
0.839,0.908,0.632,0.848,0,0,0,0,0,0.087
1,0.829,0.647,0.621,0,0,0,0,0,0.217
1,0.765,0.602,0.451,0,0,0,0,0,0
1,0.649,0.238,0.24,0,0,0,0,0,0.474
1,0.61,0.0905,0.12,0,0,0.129,0,0,0.251
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.562,0.0159,0.05,0,0,0,0,0,0
1,0.631,0.0417,0.169,0,0,0,0,0.25,0
0.789,0.668,0.0612,0.229,0,0,0,0,0,0.174
0.667,0.701,0.0881,0.292,0,0,0,0,0,0.087
0.667,0.733,0.116,0.339,0,0,0,0,0,0.218
0.372,0.657,0.0779,0.205,0,0,0,0,0,0.457
0.544,0.701,0.114,0.268,0,0,0,0,0,0.574
0.539,0.7,0.125,0.264,0,0,0,0,0.25,0.246
0.628,0.723,0.153,0.303,0,0,0,0,0,0.0969
0.794,0.755,0.179,0.343,0,0,0,0,0,0.13
0.872,0.793,0.219,0.413,0,0,0,0,0.383,0.13
0.878,0.919,0.35,0.698,0,0,0,0,0.383,0.217
1,0.991,0.527,0.968,0,0,0,0,0,0.0435
1,0.976,0.735,1,0,0,0,0,0,0
1,0.939,0.918,0.851,0,0,0,0,0,0.312
1,0.866,0.896,0.651,0,0,0,0,0,0
1,0.788,0.579,0.552,0,0,0,0,0,0
1,0.681,0.205,0.226,0,0,0,0,0,0.0435
1,0.583,0.0326,0.0613,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.562,0.0182,0.05,0,0,0,0,0,0
1,0.565,0.0189,0.0552,0,0,0,0,0,0
0.983,0.622,0.0337,0.154,0,0,0,0,0,0.177
0.667,0.645,0.0532,0.192,0,0,0,0,0,0.0435
0.483,0.686,0.0992,0.259,0,0,0,0,0,0.087
