occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers
0.6,0.267,0.267,0.233,0,0,0,0.168,0.613,0.155,0,0,0.385,0.351
0.6,0.256,0.256,0,0,0,0,0.168,0.613,0.169,0,0,0.0455,0.0664
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.127,0,0,0.201,0.293
0.2,0.115,0.115,0,0,0,0,0.337,0.579,0.083,0,0,0.067,0.0977
0.2,0.115,0.115,0,0,0,0,0.337,0.579,0.0927,0,0,0.0722,0
0.4,0.181,0.181,0.233,0,0,0,0.253,0.608,0.183,0,0,0.0722,0
0.4,0.184,0.184,0,0,0,0,0.253,0.627,0.192,0,0,0.348,0
0.4,0.195,0.195,0,0,0,0,0.253,0.645,0.198,0,0,0.211,0.203
0.4,0.223,0.223,0,0,0,0,0.253,0.652,0.231,0,0,0,0
0.4,0.277,0.277,0,0,0,0,0.253,0.645,0.301,0,0,0.0722,0
0.4,0.343,0.343,0,0,0,0,0.253,0.633,0.352,0,0,0.215,0.103
0.4,0.382,0.382,0,0,0,0,0.253,0.608,0.325,0,0,0.253,0
0.6,0.159,0.159,0,0,0,0,0.337,0.573,0.114,0,0,0.168,0.193
1,0.169,0.169,0,0,0,0,0.168,0.567,0.143,0,0,0.291,0.425
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0.233,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.274,0.274,0,0,0,0,0.0842,0.581,0.0541,0,0,0.301,0.246
0.8,0.344,0.344,0.933,0,0,0,0.0842,0.618,0.0735,0,0,0.188,0.274
0.4,0.201,0.201,0.233,0,0.25,0,0.253,0.596,0.0526,0,0.391,0,0
0.4,0.199,0.199,0,0,0.517,0.593,0.253,0.596,0.0605,0,0.203,0.0361,0
0.4,0.194,0.194,0,0.233,0,0.153,0.253,0.596,0.0666,0.274,0.593,0.31,0.241
0.4,0.187,0.187,0,0.75,0,0,0.253,0.596,0.0728,0.679,0.532,0.0722,0
0.4,0.182,0.182,0,0.483,0,0,0.253,0.596,0.0763,0.601,0.448,0.0722,0
0.4,0.181,0.181,0,0.25,0,0,0.253,0.596,0.0851,0.622,0.538,0.0361,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0895,0.81,0.496,0.18,0
0.6,0.247,0.247,0.183,0,0,0,0.168,0.632,0.141,0.515,0.536,0.144,0
0.8,0.251,0.251,0.05,0,0,0,0.168,0.66,0.174,0.483,0,0.216,0
0.8,0.267,0.267,0.233,0,0,0,0.168,0.687,0.212,0,0,0.18,0
0.8,0.31,0.31,0,0,0,0,0.168,0.697,0.283,0,0.0507,0.253,0
0.8,0.505,0.505,0,0,0.75,0,0.0842,0.729,0.52,0,0.622,0,0
1,0.636,0.636,0,0,0.533,0.492,0.0842,0.705,0.641,0,0.071,0.144,0
1,0.714,0.714,0,0,0,0,0.0842,0.655,0.608,0,0,0.108,0
1,0.269,0.269,0,0,0,0,0.253,0.584,0.192,0,0,0.158,0.23
1,0.0894,0.0894,0,0,0,0,0.337,0.563,0.0522,0,0,0.0361,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0289,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.128,0.186
1,0.162,0.162,0,0,0,0,0.253,0.571,0.035,0,0,0.22,0.322
1,0.27,0.27,0.233,0,0,0,0.168,0.604,0.0591,0,0,0.0829,0.121
0.6,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.19,0.277
0.4,0.199,0.199,0,0,0,0,0.253,0.596,0.0605,0,0,0.283,0.15
0.4,0.194,0.194,0,0,0,0,0.253,0.596,0.0666,0,0,0.201,0.241
0.2,0.118,0.118,0.233,0,0,0,0.337,0.579,0.0443,0,0,0.325,0
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.253,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0851,0,0,0.228,0.07
0.6,0.247,0.247,0,0,0,0,0.168,0.613,0.126,0,0,0.408,0.489
0.8,0.313,0.313,0,0,0,0,0.0842,0.655,0.182,0,0,0.226,0.224
0.2,0.117,0.117,0.233,0,0,0,0.337,0.594,0.0685,0,0,0.177,0.205
0.4,0.195,0.195,0,0.233,0,0,0.253,0.645,0.147,0.246,0,0.108,0
0.4,0.223,0.223,0,0,0,0,0.253,0.652,0.194,0.611,0,0.108,0
0.8,0.505,0.505,0,0,0,0,0.0842,0.729,0.52,0,0,0.246,0.201
1,0.783,0.783,0.233,0,0,0,0,0.741,0.797,0,0,0.371,0.135
1,0.382,0.382,0.233,0.233,0,0,0.253,0.608,0.312,0.227,0,0.44,0.222
1,0.269,0.269,0,0.25,0,0,0.253,0.584,0.192,0.284,0,0,0
1,0.0894,0.0894,0,0,0,0,0.337,0.563,0.0522,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0289,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0502,0.0502,0,0,0,0,0.337,0.56,0.0175,0,0,0.112,0.163
1,0.0677,0.0677,0,0,0,0,0.337,0.56,0.0206,0,0,0.117,0.171
1,0.218,0.218,0,0.233,0,0,0.168,0.576,0.0446,0.653,0,0.107,0.156
1,0.417,0.417,0,0,0.5,0,0,0.633,0.0879,0.801,0.517,0.1,0.0935
0.4,0.201,0.201,0,0,0.783,0.322,0.253,0.596,0.0526,0,0.71,0.144,0
0.4,0.199,0.199,0,0,0,0.424,0.253,0.596,0.0605,0,0.722,0.361,0
0.4,0.194,0.194,0,0,0,0,0.253,0.596,0.0666,0,0.464,0.108,0
0.4,0.187,0.187,0,0,0,0,0.253,0.596,0.0728,0,0.678,0.108,0
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0.757,0,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0851,0,0.335,0.0722,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0895,0,0.675,0.144,0
0.4,0.181,0.181,0.183,0,0,0,0.253,0.608,0.0991,0,0.0464,0.0722,0
0.6,0.251,0.251,0.05,0,0,0,0.168,0.66,0.174,0,0,0.194,0.283
0.6,0.267,0.267,0,0,0,0,0.168,0.687,0.212,0,0,0.138,0.149
0.8,0.397,0.397,0,0,0,0,0.0842,0.742,0.372,0,0,0.334,0.0664
0.8,0.505,0.505,0,0,0,0,0.0842,0.729,0.52,0,0,0.0722,0
0.8,0.636,0.636,0.233,0,0,0,0.0842,0.705,0.641,0,0,0.144,0
0.8,0.714,0.714,0,0,0,0,0.0842,0.655,0.608,0,0,0.193,0.228
1,0.488,0.488,0,0,0,0,0.0842,0.606,0.369,0,0,0.0993,0.145
1,0.0894,0.0894,0,0,0,0,0.337,0.563,0.0522,0,0,0.27,0.236
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0677,0.0677,0,0,0,0,0.337,0.56,0.0206,0,0,0.142,0.207
0.8,0.106,0.106,0,0,0,0,0.337,0.566,0.0254,0,0,0.257,0.375
0.8,0.197,0.197,0,0,0,0,0.253,0.59,0.0447,0,0,0.246,0.358
0.8,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.194,0.23
0.8,0.199,0.199,0,0,0,0,0.253,0.596,0.0605,0,0,0.212,0.203
0.8,0.267,0.267,0,0,0,0,0.168,0.613,0.092,0,0,0.362,0.107
0.6,0.118,0.118,0,0,0,0,0.337,0.579,0.0443,0,0,0.157,0.123
0.6,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.216,0
0.6,0.181,0.181,0,0,0.5,0,0.253,0.596,0.0851,0,0.18,0.18,0
0.6,0.115,0.115,0,0,0.783,0.322,0.337,0.579,0.0527,0,0.419,0.144,0
0.4,0.115,0.115,0,0,0,0.169,0.337,0.585,0.0575,0,0,0.108,0
0.4,0.184,0.184,0,0,0,0,0.253,0.627,0.121,0,0,0.18,0
0.4,0.195,0.195,0,0,0,0,0.253,0.645,0.147,0,0,0.253,0
0.4,0.223,0.223,0,0,0,0,0.253,0.652,0.194,0,0,0.326,0.017
0.6,0.391,0.391,0.233,0,0,0,0.168,0.687,0.394,0,0,0.142,0.102
0.8,0.489,0.489,0,0,0,0,0.168,0.669,0.485,0,0,0.0361,0
0.8,0.548,0.548,0,0,0,0,0.168,0.632,0.46,0,0,0.263,0.121
0.8,0.269,0.269,0,0,0,0,0.253,0.584,0.192,0,0,0.138,0.149
1,0.129,0.129,0,0,0,0,0.253,0.565,0.0886,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0289,0,0,0.0758,0.111
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0509,0.0509,0,0,0,0,0.253,0.559,0.0192,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.106,0.106,0.233,0,0,0,0.337,0.566,0.0254,0,0,0,0
0.6,0.123,0.123,0.233,0,0,0,0.337,0.576,0.0303,0,0,0.0361,0
0.8,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.0926,0.135
0.6,0.274,0.274,0,0,0,0,0.168,0.613,0.0828,0,0,0.0722,0.105
0.6,0.267,0.267,0,0,0,0,0.168,0.613,0.092,0,0,0.319,0.465
0.2,0.118,0.118,0,0,0,0,0.337,0.579,0.0443,0,0,0,0
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.0722,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0851,0,0,0,0
0.4,0.181,0.181,0.183,0,0,0,0.253,0.596,0.0895,0,0,0,0
0.4,0.181,0.181,0.05,0,0,0,0.253,0.608,0.0991,0,0,0.144,0
0.6,0.251,0.251,0,0,0,0,0.168,0.66,0.174,0,0,0.325,0
0.8,0.34,0.34,0,0,0,0,0.0842,0.729,0.277,0,0,0.216,0
0.8,0.397,0.397,0,0.483,0,0,0.0842,0.742,0.372,0.48,0,0.253,0
0.8,0.505,0.505,0.433,0.25,0,0,0.0842,0.729,0.52,0.407,0,0.563,0.401
0.8,0.636,0.636,0.733,0,0,0,0.0842,0.705,0.641,0,0,0.174,0.202
0.8,0.714,0.714,0,0,0,0,0.0842,0.655,0.608,0,0,0.138,0.201
0.8,0.269,0.269,0,0,0.25,0,0.253,0.584,0.192,0,0.322,0.144,0
1,0.0894,0.0894,0,0,0.517,0.237,0.337,0.563,0.0522,0,0,0.253,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0338,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.337,0.56,0.018,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.108,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.09,0.131
0.8,0.276,0.276,0,0,0,0,0.168,0.613,0.101,0,0.162,0.116,0.169
0.8,0.274,0.274,0,0,0.8,0,0.168,0.613,0.131,0,0.542,0.142,0.207
0.6,0.194,0.194,0,0,0.483,0.492,0.253,0.596,0.109,0,0.268,0,0
0.2,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.325,0
0.4,0.182,0.182,0,0.233,0.05,0,0.253,0.596,0.127,0.553,0.151,0.632,0.0745
0.6,0.181,0.181,0,0,0.717,0.39,0.253,0.596,0.148,0,0.451,0.285,0.258
0.8,0.247,0.247,0,0,0,0.102,0.168,0.613,0.242,0,0.267,0.239,0.0858
0.8,0.247,0.247,0,0,0.55,0,0.168,0.632,0.266,0,0.426,0.217,0
0.6,0.251,0.251,0,0,0.217,0.746,0.168,0.66,0.279,0,0.435,0.108,0
0.8,0.34,0.34,0.233,0.283,0,0,0.0842,0.729,0.378,0.311,0,0.108,0
0.8,0.397,0.397,0,1,0,0,0.0842,0.742,0.445,0.554,0,0.0361,0
0.8,0.505,0.505,0,0.45,0,0,0.0842,0.729,0.584,0.688,0,0.488,0.292
0.8,0.636,0.636,0,0,0,0,0.0842,0.705,0.685,0.0602,0,0.232,0.128
0.8,0.714,0.714,0,0,0,0,0.0842,0.655,0.633,0,0,0.0722,0
0.8,0.378,0.378,0,0,0,0,0.168,0.595,0.305,0,0,0.208,0.251
1,0.129,0.129,0,0,0,0,0.253,0.565,0.101,0,0,0.0374,0.0545
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0338,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.108,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.123,0.123,0,0,0,0,0.337,0.576,0.0334,0,0,0,0
0.8,0.125,0.125,0,0,0,0,0.337,0.579,0.0457,0,0,0.219,0.319
0.6,0.199,0.199,0,0,0,0,0.253,0.596,0.0935,0,0,0.117,0.171
0.6,0.194,0.194,0,0,0,0,0.253,0.596,0.109,0,0,0.178,0.259
0.4,0.118,0.118,0,0,0,0,0.337,0.579,0.0685,0,0,0.132,0.193
0.4,0.116,0.116,0.233,0,0.55,0,0.337,0.579,0.0725,0,0.561,0.0361,0
0.8,0.247,0.247,0,0,0.733,0.373,0.168,0.613,0.213,0,0.581,0.118,0.173
0.6,0.181,0.181,0,0,0,0.119,0.253,0.596,0.167,0,0.316,0.253,0
0.4,0.181,0.181,0,0,0,0,0.253,0.608,0.183,0,0,0.216,0
0.2,0.117,0.117,0,0,0,0,0.337,0.594,0.105,0,0,0.325,0.106
0.6,0.267,0.267,0.233,0,0,0,0.168,0.687,0.288,0,0,0.613,0
0.8,0.397,0.397,0,0,0,0,0.0842,0.742,0.445,0,0,0.193,0.0717
1,0.619,0.619,0,0,0,0,0,0.771,0.725,0,0,0.41,0.23
1,0.783,0.783,0,0,0,0,0,0.741,0.852,0,0,0.456,0.191
1,0.714,0.714,0,0,0,0,0.0842,0.655,0.633,0,0,0.155,0.227
1,0.378,0.378,0,0,0,0,0.168,0.595,0.305,0,0,0,0
1,0.129,0.129,0,0,0,0,0.253,0.565,0.101,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0289,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.337,0.56,0.0206,0,0,0.0953,0.139
1,0.0495,0.0495,0,0,0,0,0.337,0.56,0.0166,0,0,0.0942,0.137
1,0.0495,0.0495,0,0,0,0,0.337,0.56,0.0158,0,0,0.0113,0.0165
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0453,0.0661
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.14,0.204
1,0.106,0.106,0,0,0,0,0.337,0.566,0.0254,0,0,0.51,0.0877
0.8,0.27,0.27,0,0,0,0,0.168,0.604,0.0591,0,0,0.16,0.181
0.4,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.0807,0.118
0.4,0.199,0.199,0,0,0,0,0.253,0.596,0.0605,0,0,0.391,0.202
0.4,0.194,0.194,0.233,0,0,0,0.253,0.596,0.0666,0,0,0.18,0
0.4,0.187,0.187,0,0,0,0,0.253,0.596,0.0728,0,0,0.0361,0
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.0361,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0851,0,0,0.253,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0895,0,0,0.108,0
0.2,0.115,0.115,0,0,0,0,0.337,0.585,0.0575,0,0,0.0722,0
0.4,0.184,0.184,0,0,0,0,0.253,0.627,0.121,0,0,0,0
0.8,0.34,0.34,0.433,0,0,0,0.0842,0.729,0.277,0,0,0.283,0.0977
0.8,0.397,0.397,0.733,0,0,0,0.0842,0.742,0.372,0,0.226,0.178,0.102
0.8,0.505,0.505,0,0,0.75,0.0847,0.0842,0.729,0.52,0,0.235,0.18,0.21
0.8,0.636,0.636,0,0.983,0.267,0.407,0.0842,0.705,0.641,0.623,0.523,0.272,0.291
0.8,0.548,0.548,0,0,0.517,0.492,0.168,0.632,0.46,0.592,0,0.226,0.225
1,0.378,0.378,0,0,0,0,0.168,0.595,0.28,0.63,0,0.0361,0
1,0.129,0.129,0,0,0,0,0.253,0.565,0.0886,0.134,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0502,0.0502,0,0,0,0,0.337,0.56,0.0175,0,0,0.157,0.229
1,0.0677,0.0677,0,0,0,0,0.337,0.56,0.0206,0,0,0.184,0.268
1,0.162,0.162,0,0,0,0,0.253,0.571,0.035,0,0,0.0118,0.0172
0.8,0.123,0.123,0,0,0,0,0.337,0.576,0.0303,0,0,0.157,0.177
0.8,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.371,0.33
0.4,0.124,0.124,0,0,0,0,0.337,0.579,0.0382,0,0,0.122,0.126
0.2,0.122,0.122,0,0,0,0,0.337,0.579,0.0412,0,0,0.27,0.131
0.4,0.187,0.187,0,0,0,0,0.253,0.596,0.0728,0,0,0.334,0.276
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.0973,0.0893
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0851,0,0,0.146,0.16
0.2,0.115,0.115,0,0,0,0,0.337,0.579,0.0527,0,0,0.403,0.43
0.6,0.181,0.181,0.183,0,0,0,0.253,0.608,0.0991,0,0,0.0361,0
0.6,0.184,0.184,0.05,0,0,0,0.253,0.627,0.121,0,0,0.391,0.254
0.8,0.267,0.267,0.467,0,0,0,0.168,0.687,0.212,0,0,0.0361,0
0.6,0.31,0.31,0,0.483,0,0,0.168,0.697,0.283,0.517,0,0.0361,0
0.8,0.505,0.505,0,0,0,0,0.0842,0.729,0.52,0.251,0,0,0
0.8,0.636,0.636,0,0,0,0,0.0842,0.705,0.641,0,0,0.0722,0
1,0.382,0.382,0,0,0,0,0.253,0.608,0.312,0,0,0.18,0
1,0.159,0.159,0,0,0,0,0.337,0.573,0.104,0,0,0.247,0.203
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.156,0.175
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.108,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.162,0.162,0,0,0,0,0.253,0.571,0.035,0,0,0.272,0.186
1,0.27,0.27,0,0,0,0,0.168,0.604,0.0591,0,0,0.122,0.178
0.8,0.201,0.201,0,0,0,0,0.253,0.596,0.0526,0,0,0.0516,0.0753
0.8,0.274,0.274,0,0,0,0,0.168,0.613,0.0828,0,0,0.0779,0.061
0.8,0.267,0.267,0,0,0,0,0.168,0.613,0.092,0,0,0.353,0.304
0.6,0.187,0.187,0,0,0,0,0.253,0.596,0.0728,0,0,0.173,0.147
0.6,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.418,0.241
0.8,0.247,0.247,0,0,0,0,0.168,0.613,0.12,0,0,0.144,0
0.8,0.312,0.312,0,0,0,0,0.0842,0.631,0.163,0,0,0.132,0.193
0.4,0.181,0.181,0,0,0,0,0.253,0.608,0.0991,0,0,0,0
0.4,0.184,0.184,0,0,0,0,0.253,0.627,0.121,0,0,0.108,0
0.4,0.195,0.195,0,0,0,0,0.253,0.645,0.147,0,0,0.258,0.0613
0.8,0.397,0.397,0,0,0,0,0.0842,0.742,0.372,0,0,0.235,0.184
0.8,0.505,0.505,0.183,0,0,0,0.0842,0.729,0.52,0,0,0.108,0
0.8,0.636,0.636,0.05,0,0,0,0.0842,0.705,0.641,0,0,0.289,0
0.8,0.382,0.382,0,0,0,0,0.253,0.608,0.312,0,0,0,0
1,0.269,0.269,0,0,0,0,0.253,0.584,0.192,0,0,0.18,0
1,0.0894,0.0894,0,0,0,0,0.337,0.563,0.0522,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.108,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0502,0.0502,0,0,0,0,0.337,0.56,0.0175,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.162,0.162,0.233,0,0,0,0.253,0.571,0.035,0,0,0.317,0.218
0.8,0.27,0.27,0,0,0,0,0.168,0.604,0.0591,0,0,0.252,0.315
0.6,0.276,0.276,0,0,0,0,0.168,0.613,0.0709,0,0,0.289,0.236
0.4,0.199,0.199,0,0,0,0,0.253,0.596,0.0605,0,0,0.0361,0
0.4,0.194,0.194,0,0,0,0,0.253,0.596,0.0666,0,0,0.216,0
0.4,0.187,0.187,0,0,0,0,0.253,0.596,0.0728,0,0,0.0722,0
0.4,0.182,0.182,0,0,0,0,0.253,0.596,0.0763,0,0,0.0361,0
0.6,0.247,0.247,0.233,0,0,0,0.168,0.613,0.12,0,0,0.0361,0
0.6,0.247,0.247,0,0,0,0,0.168,0.613,0.126,0,0,0.144,0
0.4,0.181,0.181,0,0.233,0,0,0.253,0.608,0.0991,0.403,0,0.0722,0
0.4,0.184,0.184,0,0,0,0,0.253,0.627,0.121,0.433,0,0.253,0
0.2,0.122,0.122,0,0.233,0,0,0.337,0.604,0.0812,0.389,0,0.0722,0
0.6,0.31,0.31,0,0,0,0,0.168,0.697,0.283,0.096,0,0.374,0.0187
0.8,0.505,0.505,0.233,0,0,0,0.0842,0.729,0.52,0,0,0.384,0.297
0.8,0.636,0.636,0,0,0,0,0.0842,0.705,0.641,0,0,0.451,0.0867
0.8,0.548,0.548,0,0,0,0,0.168,0.632,0.46,0,0,0.112,0.163
0.8,0.378,0.378,0,0,0,0,0.168,0.595,0.28,0,0,0.108,0
0.8,0.0894,0.0894,0,0,0,0,0.337,0.563,0.0522,0,0,0.183,0.214
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0289,0,0,0.0361,0
1,0.0545,0.0545,0,0,0,0,0.337,0.56,0.0206,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0509,0.0509,0.233,0,0,0,0.253,0.559,0.0192,0,0,0,0
1,0.104,0.104,0,0,0,0,0.168,0.558,0.0301,0,0,0,0
0.8,0.218,0.218,0,0,0,0,0.168,0.576,0.0446,0,0,0.279,0.406
0.6,0.27,0.27,0.233,0,0,0,0.168,0.604,0.0591,0,0,0.0851,0.0189
0.6,0.276,0.276,0,0,0.5,0,0.168,0.613,0.0709,0,0.326,0.326,0.266
0.4,0.199,0.199,0,0,0.533,0.492,0.253,0.596,0.0605,0,0,0.22,0.215
0.6,0.267,0.267,0,0,0,0,0.168,0.613,0.092,0,0,0.305,0.182
0.6,0.256,0.256,0,0,0,0,0.168,0.613,0.101,0,0,0.163,0.186
0.6,0.249,0.249,0,0,0,0,0.168,0.613,0.107,0,0,0.242,0.143
0.4,0.181,0.181,0,0.233,0,0,0.253,0.596,0.0851,0.618,0,0.0722,0
0.4,0.181,0.181,0,0,0,0,0.253,0.596,0.0895,0.574,0,0.0361,0
0.6,0.247,0.247,0.233,0,0.5,0,0.168,0.632,0.141,0.592,0.704,0.289,0
0.6,0.251,0.251,0,0,0.783,0.322,0.168,0.66,0.174,0,0.49,0.0722,0
0.8,0.34,0.34,0,0,0,0.424,0.0842,0.729,0.277,0,0.787,0.0361,0
0.8,0.397,0.397,0.933,0,0,0,0.0842,0.742,0.372,0,0.48,0.361,0
0.8,0.505,0.505,0.717,0,0,0,0.0842,0.729,0.52,0,0,0.253,0
1,0.783,0.783,0,0,0,0,0,0.741,0.797,0,0,0.121,0.0189
1,0.548,0.548,0,0,0,0,0.168,0.632,0.46,0,0,0.368,0.432
0.8,0.159,0.159,0,0,0,0,0.337,0.573,0.104,0,0,0.214,0.206
1,0.129,0.129,0,0,0,0,0.253,0.565,0.0886,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.56,0.0338,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0763,0.111
0.6,0.123,0.123,0,0,0,0,0.337,0.576,0.0334,0,0,0.171,0.25
0.6,0.201,0.201,0.7,0.283,0,0,0.253,0.596,0.0733,0.286,0,0.161,0.235
0.4,0.199,0.199,0,0.2,0,0,0.253,0.596,0.0935,0.681,0,0.127,0.185
0.4,0.194,0.194,0,0,0,0,0.253,0.596,0.109,0.558,0,0.144,0
