occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,lighting_garage,lighting_exterior_holiday,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
1,0.931,0.79,0,0.93,0.151,0,0,0,0,0.791,0.701,0,0.79,0,0.79,0,1,1,1,125
1,0.814,0.768,0,0.91,0.653,0.5,0,0,0,0.749,0.671,0.153,0.768,0,0.768,0,1,1,1,125
1,0.352,0.656,0,0.87,0,0,0,0,0,0.453,0.553,0.159,0.656,0,0.524,0,1,1,1,125
1,0.0495,0.556,0,0.811,0,0,0,0,0,0.196,0.465,0,0.556,0,0.258,0,1,1,1,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0958,0.465,0.142,0.445,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0479,0.465,0.332,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0261,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0174,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0.182,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0305,0.465,0.16,0.401,0,0.258,0,1,1,0,125
0.667,0.0495,0.478,0,0.752,0,0,0,0,0,0.0523,0.465,0,0.478,0,0.258,0,1,1,0,125
0.333,0.0495,0.523,0,0.791,0,0,0,0,0,0.0937,0.465,0,0.523,0,0.258,0,1,1,0,125
0.333,0.0495,0.378,0.533,0.811,0,0,0,0,0,0.155,0.465,0.0175,0.378,0,0.258,0,1,1,0,125
0.333,0.0495,0.256,0.433,0.811,0,0,0,0,0,0.205,0.465,0.0701,0.256,0,0.258,0,1,1,0,125
0.667,0.312,0.267,0,0.791,0,0,0,0,0,0.244,0.582,0,0.267,0,0.264,0,1,1,0,125
0.667,0.301,0.278,0.233,0.791,0,0,0,0,0,0.268,0.592,0,0.278,0,0.271,0,1,1,0,125
0.667,0.292,0.267,0,0.831,0,0,0,0,0,0.288,0.602,0,0.267,0,0.264,0,1,1,0,125
0.667,0.289,0.312,0,0.831,0,0,0,0,0,0.34,0.602,0.332,0.312,0,0.294,0,1,1,0,125
0.333,0.17,0.345,0,0.831,0,0,0,0,0,0.388,0.529,0.0949,0.345,0,0.287,0,1,1,0,125
0.333,0.174,0.356,0,0.811,0,0,0,0,0,0.427,0.539,0.0475,0.356,0,0.29,0,1,1,0,125
0.333,0.187,0.434,0,0.87,0,0,0,0,0,0.449,0.549,0.0475,0.434,0,0.316,0,1,1,0,125
0.667,0.392,0.59,0,0.949,0,0,0,0,0,0.464,0.672,0.142,0.59,0,0.479,0,1,1,0,125
0.667,0.503,0.701,0,0.989,0,0,0.197,0.5,0.467,0.547,0.682,0.407,0.701,0,0.553,0,1,1,0,125
0.667,0.611,0.745,0,0.949,0,0,0.757,0,0.05,0.719,0.652,0.403,0.745,0,0.583,0,1,1,0,125
0.667,0.637,0.79,0,0.93,0,0,0.618,0,0,0.845,0.622,0.312,0.79,0,0.613,0,1,1,0,125
0.667,0.559,0.768,0,0.91,0,0,0.77,0,0,0.78,0.602,0.547,0.768,0,0.598,0,1,1,0,125
1,0.352,0.656,0,0.87,0,0,0,0,0,0.492,0.553,0.468,0.656,0,0.524,0,1,1,0,125
1,0.183,0.556,0,0.811,0,0,0,0,0,0.224,0.513,0.389,0.556,0,0.457,0,1,1,0,125
1,0.0991,0.445,0,0.791,0,0,0,0,0,0.0958,0.503,0,0.445,0,0.383,0,1,1,0,125
1,0.0661,0.412,0,0.771,0,0,0,0,0,0.0479,0.483,0.19,0.412,0,0.36,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0261,0.473,0,0.412,0,0.36,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0174,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0305,0.465,0,0.401,0,0.258,0,1,1,0,125
0.667,0.0495,0.478,0,0.752,0,0,0,0,0,0.0523,0.465,0.0475,0.478,0,0.258,0,1,1,0,125
0.667,0.0495,0.523,0,0.791,0,0,0,0,0,0.0937,0.465,0,0.523,0,0.258,0,1,1,0,125
0.667,0.0495,0.378,0,0.811,0,0,0,0,0,0.155,0.465,0.226,0.378,0,0.258,0,1,1,0,125
0.667,0.321,0.256,0,0.811,0,0,0,0,0,0.205,0.582,0.0994,0.256,0,0.257,0,1,1,0,125
0.333,0.181,0.267,0,0.791,0,0,0,0,0,0.244,0.524,0.404,0.267,0,0.261,0,1,1,0,125
0.333,0.175,0.278,0,0.791,0,0,0,0,0,0.268,0.529,0,0.278,0,0.265,0,1,1,0,125
0,0.0495,0.267,0,0.831,0,0,0,0,0,0.288,0.465,0,0.267,0,0.258,0,1,1,0,125
0.333,0.169,0.312,0.233,0.831,0,0,0,0,0,0.34,0.534,0.0475,0.312,0,0.276,0,1,1,0,125
0.333,0.17,0.345,0,0.831,0,0,0,0,0,0.388,0.529,0.0475,0.345,0,0.287,0,1,1,0,125
0.333,0.174,0.356,0,0.811,0,0,0,0,0,0.427,0.539,0.0475,0.356,0,0.29,0,1,1,0,125
0.333,0.187,0.434,0,0.87,0,0,0,0,0,0.449,0.549,0.285,0.434,0,0.316,0,1,1,0,125
0.333,0.221,0.59,0,0.949,0,0,0,0,0,0.464,0.569,0.132,0.59,0,0.368,0,1,1,0,125
0.333,0.276,0.701,0.483,0.989,0,0,0,0,0,0.547,0.574,0.19,0.701,0,0.405,0,1,1,0,125
0.333,0.33,0.745,0,0.949,0,0,0,0,0,0.719,0.559,0.142,0.745,0,0.42,0,1,1,0,125
0.667,0.637,0.79,0,0.93,0,0,0.23,0.5,0.717,0.845,0.622,0.0949,0.79,0,0.613,0,1,1,0,125
1,0.814,0.768,0,0.91,0,0,0,0,0.05,0.78,0.671,0.537,0.768,0,0.768,0,1,1,0,125
1,0.352,0.656,0,0.87,0,0,0,0,0,0.492,0.553,0.107,0.656,0,0.524,0,1,1,0,125
1,0.116,0.556,0,0.811,0,0,0,0,0,0.224,0.489,0.0987,0.556,0,0.357,0,1,1,0,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0.0475,0.445,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.465,0,0.401,0,0.258,0,1,1,1,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,1,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0392,0.465,0.262,0.401,0,0.258,0,1,1,1,125
1,0.245,0.478,0,0.752,0,0,0,0,0,0.0632,0.523,0.111,0.478,0,0.405,0,1,1,1,125
0.667,0.177,0.523,0,0.791,0,0,0,0,0,0.0871,0.519,0.288,0.523,0,0.346,0,1,1,1,125
0.667,0.318,0.378,0,0.811,0,0,0,0,0,0.107,0.582,0.117,0.378,0,0.338,0,1,1,1,125
0.667,0.321,0.256,0,0.811,0,0,0,0,0,0.126,0.582,0.287,0.256,0,0.257,0,1,1,1,125
0.667,0.312,0.267,0,0.791,0,0,0,0,0,0.142,0.582,0.073,0.267,0,0.264,0,1,1,1,125
0.667,0.175,0.278,0,0.791,0,0,0,0,0,0.157,0.529,0.38,0.278,0,0.265,0,1,1,1,125
0.667,0.171,0.267,0.95,0.831,0,0,0,0,0,0.166,0.534,0.237,0.267,0,0.261,0,1,1,1,125
0.667,0.0495,0.312,1,0.831,0,0,0,0,0,0.187,0.465,0.0475,0.312,0,0.258,0,1,1,1,125
0.667,0.0495,0.345,1,0.831,0,0,0,0,0,0.198,0.465,0,0.345,0,0.258,0,1,1,1,125
1,0.298,0.356,1,0.811,0,0,0,0,0,0.222,0.612,0.142,0.356,0,0.323,0,1,1,1,125
1,0.324,0.434,1,0.87,0,0,0,0,0,0.277,0.632,0.512,0.434,0,0.375,0,1,1,1,125
1,0.392,0.59,0.167,0.949,0,0,0,0,0,0.34,0.672,0.21,0.59,0,0.479,0,1,1,1,125
0.667,0.276,0.701,0,0.989,0,0,0,0,0,0.457,0.574,0.2,0.701,0,0.405,0,1,1,1,125
1,0.611,0.745,0.45,0.949,0,0,0,0,0,0.64,0.652,0.255,0.745,0,0.583,0,1,1,1,125
1,0.931,0.79,1,0.93,0,0,0,0,0,0.791,0.701,0.797,0.79,0,0.79,0,1,1,1,125
1,0.814,0.768,0.25,0.91,0,0,0,0,0,0.749,0.671,0.516,0.768,0,0.768,0,1,1,1,125
1,0.201,0.656,0,0.87,0,0,0,0,0,0.453,0.509,0.237,0.656,0,0.391,0,1,1,1,125
1,0.0495,0.556,0,0.811,0,0,0,0,0,0.196,0.465,0.0475,0.556,0,0.258,0,1,1,1,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0.142,0.445,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0392,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.478,0,0.752,0,0,0,0,0,0.0632,0.465,0.469,0.478,0,0.258,0,1,1,0,125
1,0.305,0.523,0,0.791,0,0,0,0,0,0.0871,0.572,0.368,0.523,0,0.435,0,1,1,0,125
0.667,0.318,0.378,0,0.811,0,0,0,0,0,0.107,0.582,0,0.378,0,0.338,0,1,1,0,125
0,0.0495,0.256,0,0.811,0,0,0,0,0,0.126,0.465,0,0.256,0,0.258,0,1,1,0,125
0.333,0.181,0.267,0,0.791,0,0,0,0,0,0.142,0.524,0.19,0.267,0,0.261,0,1,1,0,125
0.333,0.175,0.278,0,0.791,0,0,0,0,0,0.157,0.529,0,0.278,0,0.265,0,1,1,0,125
0.333,0.0495,0.267,0,0.831,0,0,0,0,0,0.166,0.465,0.0949,0.267,0,0.258,0,1,1,0,125
0.333,0.0495,0.312,0,0.831,0,0,0,0,0,0.187,0.465,0.19,0.312,0,0.258,0,1,1,0,125
0.333,0.0495,0.345,0,0.831,0,0,0,0,0,0.198,0.465,0,0.345,0,0.258,0,1,1,0,125
0.667,0.174,0.356,0.233,0.811,0,0,0,0,0,0.222,0.539,0,0.356,0,0.29,0,1,1,0,125
0.667,0.187,0.434,0,0.87,0,0,0,0,0,0.277,0.549,0,0.434,0,0.316,0,1,1,0,125
0.667,0.221,0.59,0,0.949,0,0,0,0,0,0.34,0.569,0.142,0.59,0,0.368,0,1,1,0,125
0.333,0.276,0.701,0,0.989,0,0,0,0,0,0.457,0.574,0,0.701,0,0.405,0,1,1,0,125
1,0.892,0.745,0,0.949,0.447,0,0,0,0,0.64,0.745,0.0949,0.745,0,0.745,0,1,1,0,125
1,0.931,0.79,0,0.93,0.1,0.767,0,0,0,0.791,0.701,0.237,0.79,0,0.79,0,1,1,0,125
1,0.814,0.768,0,0.91,0,0,0.238,0.5,0.517,0.749,0.671,0.19,0.768,0,0.768,0,1,1,0,125
1,0.352,0.656,0,0.87,0,0,0.154,0,0,0.453,0.553,0.19,0.656,0,0.524,0,1,1,0,125
1,0.116,0.556,0,0.811,0,0,0,0,0,0.196,0.489,0.0475,0.556,0,0.357,0,1,1,0,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0.0949,0.445,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.465,0,0.401,0,0.258,0,1,1,1,125
0.667,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,1,125
0.667,0.0495,0.401,0,0.712,0,0,0,0,0,0.0392,0.465,0.101,0.401,0,0.258,0,1,1,1,125
0.667,0.147,0.478,0,0.752,0,0,0,0,0,0.0632,0.494,0.247,0.478,0,0.331,0,1,1,1,125
0.333,0.0495,0.523,0,0.791,0,0,0,0,0,0.0871,0.465,0.212,0.523,0,0.258,0,1,1,1,125
0.333,0.0495,0.378,0,0.811,0,0,0,0,0,0.107,0.465,0,0.378,0,0.258,0,1,1,1,125
0.667,0.185,0.256,0,0.811,0,0,0,0,0,0.126,0.524,0,0.256,0,0.257,0,1,1,1,125
0.667,0.181,0.267,0,0.791,0,0,0,0,0,0.142,0.524,0.19,0.267,0,0.261,0,1,1,1,125
0.333,0.175,0.278,0,0.791,0,0,0,0,0,0.157,0.529,0,0.278,0,0.265,0,1,1,1,125
0.667,0.171,0.267,0,0.831,0,0,0,0,0,0.166,0.534,0,0.267,0,0.261,0,1,1,1,125
0.667,0.169,0.312,0,0.831,0,0,0,0,0,0.187,0.534,0.0475,0.312,0,0.276,0,1,1,1,125
0.667,0.17,0.345,0.2,0.831,0,0,0,0,0,0.198,0.529,0,0.345,0,0.287,0,1,1,1,125
0.333,0.174,0.356,1,0.811,0,0,0,0,0,0.222,0.539,0.0949,0.356,0,0.29,0,1,1,1,125
0.333,0.187,0.434,0.983,0.87,0,0,0,0,0,0.277,0.549,0.0475,0.434,0,0.316,0,1,1,1,125
0.667,0.392,0.59,0,0.949,0,0,0,0,0,0.34,0.672,0.243,0.59,0,0.479,0,1,1,1,125
0.667,0.503,0.701,0,0.989,0,0,0.0928,0.5,0.133,0.457,0.682,0.225,0.701,0,0.553,0,1,1,1,125
1,0.892,0.745,0,0.949,0,0,0.539,0,0.383,0.64,0.745,0.19,0.745,0,0.745,0,1,1,1,125
1,0.931,0.79,0,0.93,0.699,0.4,0.518,0,0,0.791,0.701,0.237,0.79,0,0.79,0,1,1,1,125
1,0.559,0.768,0,0.91,0.207,0.617,0.387,0,0,0.749,0.602,0.0475,0.768,0,0.598,0,1,1,1,125
1,0.201,0.656,0,0.87,0,0,0.216,0,0,0.453,0.509,0.393,0.656,0,0.391,0,1,1,1,125
1,0.116,0.556,0,0.811,0,0,0,0,0,0.196,0.489,0.0949,0.556,0,0.357,0,1,1,1,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0,0.445,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0392,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.478,0,0.752,0.11,0,0,0,0,0.0632,0.465,0.0969,0.478,0,0.258,0,1,1,0,125
1,0.177,0.523,0,0.791,0.412,0.25,0,0,0,0.0871,0.519,0,0.523,0,0.346,0,1,1,0,125
0.667,0.318,0.378,0,0.811,0,0,0,0,0,0.107,0.582,0.13,0.378,0,0.338,0,1,1,0,125
0.333,0.185,0.256,0,0.811,0,0,0,0,0,0.126,0.524,0,0.256,0,0.257,0,1,1,0,125
0.333,0.181,0.267,0,0.791,0,0,0,0,0,0.142,0.524,0,0.267,0,0.261,0,1,1,0,125
0.333,0.175,0.278,0.233,0.791,0,0,0,0,0,0.157,0.529,0.0475,0.278,0,0.265,0,1,1,0,125
0.333,0.171,0.267,0,0.831,0,0,0,0,0,0.166,0.534,0.0475,0.267,0,0.261,0,1,1,0,125
0.333,0.169,0.312,0,0.831,0,0,0,0,0,0.187,0.534,0.142,0.312,0,0.276,0,1,1,0,125
0.333,0.17,0.345,0,0.831,0,0,0,0,0,0.198,0.529,0.0475,0.345,0,0.287,0,1,1,0,125
0.667,0.298,0.356,0.233,0.811,0,0,0,0,0,0.222,0.612,0.0475,0.356,0,0.323,0,1,1,0,125
0.333,0.187,0.434,0,0.87,0.592,0.4,0,0,0,0.277,0.549,0,0.434,0,0.316,0,1,1,0,125
0.667,0.392,0.59,0,0.949,0.601,1,0,0,0,0.34,0.672,0.221,0.59,0,0.479,0,1,1,0,125
0.667,0.503,0.701,0,0.989,0,0.133,0,0,0,0.457,0.682,0.617,0.701,0,0.553,0,1,1,0,125
0.667,0.611,0.745,0,0.949,0,0,0,0,0,0.64,0.652,0.237,0.745,0,0.583,0,1,1,0,125
1,0.931,0.79,0,0.93,0,0,0,0,0,0.791,0.701,0.332,0.79,0,0.79,0,1,1,0,125
1,0.559,0.768,0,0.91,0,0,0,0,0,0.749,0.602,0.0475,0.768,0,0.598,0,1,1,0,125
1,0.0495,0.656,0,0.87,0,0,0,0,0,0.453,0.465,0.285,0.656,0,0.258,0,1,1,0,125
1,0.0495,0.556,0,0.811,0,0,0,0,0,0.196,0.465,0.0475,0.556,0,0.258,0,1,1,0,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0,0.445,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0.201,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.464,0,0.401,0,0.305,0,1,1,1,125
1,0.0525,0.367,0,0.712,0,0,0,0,0,0.024,0.473,0,0.367,0,0.331,0,1,1,1,125
1,0.114,0.401,0,0.712,0,0,0,0,0,0.0392,0.483,0.0857,0.401,0,0.353,0,1,1,1,125
0.667,0.147,0.478,0.483,0.752,0,0,0,0,0,0.0632,0.494,0.169,0.478,0,0.331,0,1,1,1,125
0.333,0.177,0.523,0,0.791,0,0,0,0,0,0.0871,0.519,0.285,0.523,0,0.346,0,1,1,1,125
0.333,0.184,0.378,0,0.811,0,0,0,0,0,0.107,0.524,0.0949,0.378,0,0.298,0,1,1,1,125
0.333,0.185,0.256,0,0.811,0,0,0,0,0,0.126,0.524,0,0.256,0,0.257,0,1,1,1,125
0.333,0.181,0.267,0,0.791,0,0,0,0,0,0.142,0.524,0.237,0.267,0,0.261,0,1,1,1,125
0.333,0.175,0.278,0,0.791,0,0,0,0,0,0.157,0.529,0,0.278,0,0.265,0,1,1,1,125
0.333,0.171,0.267,0,0.831,0,0,0,0,0,0.166,0.534,0,0.267,0,0.261,0,1,1,1,125
0.333,0.169,0.312,0,0.831,0,0,0,0,0,0.187,0.534,0.0949,0.312,0,0.276,0,1,1,1,125
0.333,0.17,0.345,0,0.831,0,0,0,0,0,0.198,0.529,0,0.345,0,0.287,0,1,1,1,125
0.333,0.174,0.356,0,0.811,0,0,0,0,0,0.222,0.539,0.0949,0.356,0,0.29,0,1,1,1,125
0.333,0.187,0.434,0,0.87,0,0,0,0,0,0.277,0.549,0.261,0.434,0,0.316,0,1,1,1,125
0.667,0.392,0.59,0.233,0.949,0,0,0,0,0,0.34,0.672,0.168,0.59,0,0.479,0,1,1,1,125
0.667,0.503,0.701,0,0.989,0,0,0,0,0,0.457,0.682,0.135,0.701,0,0.553,0,1,1,1,125
1,0.892,0.745,0,0.949,0,0,0,0,0,0.64,0.745,0,0.745,0,0.745,0,1,1,1,125
1,0.931,0.79,0,0.93,0,0,0.0768,0.5,0.133,0.791,0.701,0.427,0.79,0,0.79,0,1,1,1,125
1,0.559,0.768,0,0.91,0,0,0.261,0,0.633,0.749,0.602,0.0949,0.768,0,0.598,0,1,1,1,125
1,0.352,0.656,0,0.87,0,0,0,0,0,0.453,0.553,0.237,0.656,0,0.524,0,1,1,1,125
1,0.116,0.556,0,0.811,0,0,0,0,0,0.196,0.489,0,0.556,0,0.357,0,1,1,1,125
1,0.0743,0.445,0,0.791,0,0,0,0,0,0.0958,0.484,0,0.445,0,0.32,0,1,1,0,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0479,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0261,0.465,0,0.412,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0174,0.465,0.0949,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0305,0.465,0.114,0.401,0,0.258,0,1,1,0,125
1,0.147,0.478,0,0.752,0,0,0,0,0,0.0523,0.494,0.222,0.478,0,0.331,0,1,1,0,125
1,0.177,0.523,0,0.791,0,0,0,0,0,0.0937,0.519,0.36,0.523,0,0.346,0,1,1,0,125
1,0.184,0.378,0,0.811,0,0,0,0,0,0.155,0.524,0.0919,0.378,0,0.298,0,1,1,0,125
1,0.321,0.256,0,0.811,0,0,0,0,0,0.205,0.582,0,0.256,0,0.257,0,1,1,0,125
0.333,0.0495,0.267,0,0.791,0,0,0,0,0,0.244,0.465,0.162,0.267,0,0.258,0,1,1,0,125
0.333,0.175,0.278,0.483,0.791,0,0,0,0,0,0.268,0.529,0.0987,0.278,0,0.265,0,1,1,0,125
0.333,0.171,0.267,0,0.831,0,0,0,0,0,0.288,0.534,0.0475,0.267,0,0.261,0,1,1,0,125
0.667,0.289,0.312,0,0.831,0,0,0,0,0,0.34,0.602,0.146,0.312,0,0.294,0,1,1,0,125
1,0.411,0.345,0,0.831,0,0,0,0,0,0.388,0.656,0.106,0.345,0,0.345,0,1,1,0,125
0.667,0.174,0.356,0.0333,0.811,0,0,0,0,0,0.427,0.539,0,0.356,0,0.29,0,1,1,0,125
0.667,0.187,0.434,0.683,0.87,0.439,0,0,0,0,0.449,0.549,0,0.434,0,0.316,0,1,1,0,125
0.667,0.392,0.59,0,0.949,0.69,0.767,0,0,0,0.464,0.672,0.237,0.59,0,0.479,0,1,1,0,125
0.667,0.503,0.701,0,0.989,0.536,0,0,0,0,0.547,0.682,0.183,0.701,0,0.553,0,1,1,0,125
0.667,0.611,0.745,0,0.949,0,0,0,0,0,0.719,0.652,0.237,0.745,0,0.583,0,1,1,0,125
0.667,0.637,0.79,0,0.93,0,0,0,0,0,0.845,0.622,0.0949,0.79,0,0.613,0,1,1,0,125
0.667,0.559,0.768,0,0.91,0,0,0.088,0.5,0.217,0.78,0.602,0.0475,0.768,0,0.598,0,1,1,0,125
1,0.504,0.656,0,0.87,0,0,0,0,0.55,0.492,0.596,0.332,0.656,0,0.656,0,1,1,0,125
1,0.183,0.556,0,0.811,0,0,0,0,0,0.224,0.513,0.237,0.556,0,0.457,0,1,1,0,125
1,0.0743,0.445,0,0.791,0,0,0,0,0,0.0958,0.484,0,0.445,0,0.32,0,1,1,0,125
1,0.0578,0.412,0,0.771,0,0,0,0,0,0.0479,0.474,0,0.412,0,0.309,0,1,1,0,125
1,0.0495,0.412,0,0.752,0,0,0,0.214,0,0.0261,0.473,0.0475,0.412,0,0.36,0,1,1,0,125
1,0.0495,0.401,0,0.732,0,0,0.526,0.286,0.517,0.0174,0.464,0,0.401,0,0.305,0,1,1,0,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0,0.367,0,0.258,0,1,1,0,125
1,0.0495,0.401,0,0.712,0,0,0,0,0,0.0305,0.465,0,0.401,0,0.258,0,1,1,0,125
1,0.0495,0.478,0,0.752,0,0,0,0,0,0.0523,0.465,0.185,0.478,0,0.258,0,1,1,0,125
1,0.177,0.523,0,0.791,0,0,0,0.214,0,0.0937,0.519,0.342,0.523,0,0.346,0,1,1,0,125
1,0.318,0.378,0,0.811,0,0,0.488,0.286,0.517,0.155,0.582,0.217,0.378,0,0.338,0,1,1,0,125
0.667,0.185,0.256,0,0.811,0,0,0.806,0,0,0.205,0.524,0,0.256,0,0.257,0,1,1,0,125
0.667,0.181,0.267,0,0.791,0,0,0.414,0,0,0.244,0.524,0,0.267,0,0.261,0,1,1,0,125
0.667,0.175,0.278,0,0.791,0,0,0.346,0,0,0.268,0.529,0.0475,0.278,0,0.265,0,1,1,0,125
0.667,0.171,0.267,0,0.831,0,0,0.52,0,0,0.288,0.534,0,0.267,0,0.261,0,1,1,0,125
0.667,0.169,0.312,0.233,0.831,0,0,0.739,0,0,0.34,0.534,0.142,0.312,0,0.276,0,1,1,0,125
0.667,0.17,0.345,0,0.831,0,0,0.734,0,0,0.388,0.529,0,0.345,0,0.287,0,1,1,0,125
0.667,0.298,0.356,0,0.811,0,0,0,0,0,0.427,0.612,0.0475,0.356,0,0.323,0,1,1,0,125
0.333,0.187,0.434,0,0.87,0,0,0,0,0,0.449,0.549,0.45,0.434,0,0.316,0,1,1,0,125
0.667,0.392,0.59,0,0.949,0,0,0,0,0,0.464,0.672,0.422,0.59,0,0.479,0,1,1,0,125
1,0.73,0.701,0,0.989,0,0,0,0,0,0.547,0.79,0.0949,0.701,0,0.701,0,1,1,0,125
1,0.892,0.745,0,0.949,0,0,0,0,0,0.719,0.745,0.19,0.745,0,0.745,0,1,1,0,125
1,0.931,0.79,0,0.93,0,0,0,0,0,0.845,0.701,0.19,0.79,0,0.79,0,1,1,0,125
1,0.814,0.768,0,0.91,0,0,0,0,0,0.78,0.671,0.251,0.768,0,0.768,0,1,1,0,125
1,0.504,0.656,0,0.87,0,0,0,0,0,0.492,0.596,0,0.656,0,0.656,0,1,1,0,125
1,0.183,0.556,0,0.811,0,0,0,0,0,0.224,0.513,0.237,0.556,0,0.457,0,1,1,0,125
1,0.0495,0.445,0,0.791,0,0,0,0,0,0.0806,0.465,0,0.445,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.771,0,0,0,0,0,0.0392,0.465,0.0475,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.412,0,0.752,0,0,0,0,0,0.0196,0.465,0,0.412,0,0.258,0,1,1,1,125
1,0.0495,0.401,0,0.732,0,0,0,0,0,0.0152,0.465,0,0.401,0,0.258,0,1,1,1,125
1,0.0495,0.367,0,0.712,0,0,0,0,0,0.024,0.465,0.161,0.367,0,0.258,0,1,1,1,125
1,0.0817,0.401,0,0.712,0,0,0,0,0,0.0392,0.474,0.242,0.401,0,0.305,0,1,1,1,125
0.667,0.147,0.478,0,0.752,0,0,0.056,0.5,0.517,0.0632,0.494,0,0.478,0,0.331,0,1,1,1,125
0.667,0.177,0.523,0,0.791,0,0,0.566,0,0,0.0871,0.519,0,0.523,0,0.346,0,1,1,1,125
0.667,0.318,0.378,0,0.811,0,0,0.237,0,0,0.107,0.582,0,0.378,0,0.338,0,1,1,1,125
0.333,0.185,0.256,0,0.811,0,0,0,0,0,0.126,0.524,0.142,0.256,0,0.257,0,1,1,1,125
