occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,general_water_use
0.333,0.351,0.351,0,0,0,0,0.465,0.705,0.705,0,0,0.072,0.072
0.667,0.665,0.665,0,0.3,0,0,0.711,0.836,0.836,0.602,0,0.504,0.504
0.667,0.565,0.565,0,1,0,0,0.748,0.81,0.81,0.768,0,0.252,0.252
0.667,0.445,0.445,0,0.05,0,0,0.729,0.758,0.758,0.128,0,0.0985,0.0985
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0,0,0.072,0.072
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.036,0.036
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0.144,0.144
1,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.251,0.251
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0.072,0.072
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.036,0.036
0.667,0.342,0.342,0,0,0,0,0.31,0.732,0.732,0,0,0,0
0.667,0.339,0.339,0,0,0,0,0.347,0.732,0.732,0,0,0,0
0.667,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.036,0.036
0.667,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0,0.072,0.072
0.667,0.434,0.434,0,0,0,0,0.449,0.797,0.797,0,0,0.036,0.036
0.667,0.551,0.551,0,0,0,0,0.58,0.836,0.836,0,0,0.18,0.18
0.667,0.658,0.658,0,0,0,0,0.673,0.849,0.849,0,0,0.036,0.036
0.667,0.665,0.665,0,0,0,0,0.711,0.836,0.836,0,0.186,0.31,0.31
0.667,0.565,0.565,0,0,0.933,0.383,0.748,0.81,0.81,0,0.658,0.362,0.362
0.667,0.445,0.445,0,0,0,0.433,0.729,0.758,0.758,0,0.131,0.072,0.072
0.667,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.036,0.036
0.667,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0.045,0.036,0.036
0.667,0.044,0.044,0,0,0.933,0.633,0.258,0.562,0.562,0,0.425,0,0
1,0.0514,0.0514,0,0,0,1,0.344,0.608,0.608,0,0.612,0,0
1,0.044,0.044,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.34,0.608,0.608,0,0,0.311,0.311
1,0.0466,0.0466,0,0,0,0,0.326,0.608,0.608,0,0,0.104,0.104
1,0.0789,0.0789,0.517,0,0,0,0.34,0.608,0.608,0,0,0.183,0.183
0.667,0.146,0.146,1,0,0,0,0.372,0.621,0.621,0,0,0.175,0.175
1,0.177,0.177,0.283,0,0,0,0.391,0.64,0.64,0,0,0.036,0.036
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.144,0.144
0.667,0.208,0.208,0.517,0,0,0,0.279,0.647,0.647,0,0,0,0
0.667,0.362,0.362,1,0,0,0,0.31,0.732,0.732,0,0,0.144,0.144
0.667,0.35,0.35,0.283,0,0,0,0.319,0.732,0.732,0,0,0.072,0.072
0.667,0.342,0.342,0,0,0,0,0.31,0.732,0.732,0,0,0,0
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.036,0.036
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.072,0.072
0.333,0.206,0.206,0.517,0,0,0,0.321,0.66,0.66,0,0,0.036,0.036
0.667,0.434,0.434,0.25,0,0,0,0.449,0.797,0.797,0,0,0,0
1,0.804,0.804,0,0,0,0,0.741,0.973,0.973,0,0,0.108,0.108
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0.252,0.252
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.144,0.144
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0,0
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0.072,0.072
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0,0,0.072,0.072
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0.0774,0.036,0.036
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.34,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0628,0.0628
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0494,0.0494
1,0.247,0.247,0,0,0,0,0.487,0.68,0.68,0,0,0.0713,0.0713
1,0.309,0.309,0.0167,0,0,0,0.524,0.719,0.719,0,0,0.036,0.036
0.667,0.195,0.195,0.75,0,0,0,0.33,0.647,0.647,0,0,0,0
0.667,0.371,0.371,0,0,0,0,0.3,0.732,0.732,0,0.105,0,0
0.667,0.362,0.362,0,0,0.933,0.383,0.31,0.732,0.732,0,0.259,0,0
0.667,0.35,0.35,0,0,0,1,0.319,0.732,0.732,0,0,0.072,0.072
0.333,0.193,0.193,0,0,0,1,0.284,0.647,0.647,0,0,0.072,0.072
0.333,0.191,0.191,0,0,0,0.0667,0.302,0.647,0.647,0,0,0.18,0.18
0.333,0.194,0.194,0,0.05,0,0,0.316,0.647,0.647,0.45,0,0,0
0.667,0.368,0.368,0.0167,1,0,0,0.384,0.758,0.758,0.527,0,0.184,0.184
0.667,0.434,0.434,1,0.567,0,0,0.449,0.797,0.797,0.408,0,0,0
0.667,0.551,0.551,0.533,0,0,0,0.58,0.836,0.836,0,0,0.036,0.036
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0.331,0.331
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.232,0.232
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.226,0.226
1,0.245,0.245,0,0,0,0,0.493,0.66,0.66,0,0,0.144,0.144
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0,0,0.321,0.321
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.036,0.036
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0.304,0.15,0.15
0.667,0.146,0.146,0,0,0.933,0.55,0.372,0.621,0.621,0,0.421,0.182,0.182
0.667,0.177,0.177,0,0,0,0.267,0.391,0.64,0.64,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.317,0.317
0.667,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0.172,0.172
0.667,0.342,0.342,0.183,0,0,0,0.31,0.732,0.732,0,0,0.0972,0.0972
0.333,0.191,0.191,0.583,0,0,0,0.302,0.647,0.647,0,0,0,0
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.108,0.108
0.333,0.206,0.206,0.683,0,0,0,0.321,0.66,0.66,0,0,0,0
0.667,0.434,0.434,1,0,0,0.05,0.449,0.797,0.797,0,0.52,0.18,0.18
0.667,0.551,0.551,0.65,0,0.933,1,0.58,0.836,0.836,0,0.672,0.216,0.216
0.667,0.658,0.658,0,0.467,0,0.0333,0.673,0.849,0.849,0.864,0.0886,0.036,0.036
0.667,0.665,0.665,0,0.883,0,0,0.711,0.836,0.836,0.387,0,0.171,0.171
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0.276,0,0.335,0.335
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0.072,0.072
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0,0,0.036,0.036
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.036,0.036
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0,0
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.216,0.216
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.072,0.072
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.271,0.271
1,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.21,0.21
1,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0.295,0.295
1,0.371,0.371,0,0,0,0,0.3,0.732,0.732,0,0,0.219,0.219
0.667,0.362,0.362,0,0,0,0,0.31,0.732,0.732,0,0,0.403,0.403
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.0643,0.0643
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.143,0.143
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.226,0.226
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0,0
0.333,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0.0717,0.645,0.645
0.667,0.434,0.434,0.683,0,0.933,0.55,0.449,0.797,0.797,0,0.352,0.268,0.268
0.667,0.551,0.551,1,0,0,0.267,0.58,0.836,0.836,0,0.239,0.036,0.036
1,0.965,0.965,1,0,0,0,0.881,0.993,0.993,0,0.3,0.144,0.144
1,0.975,0.975,1,0,0,0,0.937,0.973,0.973,0,0.177,0.108,0.108
1,0.826,0.826,1,0,0.933,0.55,0.993,0.934,0.934,0,0.575,0.072,0.072
0.667,0.445,0.445,0.233,0,0,0.533,0.729,0.758,0.758,0,0.447,0.072,0.072
1,0.571,0.571,0,0,0,0,0.825,0.779,0.779,0,0,0.036,0.036
1,0.162,0.162,0,0,0,0,0.552,0.667,0.667,0,0,0.036,0.036
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0,0
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.34,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.108,0.108
1,0.044,0.044,0.0167,0,0,0,0.258,0.562,0.562,0,0,0.282,0.282
1,0.146,0.146,0.75,0,0,0,0.372,0.621,0.621,0,0,0.036,0.036
1,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.277,0.277
1,0.345,0.345,0,0,0,0,0.403,0.732,0.732,0,0,0,0
1,0.371,0.371,0,0,0,0,0.3,0.732,0.732,0,0,0.036,0.036
1,0.522,0.522,0,0,0,0,0.336,0.818,0.818,0,0,0.352,0.352
1,0.503,0.503,0.767,0,0,0,0.35,0.818,0.818,0,0,0,0
1,0.49,0.49,0,0,0,0,0.336,0.818,0.818,0,0,0.18,0.18
0.667,0.339,0.339,0,0,0,0,0.347,0.732,0.732,0,0,0,0
0.667,0.343,0.343,0,0,0,0,0.375,0.732,0.732,0,0,0,0
0.667,0.368,0.368,0,0,0,0,0.384,0.758,0.758,0,0,0.036,0.036
0.667,0.434,0.434,0,0,0,0,0.449,0.797,0.797,0,0,0.036,0.036
0.667,0.551,0.551,0.517,0,0,0,0.58,0.836,0.836,0,0,0.216,0.216
0.667,0.658,0.658,1,0,0,0,0.673,0.849,0.849,0,0,0.036,0.036
1,0.975,0.975,0.283,0,0,0,0.937,0.973,0.973,0,0,0.036,0.036
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.036,0.036
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0.036,0.036
1,0.571,0.571,0,0,0,0,0.825,0.779,0.779,0,0,0.072,0.072
1,0.162,0.162,0,0,0,0,0.552,0.667,0.667,0,0,0,0
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0.187,0.187
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.118,0.118
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.129,0.129
1,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0.118,0.118
1,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0,0
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.044,0.044,0.517,0,0,0,0.258,0.562,0.562,0,0,0.072,0.072
0.667,0.203,0.203,1,0,0,0,0.284,0.647,0.647,0,0,0,0
0.667,0.197,0.197,0.283,0,0,0,0.288,0.647,0.647,0,0,0,0
0.667,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0,0
0.667,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.18,0.18
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.504,0.504
0.333,0.206,0.206,0.517,0,0,0,0.321,0.66,0.66,0,0,0,0
1,0.629,0.629,1,0,0,0,0.545,0.915,0.915,0,0,0,0
1,0.804,0.804,0.0333,0,0,0,0.741,0.973,0.973,0,0,0.18,0.18
1,0.965,0.965,0.517,0,0,0,0.881,0.993,0.993,0,0,0.144,0.144
1,0.975,0.975,0.25,0,0,0,0.937,0.973,0.973,0,0,0.252,0.252
1,0.826,0.826,0,0.3,0,0,0.993,0.934,0.934,0.669,0,0.108,0.108
1,0.646,0.646,0,1,0,0,0.965,0.857,0.857,0.324,0,0.261,0.261
1,0.395,0.395,0,0.05,0,0,0.636,0.706,0.706,0,0,0.247,0.247
1,0.162,0.162,0,0,0,0,0.552,0.667,0.667,0,0,0.119,0.119
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.358,0.358
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.125,0.125
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.177,0.177,0.517,0,0,0,0.391,0.64,0.64,0,0,0.162,0.162
0.667,0.345,0.345,1,0,0,0,0.403,0.732,0.732,0,0,0.43,0.43
0.667,0.371,0.371,1,0,0,0,0.3,0.732,0.732,0,0,0.149,0.149
0.667,0.362,0.362,1,0,0,0,0.31,0.732,0.732,0,0,0.322,0.322
0.333,0.197,0.197,1,0,0,0,0.288,0.647,0.647,0,0,0.144,0.144
0.333,0.193,0.193,0.4,0,0,0,0.284,0.647,0.647,0,0,0.072,0.072
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.18,0.18
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.036,0.036
0.333,0.044,0.044,0.267,0,0,0,0.258,0.562,0.562,0,0,0.072,0.072
1,0.239,0.239,1,0,0,0,0.354,0.679,0.679,0,0,0.072,0.072
1,0.297,0.297,0.533,0,0,0,0.419,0.699,0.699,0,0,0.036,0.036
1,0.658,0.658,0,0,0,0,0.673,0.849,0.849,0,0,0.288,0.288
1,0.665,0.665,0,0,0,0,0.711,0.836,0.836,0,0,0.129,0.129
1,0.565,0.565,0,0,0,0,0.748,0.81,0.81,0,0,0.145,0.145
1,0.445,0.445,0,0,0,0,0.729,0.758,0.758,0,0,0.136,0.136
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.036,0.036
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0.18,0.18
0.667,0.342,0.342,0,0,0,0,0.31,0.732,0.732,0,0,0,0
0.667,0.339,0.339,0,0,0,0,0.347,0.732,0.732,0,0,0,0
0.667,0.343,0.343,0,0,0,0,0.375,0.732,0.732,0,0,0.036,0.036
0.667,0.368,0.368,0,0,0,0,0.384,0.758,0.758,0,0,0.108,0.108
0.333,0.239,0.239,0.267,0,0,0,0.354,0.679,0.679,0,0,0.072,0.072
0.333,0.297,0.297,1,0,0,0,0.419,0.699,0.699,0,0,0.216,0.216
0.667,0.658,0.658,0.283,0,0,0,0.673,0.849,0.849,0,0,0.316,0.316
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.229,0.229
1,0.826,0.826,0,0.3,0,0,0.993,0.934,0.934,0.716,0,0.108,0.108
1,0.646,0.646,0,1,0,0,0.965,0.857,0.857,0.663,0,0.216,0.216
1,0.22,0.22,0,0.05,0,0,0.447,0.634,0.634,0,0,0.108,0.108
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0.0167,0,0,0,0.258,0.562,0.562,0,0,0.201,0.201
1,0.0466,0.0466,1,0,0,0,0.326,0.608,0.608,0,0,0,0
1,0.0789,0.0789,1,0,0,0,0.34,0.608,0.608,0,0.3,0,0
0.667,0.044,0.044,0.317,0,0.933,0.633,0.258,0.562,0.562,0,0.436,0,0
1,0.177,0.177,0,0,0,0.45,0.391,0.64,0.64,0,0.637,0.072,0.072
1,0.496,0.496,0,0,0,0,0.475,0.818,0.818,0,0.64,0.036,0.036
1,0.535,0.535,0,0,0,0,0.322,0.818,0.818,0,0.267,0,0
1,0.522,0.522,0,0,0,0,0.336,0.818,0.818,0,0,0.144,0.144
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.144,0.144
0.667,0.342,0.342,0.0167,0,0,0,0.31,0.732,0.732,0,0,0.144,0.144
0.333,0.191,0.191,1,0,0,0,0.302,0.647,0.647,0,0,0.187,0.187
0.667,0.343,0.343,1,0,0,0,0.375,0.732,0.732,0,0,0.152,0.152
0.667,0.368,0.368,1,0,0,0,0.384,0.758,0.758,0,0,0.128,0.128
0.333,0.239,0.239,1,0,0,0,0.354,0.679,0.679,0,0,0,0
0.667,0.551,0.551,0.9,0,0,0,0.58,0.836,0.836,0,0,0.072,0.072
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0.324,0.324
1,0.975,0.975,0,0.05,0,0,0.937,0.973,0.973,0.354,0,0.036,0.036
1,0.826,0.826,0,1,0,0,0.993,0.934,0.934,0.134,0,0,0
1,0.445,0.445,0,0.3,0,0,0.729,0.758,0.758,0,0,0,0
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0,0
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0,0
1,0.044,0.044,0.517,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.075,0.075
1,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.123,0.123
1,0.345,0.345,0,0,0,0,0.403,0.732,0.732,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.667,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0.239,0.239
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
0.333,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0,0.252,0.252
0.667,0.434,0.434,0,0,0,0,0.449,0.797,0.797,0,0,0,0
0.667,0.551,0.551,0,0.467,0,0,0.58,0.836,0.836,0.724,0,0,0
1,0.658,0.658,0,0.883,0,0,0.673,0.849,0.849,0.105,0,0.036,0.036
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.36,0.36
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.432,0.432
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0,0
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.036,0.036
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.18,0.18
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.174,0.174
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.173,0.173
1,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0.319,0.319
1,0.177,0.177,0.517,0,0,0,0.391,0.64,0.64,0,0,0.108,0.108
1,0.345,0.345,0,0,0,0,0.403,0.732,0.732,0,0,0.0957,0.0957
1,0.371,0.371,0,0,0,0,0.3,0.732,0.732,0,0,0.404,0.404
1,0.362,0.362,0,0,0,0,0.31,0.732,0.732,0,0,0.072,0.072
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.036,0.036
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.108,0.108
