occupants,lighting,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,dishwasher_power,clothes_washer,clothes_washer_power,clothes_dryer,clothes_dryer_exhaust,fixtures,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater
1,0.72,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.010,0.635,0.555,0.808,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
0.667,0.386,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.019,0.448,0.484,0.51,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.183,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.393,0.451,0.233,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0743,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.294,0.454,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0763,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.280,0.282,0.446,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.22,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.304,0.35,0.459,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
1,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.158,0.374,0.5,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.667,0.27,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.274,0.294,0.508,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.333,0.154,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.112,0.242,0.487,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0,0.0495,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.076,0.258,0.465,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.248,0.491,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.141,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.029,0.245,0.495,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.14,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.258,0.495,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.14,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.138,0.267,0.491,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.14,0.294,0.294,0,0,0.82,0.82,0.82,0.404,0.667,0,0,0,0,0.038,0.27,0.499,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.141,0.359,0.359,0,0,0.88,0.88,0.88,0.708,0.017,0,0,0,0,0.019,0.291,0.507,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
1,0.338,0.488,0.488,0,0.216,0.96,0.96,0.96,0.324,0,0,0,0,0,0.594,0.488,0.641,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.377,0.58,0.58,0,0.715,1,1,1,0,0,0,0,0,0,0.048,0.58,0.653,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.461,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0.526,0.319,0,0,0.019,0.616,0.616,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0.748,0,0.884,0.884,0.038,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.496,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0.033,0.033,0,0.509,0.525,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.218,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0.353,0.475,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.325,0.458,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.170,0.258,0.465,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0763,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.125,0.282,0.446,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.22,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.334,0.35,0.459,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.116,0.374,0.5,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.667,0.27,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.294,0.508,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.333,0.154,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.067,0.242,0.487,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.333,0.15,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.019,0.245,0.487,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.048,0.248,0.491,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0,0.0495,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.076,0.258,0.465,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.14,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.010,0.258,0.495,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.667,0.23,0.285,0.285,0,0.233,0.84,0.84,0.84,0,0,0,0,0,0,0,0.276,0.517,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.667,0.23,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.057,0.282,0.533,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.667,0.233,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.010,0.325,0.549,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.242,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.131,0.411,0.582,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.377,0.58,0.58,0,0.933,1,1,1,0.829,0.684,0,0,0,0,0,0.58,0.653,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.461,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.038,0.616,0.616,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0.208,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.72,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0.537,0.638,0,0,0.200,0.635,0.555,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.386,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0.457,0.021,0.868,0.868,0,0.448,0.484,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.183,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0.608,0,0.518,0.518,0.010,0.393,0.451,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.099,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0.849,0,0,0,0,0.331,0.443,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0578,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0.396,0,0,0,0,0.285,0.446,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0.748,0,0,0,0,0.285,0.442,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0.330,0,0,0,0,0.282,0.438,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
0.667,0.0495,0.396,0.396,0,0.216,0.76,0.76,0.76,0,0,0,0,0,0,0.261,0.258,0.465,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.277,0.432,0.432,0,0.731,0.8,0.8,0.8,0,0,0,0,0,0,0.010,0.374,0.5,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.333,0.162,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.276,0.487,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.333,0.156,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.242,0.487,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.333,0.153,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.245,0.487,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.019,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.048,0.245,0.495,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.010,0.258,0.495,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.019,0.267,0.491,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.143,0.294,0.294,0,0.216,0.82,0.82,0.82,0,0,0,0,0,0,0,0.27,0.499,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.144,0.359,0.359,0,1.000,0.88,0.88,0.88,0,0,0,0,0,0,0.010,0.291,0.507,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.252,0.488,0.488,0,0.216,0.96,0.96,0.96,0,0,0,0,0,0,0.010,0.411,0.582,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.333,0.169,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0.038,0.365,0.528,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.333,0.206,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.048,0.377,0.516,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
0.667,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0.303,0.521,0.541,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.788,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.235,0.635,0.555,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.397,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.010,0.448,0.484,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.019,0.258,0.465,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.136,0.396,0.396,0,0.216,0.76,0.76,0.76,0,0,0,0,0,0,0.079,0.304,0.462,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.277,0.432,0.432,0,0.979,0.8,0.8,0.8,0,0,0,0,0,0,0.362,0.374,0.5,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.667,0.274,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.651,0.294,0.508,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.667,0.263,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.223,0.227,0.508,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.667,0.256,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.406,0.233,0.508,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.126,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.076,0.245,0.495,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.667,0.235,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.122,0.258,0.525,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.667,0.235,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.591,0.276,0.517,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.667,0.236,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.282,0.533,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.144,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.019,0.291,0.507,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.252,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0,0.411,0.582,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.667,0.289,0.58,0.58,0,0.233,1,1,1,0.467,0.667,0,0,0,0,0.019,0.472,0.591,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0.250,0.017,0,0,0,0,0.386,0.497,0.566,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
0.667,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0,0.521,0.541,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.542,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.197,0.509,0.525,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.397,0.543,0.543,0,0.715,0.88,0.88,0.88,0,0,0,0,0,0,0.038,0.448,0.484,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.019,0.258,0.465,0.0805,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0392,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0196,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0152,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
0.667,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0768,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.282,0.446,0.0392,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
0.667,0.0495,0.396,0.396,0,0.216,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0631,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.163,0.432,0.432,0,0.249,0.8,0.8,0.8,0,0,0,0,0,0,0.165,0.316,0.483,0.087,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.333,0.162,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.276,0.487,0.107,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0,0.0495,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.126,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0,0.0495,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.141,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.248,0.491,0.157,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0,0.0495,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.010,0.258,0.465,0.165,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0,0.0495,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.258,0.465,0.187,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.267,0.491,0.198,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0,0.0495,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.019,0.258,0.465,0.222,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.144,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.139,0.291,0.507,0.276,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.252,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.090,0.411,0.582,0.339,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.667,0.289,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0.299,0.472,0.591,0.457,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.667,0.362,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.238,0.497,0.566,0.64,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.668,0.653,0.653,0,0,0.94,0.94,0.94,0.421,0.417,0,0,0,0,0.190,0.653,0.579,0.79,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.788,0.635,0.635,0,0,0.92,0.92,0.92,0.629,0.266,0,0,0,0,0.057,0.635,0.555,0.749,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.397,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.019,0.448,0.484,0.453,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.325,0.458,0.196,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.010,0.258,0.465,0.0957,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0479,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.019,0.258,0.465,0.0261,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0174,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0239,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0305,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.0495,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0522,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
1,0.0495,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0936,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
1,0.0495,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.155,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
1,0.263,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0.261,0.319,0,0,0,0.227,0.508,0.205,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
1,0.256,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0.392,0,0.884,0.884,0,0.233,0.508,0.244,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.667,0.147,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0.514,0,0.017,0.017,0,0.248,0.491,0.268,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.667,0.143,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0.869,0,0,0,0,0.245,0.495,0.287,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.667,0.142,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0.127,0,0,0,0.057,0.258,0.495,0.339,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.667,0.142,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0.584,0,0,0,0.029,0.267,0.491,0.387,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.143,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0.604,0,0,0,0.010,0.27,0.499,0.427,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.144,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0.336,0,0,0,0.139,0.291,0.507,0.448,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.333,0.151,0.488,0.488,0,0.216,0.96,0.96,0.96,0,0,0,0,0,0,0.234,0.334,0.524,0.464,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.667,0.289,0.58,0.58,0,0.017,1,1,1,0.255,0.417,0,0,0,0,0.029,0.472,0.591,0.546,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.518,0.616,0.616,0,0,0.96,0.96,0.96,0.613,0.500,0,0,0,0,0.019,0.616,0.616,0.718,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.462,0.653,0.653,0,0,0.94,0.94,0.94,0.517,0,0,0,0,0,0.057,0.521,0.541,0.844,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.542,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.010,0.509,0.525,0.779,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.397,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0.448,0.484,0.492,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
