plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,occupants,hot_water_fixtures
0.529,0.0383,0.614,0.0743,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0578,0,0,0,0,0,1,0.182
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.551,0.0406,0.421,0.163,0,0,0,0,0,1,0.169
0.548,0.0788,0.421,0.274,0,0,0,0,0,0.667,0.225
0.548,0.0923,0.421,0.263,0,0,0,0,0,0.667,0.0345
0.548,0.103,0.421,0.256,0,0,0,0,0,0.667,0.103
0.548,0.113,0.421,0.245,0,0,0,0,0,0.667,0
0.548,0.119,0.421,0.237,0,0,0,0,0,0.667,0.0345
0.548,0.134,0.421,0.235,0,0,0,0,0,0.667,0.317
0.548,0.142,0.421,0.235,0,0,0,0,0,0.667,0.207
0.566,0.158,0.421,0.235,0,0,0,0,0,0.667,0.298
0.591,0.196,0.421,0.238,0,0,0,0,0,0.667,0.103
0.617,0.239,0.421,0.247,0,0,0,0,0.233,0.667,0.069
0.658,0.473,0.912,0.384,0.203,0.383,0,0,0,1,0.0345
0.645,0.662,1,0.467,0.518,0.0833,0,0,0,1,0.207
0.619,0.817,1,0.595,0,0,0,0,0,1,0
0.568,0.774,1,0.726,0.596,0.633,0,0,0,1,0.166
0.546,0.167,0.614,0.219,0.277,0.0667,0,0,0,1,0.0121
0.533,0.0781,0.614,0.116,0,0,0,0,0,1,0
0.529,0.0383,0.614,0.0743,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0578,0,0,0,0,0,1,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.538,0.0323,0.614,0.136,0,0,0,0,0,1,0.138
0.54,0.0653,0.421,0.277,0,0,0,0,0.133,1,0.0868
0.542,0.11,0.421,0.387,0,0,0,0,0.1,1,0.21
0.542,0.131,0.421,0.37,0,0,0,0,0,1,0
0.548,0.103,0.421,0.256,0,0,0,0,0,0.667,0.194
0.548,0.113,0.421,0.245,0,0,0,0,0,0.667,0.069
0.542,0.171,0.421,0.331,0,0,0,0,0,1,0.273
0.542,0.194,0.421,0.328,0,0,0,0,0,1,0.247
0.542,0.205,0.421,0.327,0,0,0,0,0,1,0.402
0.568,0.23,0.421,0.328,0,0,0,0,0,1,0.207
0.606,0.286,0.421,0.332,0,0,0,0,0.467,1,0
0.617,0.239,0.421,0.247,0,0,0,0,0,0.667,0.0345
0.626,0.32,0.749,0.273,0,0,0,0,0,0.667,0.167
0.617,0.446,0.807,0.328,0,0,0,0,0.7,1,0.0345
0.619,0.817,1,0.595,0,0,0.113,0.133,0,1,0
0.568,0.774,1,0.726,0,0,0.48,0.367,0,1,0
0.516,0.468,1,0.557,0,0,0,0,0,1,0.117
0.533,0.0781,0.614,0.116,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.529,0.0188,0.614,0.05,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0768,0,0,0,0,0,1,0.0716
0.538,0.0323,0.614,0.136,0,0,0,0,0,0.667,0.103
0.551,0.0406,0.421,0.163,0,0,0,0,0,0.667,0.103
0.555,0.0473,0.421,0.162,0,0,0,0,0,0.667,0
0.548,0.0923,0.421,0.263,0,0,0,0,0,0.667,0
0.548,0.103,0.421,0.256,0,0,0.393,0.5,0,0.667,0.069
0.548,0.113,0.421,0.245,0,0,0.527,0,0,0.667,0.0345
0.548,0.119,0.421,0.237,0,0,0.411,0,0,0.667,0.0345
0.548,0.134,0.421,0.235,0,0,0.648,0,0,0.667,0.207
0.548,0.142,0.421,0.235,0,0,0.548,0,0,0.667,0.069
0.566,0.158,0.421,0.235,0,0,0.366,0,0,0.667,0.069
0.591,0.196,0.421,0.238,0,0,0.368,0,0,0.667,0.069
0.617,0.239,0.421,0.247,0,0,0.477,0,0,0.667,0.45
0.626,0.32,0.749,0.273,0,0,0.455,0,0,0.667,0.263
0.617,0.446,0.807,0.328,0,0,0.414,0,0,0.667,0.305
0.6,0.55,0.807,0.413,0,0,0.129,0,0,0.667,0.197
0.566,0.521,0.807,0.501,0,0,0,0,0,0.667,0.0998
0.531,0.317,0.807,0.388,0,0,0,0,0,0.667,0.0896
0.533,0.0781,0.614,0.116,0,0,0,0,0,0.667,0
0.529,0.0451,0.614,0.0743,0,0,0,0,0,0.667,0.138
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0.185
0.529,0.0226,0.614,0.0768,0,0,0,0,0,1,0.36
0.538,0.0301,0.614,0.136,0,0,0,0,0,1,0.145
0.529,0.0968,0.421,0.39,0,0,0,0,0.233,1,0.349
0.542,0.16,0.421,0.387,0,0,0,0,0,1,0.259
0.542,0.212,0.421,0.37,0,0,0,0,0,1,0.2
0.542,0.252,0.421,0.359,0,0,0,0,0,1,0.335
0.548,0.191,0.421,0.245,0,0,0,0,0,0.667,0.192
0.555,0.111,0.421,0.143,0,0,0,0,0,0.333,0.422
0.555,0.129,0.421,0.142,0,0,0,0,0,0.333,0.0345
0.555,0.146,0.421,0.142,0,0,0,0,0,0.333,0.276
0.564,0.159,0.421,0.142,0,0,0,0,0,0.333,0.241
0.576,0.167,0.421,0.144,0,0,0,0,0,0.333,0.0345
0.589,0.172,0.421,0.148,0,0,0,0,0,0.333,0.0345
0.594,0.2,0.585,0.161,0,0,0,0,0,0.333,0
0.617,0.501,0.807,0.328,0,0,0,0,0,0.667,0
0.6,0.588,0.807,0.413,0,0,0,0,0,0.667,0
0.566,0.543,0.807,0.501,0,0,0,0,0,1,0.174
0.531,0.345,0.807,0.388,0,0,0,0,0,1,0
0.505,0.161,0.807,0.183,0,0,0,0,0,1,0
0.529,0.0451,0.614,0.0743,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0.133,1,0.069
0.538,0.0301,0.614,0.136,0,0,0,0,0.467,1,0.207
0.529,0.0968,0.421,0.39,0,0,0,0,0.333,1,0.105
0.548,0.113,0.421,0.274,0,0,0,0,0,0.667,0.0948
0.548,0.147,0.421,0.263,0,0,0,0,0,0.667,0.133
0.548,0.174,0.421,0.256,0,0,0,0,0,0.667,0
0.555,0.104,0.421,0.147,0,0,0,0,0,0.333,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0.233,0,0.207
0.555,0.146,0.421,0.142,0,0,0,0,0,0.333,0.345
0.564,0.159,0.421,0.142,0.148,0.467,0,0,0,0.333,0.138
0.576,0.167,0.421,0.144,0,0,0,0,0.383,0.333,0.069
0.589,0.172,0.421,0.148,0,0,0,0,0.317,0.333,0.207
0.658,0.565,0.912,0.384,0,0,0,0,0,1,0.134
0.645,0.743,1,0.467,0,0,0,0,0,1,0.238
0.619,0.873,1,0.595,0,0,0,0,0,1,0
0.568,0.806,1,0.726,0,0,0,0,0,1,0
0.531,0.345,0.807,0.388,0,0,0,0,0,1,0
0.533,0.0894,0.614,0.116,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.538,0.0323,0.614,0.136,0,0,0,0,0,1,0.0345
0.54,0.0653,0.421,0.277,0,0,0,0,0,1,0.153
0.548,0.0788,0.421,0.274,0,0,0,0,0.383,1,0.0946
0.555,0.0541,0.421,0.156,0,0,0,0,0.8,0.667,0.243
0.555,0.0593,0.421,0.153,0,0,0,0,0,0.333,0.143
0.555,0.0646,0.421,0.147,0,0,0,0,0,0.333,0.069
0.555,0.0676,0.421,0.143,0,0,0,0,0,0.333,0.0345
0.555,0.0751,0.421,0.142,0,0,0,0,0,0.333,0.0345
0.555,0.0789,0.421,0.142,0,0,0,0,0,0.333,0.276
0.564,0.0871,0.421,0.142,0,0,0,0,0,0.333,0
0.591,0.196,0.421,0.238,0,0,0,0,0.633,0.667,0.0345
0.617,0.239,0.421,0.247,0,0,0,0,0.0667,0.667,0.069
0.626,0.32,0.749,0.273,0,0,0,0,0,0.667,0.103
0.617,0.446,0.807,0.328,0,0,0,0,0,0.667,0
0.619,0.817,1,0.595,0,0,0,0,0,1,0.241
0.568,0.774,1,0.726,0,0,0,0,0,1,0.0345
0.516,0.468,1,0.557,0,0,0,0,0,1,0.0345
0.505,0.14,0.807,0.183,0,0,0,0,0,1,0.103
0.529,0.0383,0.614,0.0743,0,0,0,0,0,1,0.141
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.551,0.0406,0.421,0.163,0,0,0,0,0,1,0
0.548,0.0788,0.421,0.274,0,0,0,0,0,1,0.138
0.548,0.0923,0.421,0.263,0,0,0,0,0,1,0.069
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.333,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0.0322,0.133,0.233,0.333,0
0.548,0.134,0.421,0.235,0.158,0.133,0.597,0.367,0,1,0
0.542,0.205,0.421,0.327,0.463,0.333,0.785,0,0,1,0.103
0.566,0.158,0.421,0.235,0.57,0.633,0.355,0,0,0.667,0.069
0.591,0.196,0.421,0.238,0.513,0.0667,0.319,0,0,0.667,0.069
0.617,0.239,0.421,0.247,0.65,0,0.432,0,0,0.667,0
0.658,0.473,0.912,0.384,0.379,0,0.41,0,0,1,0.069
0.617,0.446,0.807,0.328,0,0,0,0,0.383,0.667,0.0345
0.619,0.817,1,0.595,0,0,0,0,0.0833,1,0.103
0.568,0.774,1,0.726,0,0,0,0,0,1,0
0.516,0.468,1,0.557,0,0,0,0,0,1,0
0.477,0.203,1,0.249,0,0,0,0,0,1,0.0345
0.529,0.0383,0.614,0.0743,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0578,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.514,0.0488,0.807,0.222,0,0,0,0,0,1,0.246
0.551,0.0406,0.421,0.163,0,0,0.281,0.133,0,0.667,0.117
0.548,0.0788,0.421,0.274,0,0,0.45,0.117,0,1,0.258
0.548,0.0923,0.421,0.263,0,0,0.512,0,0,0.667,0.172
0.548,0.103,0.421,0.256,0,0,0.484,0,0,0.667,0.069
0.548,0.113,0.421,0.245,0,0,0.101,0,0,0.667,0.31
0.548,0.119,0.421,0.237,0,0,0,0,0,0.667,0
0.548,0.134,0.421,0.235,0,0,0,0,0,0.667,0.0345
0.555,0.0789,0.421,0.142,0,0,0,0,0,0.667,0.103
0.564,0.0871,0.421,0.142,0,0,0,0,0,0.667,0.172
0.576,0.106,0.421,0.144,0,0,0,0,0.133,0.667,0
0.617,0.239,0.421,0.247,0,0,0,0,1,0.667,0.069
0.626,0.32,0.749,0.273,0,0,0,0,0.517,0.667,0
0.617,0.446,0.807,0.328,0,0,0,0,0,0.667,0.0942
0.6,0.55,0.807,0.413,0,0,0,0,0,1,0.298
0.566,0.521,0.807,0.501,0,0,0,0,0,1,0
0.531,0.317,0.807,0.388,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.54,0.0653,0.421,0.277,0,0,0,0,0,1,0.346
0.548,0.0788,0.421,0.274,0,0,0,0,0,1,0.398
0.548,0.0923,0.421,0.263,0,0,0,0,0,1,0.14
0.548,0.103,0.421,0.256,0,0,0,0,0,0.667,0.241
0.548,0.113,0.421,0.245,0,0,0,0,0,0.667,0
0.548,0.119,0.421,0.237,0,0,0,0,0.133,0.667,0.138
0.548,0.134,0.421,0.235,0,0,0,0,0.333,0.667,0.138
0.548,0.142,0.421,0.235,0,0,0,0,0,0.667,0.0345
0.566,0.158,0.421,0.235,0,0,0,0,0,0.667,0.069
0.591,0.196,0.421,0.238,0,0,0,0,0.133,0.667,0.0345
0.645,0.351,0.421,0.345,0,0,0,0,0.1,1,0.069
0.626,0.32,0.749,0.273,0.407,0.633,0,0,0,0.667,0
0.645,0.662,1,0.467,0.551,0.0667,0,0,0,1,0.069
0.619,0.817,1,0.595,0.286,0.383,0,0,0,1,0
0.568,0.774,1,0.726,0.439,0.0833,0,0,0,1,0
0.516,0.468,1,0.557,0.434,0,0,0,0,1,0.0447
0.477,0.203,1,0.249,0,0,0,0,0,1,0.106
0.497,0.0608,0.807,0.099,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0578,0,0,0,0,0,1,0
0.529,0.0173,0.614,0.0495,0,0,0,0,0,1,0
0.529,0.0158,0.614,0.0495,0,0,0,0,0,1,0.069
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.529,0.0241,0.614,0.0768,0,0,0,0,0,1,0.102
0.514,0.0488,0.807,0.222,0,0,0,0,0,1,0.0458
0.54,0.0653,0.421,0.277,0,0,0,0,0,0.667,0.033
0.555,0.0473,0.421,0.162,0,0,0,0,0,0.333,0
0.548,0.0923,0.421,0.263,0,0,0,0,0.133,0.667,0
0.548,0.103,0.421,0.256,0,0,0,0,0.1,0.667,0.103
0.548,0.113,0.421,0.245,0,0,0,0,0,0.667,0.172
0.548,0.119,0.421,0.237,0,0,0,0,0,0.667,0.069
0.548,0.134,0.421,0.235,0,0,0,0,0,0.667,0.103
0.548,0.142,0.421,0.235,0,0,0,0,0,0.667,0.0345
0.566,0.158,0.421,0.235,0,0,0,0,0,0.667,0.138
0.591,0.196,0.421,0.238,0,0,0,0,0.233,0.667,0.069
0.617,0.239,0.421,0.247,0,0,0,0,0,0.667,0
0.626,0.32,0.749,0.273,0,0,0,0,0,0.667,0.207
0.617,0.446,0.807,0.328,0,0,0,0,0,0.667,0
0.619,0.817,1,0.595,0,0,0,0,0,1,0
0.568,0.774,1,0.726,0,0,0,0,0,1,0
0.516,0.468,1,0.557,0,0,0,0,0,1,0
0.505,0.14,0.807,0.183,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0.133,1,0.0998
0.54,0.0706,0.421,0.277,0,0,0,0,0.1,1,0.213
0.548,0.113,0.421,0.274,0,0,0,0,0,1,0.397
0.555,0.0826,0.421,0.156,0,0,0,0,0,0.333,0.159
0.555,0.0961,0.421,0.153,0,0,0,0,0.133,0.333,0.18
0.555,0.104,0.421,0.147,0,0,0,0,0.1,0.333,0.0345
0.555,0.111,0.421,0.143,0,0,0,0,0,0.333,0.103
0.555,0.129,0.421,0.142,0,0,0,0,0,0.333,0.207
0.555,0.146,0.421,0.142,0,0,0,0,0,0.333,0.0551
0.566,0.3,0.421,0.235,0,0,0,0,0,0.667,0.0721
0.591,0.315,0.421,0.238,0,0,0,0,0,0.667,0.276
0.617,0.326,0.421,0.247,0,0,0,0,0,0.667,0.172
0.626,0.383,0.749,0.273,0,0,0,0,0,0.667,0
0.617,0.501,0.807,0.328,0,0,0,0,0,1,0.0949
0.6,0.588,0.807,0.413,0.15,0.133,0,0,0,1,0.107
0.566,0.543,0.807,0.501,0.57,0.567,0,0,0,1,0
0.531,0.345,0.807,0.388,0.636,0,0,0,0,1,0
0.533,0.0894,0.614,0.116,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.528,0.0286,0.614,0.0578,0,0,0,0,0,1,0.0345
0.528,0.0211,0.614,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.528,0.0204,0.614,0.0499,0,0,0,0,0,1,0.0818
0.495,0.0271,0.807,0.103,0,0,0,0,0,1,0.331
0.537,0.0302,0.614,0.135,0,0,0,0,0,0.667,0.176
0.549,0.0444,0.421,0.162,0,0,0,0,0.217,0.667,0
0.554,0.0655,0.421,0.16,0,0,0,0,0.717,0.667,0.329
0.554,0.0828,0.421,0.154,0,0,0,0,0,0.667,0.215
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.333,0
0.554,0.105,0.421,0.145,0,0,0,0,0,0.333,0
0.554,0.111,0.421,0.141,0,0,0,0,0,0.333,0.0345
0.546,0.241,0.421,0.23,0,0,0,0,0,0.667,0
0.554,0.146,0.421,0.14,0,0,0,0,0,0.333,0.0345
0.562,0.16,0.421,0.14,0,0,0,0,0,0.333,0.109
0.588,0.316,0.421,0.233,0,0,0,0,0,0.667,0.164
0.588,0.172,0.421,0.146,0,0,0,0,0,0.333,0.207
0.592,0.201,0.585,0.159,0,0,0,0,0,0.333,0.0345
0.588,0.26,0.614,0.187,0,0,0,0,0,0.333,0
0.579,0.304,0.614,0.23,0,0,0,0,0,0.333,0
0.562,0.282,0.614,0.273,0,0,0,0,0,0.333,0.123
0.529,0.346,0.807,0.386,0,0,0,0,0,1,0.0345
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0.152
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.537,0.0324,0.614,0.135,0,0,0,0,0,0.667,0.069
0.537,0.0655,0.421,0.274,0,0,0,0,0.633,0.667,0
0.538,0.111,0.421,0.381,0,0,0,0,0.0667,1,0.069
0.546,0.0926,0.421,0.258,0,0,0,0,0,0.667,0
0.546,0.103,0.421,0.25,0,0,0,0,0.633,0.667,0.0345
0.546,0.114,0.421,0.24,0,0,0,0,0.0667,0.667,0.188
0.546,0.12,0.421,0.232,0,0,0,0,0,0.667,0.069
0.546,0.135,0.421,0.23,0,0,0,0,0,0.667,0.103
0.546,0.142,0.421,0.23,0,0,0,0,0,0.667,0.103
0.563,0.159,0.421,0.23,0,0,0,0,0.133,0.667,0.069
0.588,0.196,0.421,0.233,0,0,0,0,0.8,0.667,0.103
0.614,0.24,0.421,0.242,0,0,0,0,0.133,0.667,0.069
0.653,0.474,0.912,0.377,0,0,0,0,0.333,1,0
0.64,0.664,1,0.461,0,0,0,0,0,1,0.273
0.615,0.82,1,0.59,0,0,0,0,0,1,0.236
0.563,0.523,0.807,0.496,0,0,0,0,0,1,0.159
0.529,0.318,0.807,0.386,0,0,0,0,0,1,0.15
0.532,0.0783,0.614,0.116,0,0,0,0,0,1,0.264
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.537,0.0655,0.421,0.274,0,0,0,0,0,0.667,0.113
0.546,0.079,0.421,0.27,0,0,0,0,0,0.667,0.599
0.538,0.131,0.421,0.362,0,0,0,0,0.233,1,0.345
0.538,0.147,0.421,0.351,0.738,0.45,0,0,0,1,0.11
0.546,0.114,0.421,0.24,0.575,0,0,0,0.233,0.667,0.457
0.546,0.12,0.421,0.232,0.399,0,0,0,0,0.667,0.161
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.103
0.554,0.0791,0.421,0.14,0,0,0,0,0,0.333,0.138
0.563,0.23,0.421,0.321,0,0,0,0,0,1,0.212
0.602,0.287,0.421,0.324,0,0,0,0,0,1,0.178
0.64,0.352,0.421,0.338,0,0,0,0,0.7,1,0.331
0.623,0.321,0.749,0.268,0,0,0,0,0.133,0.667,0.147
0.64,0.664,1,0.461,0,0,0,0,0.1,1,0.102
0.597,0.552,0.807,0.41,0,0,0,0,0,0.667,0.149
0.563,0.777,1,0.72,0,0,0,0,0,1,0
0.512,0.47,1,0.554,0.628,0.45,0,0,0,1,0.0959
0.532,0.0783,0.614,0.116,0,0,0,0,0.133,1,0
0.528,0.0384,0.614,0.0743,0,0,0,0,0.1,1,0.207
0.528,0.0241,0.614,0.0578,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.528,0.0241,0.614,0.0763,0,0,0,0,0,1,0.0805
0.512,0.0489,0.807,0.22,0,0,0.341,0.25,0,1,0.313
0.537,0.0655,0.421,0.274,0,0,0.435,0,0.133,1,0.069
0.538,0.111,0.421,0.381,0,0,0,0,1,1,0.117
0.538,0.131,0.421,0.362,0,0,0,0,0.0333,1,0.0629
0.538,0.147,0.421,0.351,0,0,0,0,0,1,0.11
0.538,0.163,0.421,0.335,0,0,0,0,0,1,0.263
0.546,0.12,0.421,0.232,0,0,0,0,0,1,0.251
0.538,0.194,0.421,0.32,0,0,0,0,0,1,0
0.546,0.142,0.421,0.23,0,0,0,0,0,0.667,0.103
0.563,0.23,0.421,0.321,0,0,0,0,0,1,0.0345
0.588,0.196,0.421,0.233,0,0,0,0,0.467,0.667,0.241
0.614,0.24,0.421,0.242,0,0,0,0,0,0.667,0.113
0.623,0.321,0.749,0.268,0,0,0,0,0,0.667,0.069
0.614,0.448,0.807,0.324,0,0,0,0,0,0.667,0.138
0.615,0.82,1,0.59,0,0,0,0,0,1,0
0.563,0.777,1,0.72,0,0,0,0,0,1,0.315
0.512,0.47,1,0.554,0,0,0.487,0.517,0,1,0
0.503,0.141,0.807,0.183,0,0,0.996,0,0,1,0
0.495,0.061,0.807,0.099,0,0,0.653,0,0,1,0
0.495,0.0324,0.807,0.066,0,0,0.242,0,0,1,0.0345
0.528,0.0174,0.614,0.0495,0,0,0,0,0,1,0.276
0.528,0.0158,0.614,0.0495,0,0,0,0,0,1,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0.133,1,0
0.549,0.0407,0.421,0.162,0,0,0,0,0.333,1,0.172
0.554,0.0475,0.421,0.16,0,0,0,0,0,1,0
0.554,0.0542,0.421,0.154,0,0,0,0,0,0.667,0.0345
0.546,0.103,0.421,0.25,0,0,0,0,0,0.667,0.069
0.546,0.114,0.421,0.24,0,0,0,0,0,0.667,0
0.546,0.12,0.421,0.232,0,0,0,0,0,0.667,0.238
0.546,0.135,0.421,0.23,0,0,0,0,0,0.667,0.0974
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.0345
0.562,0.0873,0.421,0.14,0,0,0,0,0.233,0.333,0.345
0.588,0.196,0.421,0.233,0,0,0,0,0,0.667,0.0345
0.614,0.24,0.421,0.242,0,0,0,0,0,0.667,0
0.623,0.321,0.749,0.268,0,0,0,0,0,0.667,0.241
0.614,0.448,0.807,0.324,0,0,0,0,0.233,0.667,0
0.615,0.82,1,0.59,0,0,0,0,0,1,0.0827
0.563,0.777,1,0.72,0,0,0,0,0,1,0.113
0.529,0.318,0.807,0.386,0,0,0,0,0,1,0.0718
0.532,0.0783,0.614,0.116,0,0,0,0,0,1,0.0771
0.528,0.0384,0.614,0.0743,0,0,0,0,0,1,0
0.528,0.0241,0.614,0.0578,0,0,0,0,0,1,0.0836
0.528,0.0174,0.614,0.0495,0,0,0,0,0,1,0.212
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0.103
0.528,0.0189,0.614,0.0499,0,0,0,0,0,0.667,0.127
0.528,0.0241,0.614,0.0763,0,0,0,0,0,0.667,0.228
0.537,0.0324,0.614,0.135,0,0,0,0,0.133,0.667,0.0499
0.525,0.0903,0.421,0.386,0.638,0.45,0,0,0.333,1,0.103
0.546,0.079,0.421,0.27,0,0,0,0,0,0.667,0.105
0.546,0.0926,0.421,0.258,0,0,0,0,0,0.667,0
0.554,0.0595,0.421,0.15,0,0,0,0,0,0.333,0.0345
0.554,0.0648,0.421,0.145,0,0,0,0,0,0.333,0
0.554,0.0678,0.421,0.141,0,0,0,0,0,0.333,0.207
0.554,0.0753,0.421,0.14,0,0,0,0,0,0.333,0.172
0.546,0.142,0.421,0.23,0,0,0,0,0,0.667,0.264
0.563,0.159,0.421,0.23,0,0,0,0,0,0.667,0.145
0.575,0.106,0.421,0.141,0,0,0,0,0,0.333,0.216
0.64,0.352,0.421,0.338,0,0,0,0,0.633,1,0.429
0.653,0.474,0.912,0.377,0,0,0,0,1,1,0.175
0.64,0.664,1,0.461,0.103,0.133,0,0,0.933,1,0.069
0.615,0.82,1,0.59,0.581,0.317,0,0,0,1,0.103
0.563,0.777,1,0.72,0,0,0,0,0,1,0
0.512,0.47,1,0.554,0,0,0,0,0,1,0.222
0.503,0.141,0.807,0.183,0,0,0,0,0,1,0
0.528,0.0452,0.614,0.0743,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0.069
