occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures
1,0.586,0.0493,0.0809,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.611,0.0225,0.0622,0,0,0,0,0,0,0.226,7,0.154
1,0.705,0.0503,0.175,0,0,0,0,0,0.25,0.282,8,0.722
1,0.746,0.0792,0.371,0,0,0,0,0,0,0.154,5,0.15
1,0.801,0.108,0.46,0,0,0,0,0,0.25,0,0,0.136
1,0.818,0.131,0.487,0.205,0.35,0,0,0,0,0,0,0
1,0.818,0.154,0.498,0.386,0.717,0,0,0,0,0.206,6,0.231
1,0.818,0.173,0.484,0,0,0,0,0,0,0.443,13,0.483
1,0.818,0.191,0.465,0,0,0,0,0,0,0.417,12,0.466
0.4,0.665,0.0897,0.212,0,0,0,0,0,0,0.508,14,0.346
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.1,0.597,0.048,0.107,0.255,0.1,0,0,0,0,0,0,0.0908
1,0.922,0.342,0.633,0.578,1,0,0,0,0,0,0,0
1,0.976,0.425,0.831,0.646,0.517,0,0,0,0,0,0,0.182
1,0.951,0.499,0.902,0.595,0.85,0,0,0,0,0.112,4,0.167
1,0.562,0.0162,0.0504,0.152,0.767,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0.733,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0.267,0.63,0.138,0.159,0,0,0,0,0,0,0,0,0
1,0.829,0.481,0.468,0,0,0,0,0,0,0,0,0.0454
1,0.873,0.523,0.529,0,0,0,0,0,0.767,0,0,0.136
1,0.931,0.547,0.666,0,0,0,0,0,0.267,0,0,0.0454
1,0.98,0.587,0.862,0,0,0,0,0,0,0,0,0.227
1,0.989,0.716,1,0,0,0,0,0,0,0,0,0.0454
1,0.964,0.909,0.963,0,0,0,0,0,0,0,0,0.182
1,0.915,1,0.783,0,0,0,0,0,0,0,0,0.0454
1,0.837,0.849,0.609,0,0,0,0,0,0,0,0,0
1,0.613,0.153,0.166,0,0,0,0,0,0,0,0,0
1,0.562,0.0182,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.63,0.0795,0.17,0,0,0,0,0,0,0,0,0.0454
1,0.818,0.26,0.496,0,0,0,0,0,0,0,0,0.318
1,0.818,0.302,0.481,0,0,0,0,0,0,0,0,0
1,0.818,0.33,0.463,0,0,0,0,0,0,0,0,0
1,0.818,0.364,0.452,0,0,0,0,0,0,0,0,0
1,0.818,0.426,0.451,0,0,0,0,0,0.767,0,0,0.0908
1,0.829,0.481,0.468,0,0,0,0,0,0,0,0,0.0908
1,0.873,0.523,0.529,0,0,0,0,0,0,0,0,0
1,0.931,0.547,0.666,0,0,0,0,0,0,0,0,0.136
1,0.98,0.587,0.862,0,0,0,0,0,0,0,0,0.182
1,0.989,0.716,1,0,0,0,0,0,0,0,0,0.182
1,0.964,0.909,0.963,0,0,0,0,0,0,0,0,0
1,0.915,1,0.783,0,0,0,0,0,0,0,0,0.272
1,0.837,0.849,0.609,0,0,0,0,0,0,0,0,0
1,0.764,0.508,0.468,0,0,0,0,0,0,0,0,0
1,0.655,0.166,0.169,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.58,0.0222,0.0815,0,0,0,0,0,0,0,0,0.0908
0.15,0.589,0.0252,0.097,0,0,0,0,0,0,0,0,0.0454
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.1,0.592,0.0414,0.0953,0,0,0,0,0,0,0.211,6,0.144
1,0.863,0.275,0.51,0,0,0,0,0,0,0.453,13,0.49
1,0.922,0.342,0.633,0,0,0,0,0,0,0,0,0.227
1,0.976,0.425,0.831,0,0,0,0,0,0,0,0,0.0454
1,0.992,0.575,0.998,0,0,0,0,0,0,0,0,0
1,0.97,0.792,0.992,0,0,0,0,0,0,0,0,0
1,0.928,0.95,0.817,0,0,0,0,0,0,0,0,0.0908
1,0.85,0.869,0.623,0,0,0,0,0,0,0,0,0.0454
1,0.774,0.516,0.517,0,0,0,0,0,0,0.219,6,0.24
1,0.705,0.22,0.233,0,0,0,0,0,0,0.329,9,0.269
1,0.653,0.069,0.0996,0,0,0,0,0,0,0.322,9,0.219
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.576,0.0175,0.051,0,0,0,0,0,0,0,0,0.0454
1,0.688,0.0277,0.0555,0,0,0,0,0,0,0.761,21,0.7
1,0.65,0.0378,0.133,0,0,0,0,0,0,0.632,18,0.43
0.9,0.723,0.0703,0.33,0,0,0,0,0,0,0.319,9,0.354
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.85,0.819,0.237,0.443,0,0,0,0,0,0,0,0,0.136
1,0.922,0.342,0.633,0,0,0,0,0,0,0,0,0.136
1,0.976,0.425,0.831,0,0,0,0,0,0,0,0,0
1,0.992,0.575,0.998,0,0,0,0,0,0,0,0,0
1,0.97,0.792,0.992,0,0,0,0,0,0,0,0,0
1,0.928,0.95,0.817,0,0,0,0,0,0,0,0,0
1,0.828,0.816,0.574,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.6,0.0574,0.0885,0,0,0,0,0,0,0.214,6,0.146
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.9,0.651,0.0463,0.206,0,0,0,0,0,0,0.273,8,0.322
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0.329,9,0.224
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.35,0.652,0.0832,0.191,0,0,0,0,0,0.1,0,0,0.227
1,0.818,0.228,0.45,0,0,0,0,0,0.15,0,0,0.0908
0.9,0.793,0.217,0.416,0,0,0,0,0,0,0,0,0.0908
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.85,0.914,0.366,0.717,0,0,0.409,0.717,0.133,0,0,0,0.136
1,0.992,0.575,0.998,0,0,0.646,0,0.4,0,0,0,0.0908
1,0.97,0.792,0.992,0,0,0.497,0,0,0,0,0,0.0454
1,0.928,0.95,0.817,0,0,0.679,0,0,0,0,0,0
1,0.85,0.869,0.623,0,0,0.532,0,0,0,0,0,0
1,0.774,0.516,0.517,0,0,0.786,0,0,0,0,0,0
1,0.681,0.182,0.203,0,0,0.291,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.9,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.6,0.72,0.153,0.298,0,0,0,0,0,0,0,0,0.136
1,0.863,0.275,0.51,0,0,0,0,0,0.25,0,0,0.182
1,0.922,0.342,0.633,0,0,0,0,0,0,0,0,0.136
1,0.976,0.425,0.831,0,0,0,0,0,0,0,0,0.0908
1,0.992,0.575,0.998,0,0,0,0,0,0,0,0,0.0454
1,0.97,0.792,0.992,0,0,0,0,0,0,0,0,0.0454
1,0.898,0.861,0.759,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.586,0.0493,0.0809,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.58,0.0222,0.0815,0,0,0,0,0,0.1,0,0,0
1,0.746,0.0792,0.371,0,0,0,0,0,0.667,0.281,8,0.691
0.15,0.598,0.0296,0.111,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.6,0.811,0.267,0.526,0,0,0,0,0,0.1,0,0,0.272
1,0.992,0.575,0.998,0,0,0,0,0,0.667,0,0,0.0908
1,0.97,0.792,0.992,0,0,0,0,0,0,0,0,0.182
1,0.928,0.95,0.817,0,0,0,0,0,0,0,0,0
1,0.85,0.869,0.623,0,0,0,0,0,0,0,0,0.136
1,0.774,0.516,0.517,0,0,0,0,0,0,0.396,12,0.269
1,0.586,0.0493,0.0809,0,0,0,0,0,0,0.0345,1,0.0235
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
1,0.63,0.0634,0.166,0,0,0,0,0,0,0,0,0
1,0.818,0.203,0.489,0,0,0,0,0,0,0,0,0.0454
1,0.818,0.26,0.496,0,0,0,0,0,0,0,0,0
1,0.818,0.302,0.481,0,0,0,0,0,0,0,0,0.0908
1,0.818,0.33,0.463,0,0,0,0,0,0,0,0,0.0454
1,0.818,0.364,0.452,0,0,0,0,0,0,0,0,0.0454
1,0.818,0.426,0.451,0,0,0,0,0,0,0,0,0.0908
1,0.829,0.481,0.468,0,0,0,0,0,0,0,0,0
1,0.873,0.523,0.529,0,0,0,0,0,0,0,0,0.0454
1,0.931,0.547,0.666,0,0,0,0,0,0,0,0,0.272
0.733,0.864,0.416,0.609,0,0,0,0,0,0,0,0,0.0908
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0.417,0.562,0.0182,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0185,0.0504,0,0,0,0,0,0,0,0,0
0.0167,0.564,0.0188,0.0521,0,0,0,0,0,0,0,0,0
1,0.712,0.0439,0.209,0,0,0,0,0,0,0,0,0.0908
0.233,0.604,0.0289,0.123,0,0,0,0,0,0,0,0,0
0.517,0.69,0.0871,0.268,0,0,0,0,0,0,0,0,0.0908
1,0.818,0.203,0.489,0,0,0,0,0,0,0,0,0
1,0.818,0.26,0.496,0,0,0,0,0,0,0,0,0.0454
1,0.818,0.302,0.481,0,0,0,0,0,0,0.321,10,0.4
1,0.818,0.33,0.463,0,0,0,0,0,0,0.13,4,0.0885
1,0.818,0.364,0.452,0,0,0,0,0,0,0.564,16,0.475
1,0.818,0.426,0.451,0,0,0,0,0,0,0.301,9,0.205
1,0.75,0.348,0.348,0,0,0,0,0,0,0,0,0.0454
1,0.656,0.158,0.2,0,0,0,0,0,0,0,0,0
1,0.931,0.547,0.666,0,0,0,0,0,0,0,0,0.0908
1,0.98,0.587,0.862,0,0,0,0,0,0,0,0,0
1,0.989,0.716,1,0,0,0,0,0,0,0,0,0
1,0.964,0.909,0.963,0,0,0,0,0,0,0,0,0
1,0.915,1,0.783,0,0,0,0,0,0,0,0,0
1,0.837,0.849,0.609,0,0,0,0,0,0,0,0,0
1,0.764,0.508,0.468,0,0,0,0,0,0,0,0,0
0.583,0.655,0.166,0.169,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.576,0.0175,0.051,0,0,0,0,0,0,0,0,0.244
0.4,0.618,0.0213,0.0527,0,0,0,0,0,0,0.349,10,0.329
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.6,0.811,0.267,0.526,0,0,0,0,0,0,0,0,0.136
1,0.992,0.575,0.998,0.249,0.35,0,0,0,0,0,0,0.227
1,0.97,0.792,0.992,1,1,0,0,0,0,0,0,0.318
1,0.928,0.95,0.817,0.65,0.617,0,0,0,0,0,0,0
1,0.828,0.816,0.574,0.749,0.45,0,0,0,0,0,0,0.0908
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.9,0.586,0.0544,0.0809,0,0,0,0,0,0,0,0,0
1,0.618,0.0487,0.0807,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.675,0.0552,0.246,0,0,0,0,0,0,0,0,0.0454
1,0.801,0.108,0.46,0,0,0,0,0,0,0,0,0.182
1,0.818,0.131,0.487,0,0,0,0,0,0,0,0,0.227
0.4,0.665,0.0708,0.23,0,0,0,0,0,0,0,0,0.0908
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.85,0.914,0.366,0.717,0,0,0,0,0,0,0,0,0.272
1,0.992,0.575,0.998,0,0,0,0,0,0,0,0,0.182
1,0.97,0.792,0.992,0,0,0,0,0,0,0,0,0
1,0.928,0.95,0.817,0,0,0,0,0,0,0,0,0
1,0.85,0.869,0.623,0,0,0,0,0,0,0,0,0
1,0.595,0.0959,0.125,0,0,0,0,0,0,0,0,0
1,0.576,0.0243,0.058,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
1,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0.9,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
0,0.562,0.0162,0.0504,0,0,0,0,0,0,0,0,0
