occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
0.8,0.732,0.557,0.196,0.385,0,0,0,0,0,0,0.384,10,0.439,1
0.633,0.622,0.189,0.323,0.174,0,0,0,0,0,0,0,0,0,1
0.767,0.6,0.0856,0.337,0.102,0,0,0,0,0,0,0,0,0,1
0.883,0.606,0.055,0.302,0.0769,0,0,0,0,0,0,0,0,0,1
0.8,0.594,0.0304,0.337,0.0577,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.57,0.0213,0.407,0.0518,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.582,0.0222,0.372,0.0631,0,0,0,0,0,0,0,0,0.0737,1
0.933,0.588,0.0253,0.365,0.0858,0,0,0,0,0,0,0,0,0,1
0.817,0.61,0.0385,0.344,0.126,0,0,0,0,0,0,0.263,13,0.359,1
1,0.711,0.117,0.182,0.298,0,0,0,0,0,0,0.21,10,0.14,1
0.833,0.678,0.12,0.239,0.246,0,0,0,0,0,0,0.154,8,0.139,1
0.733,0.695,0.165,0.211,0.272,0,0,0,0,0,0,0.304,15,0.46,1
0.433,0.669,0.149,0.253,0.22,0,0,0,0,0,0,0.14,7,0.24,1
0.4,0.669,0.159,0.253,0.215,0,0,0,0,0,0,0.162,9,0.218,1
0.4,0.669,0.184,0.253,0.212,0,0,0,0,0,0,0.186,9,0.308,1
0.4,0.669,0.209,0.253,0.214,0,0,0,0,0,0,0,0,0.184,1
0.633,0.702,0.265,0.225,0.259,0,0,0,0,0,0.25,0.194,9,0.203,1
0.633,0.774,0.354,0.168,0.38,0,0,0,0,0,0,0,0,0.111,1
0.7,0.85,0.425,0.126,0.57,0,0,0,0,0,0,0,0,0.184,-0.183
0.6,0.825,0.422,0.168,0.606,0,0,0,0,0,0,0,0,0.221,0
0.667,0.844,0.605,0.14,0.695,0,0,0,0,0,0,0,0,0.0737,-0.183
0.8,0.872,0.859,0.0842,0.71,0,0,0,0,0,0,0.107,5,0.0707,1
0.8,0.794,0.758,0.112,0.51,0,0,0,0,0,0,0.192,9,0.127,1
0.817,0.658,0.294,0.26,0.252,0,0,0,0,0,0,0,0,0.0369,1
1,0.634,0.151,0.253,0.153,0,0,0,0,0,0,0.0977,5,0.0648,1
0.833,0.6,0.0529,0.323,0.0774,0,0,0,0,0,0,0.0391,2,0.0259,1
0.8,0.568,0.0188,0.414,0.0522,0,0,0,0,0,0,0,0,0,1
0.933,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.967,0.58,0.0188,0.379,0.0515,0,0,0,0,0,0,0.352,17,0.271,1
0.8,0.57,0.0185,0.407,0.0544,0,0,0,0,0,0,0.216,10,0.217,1
0.8,0.647,0.0454,0.225,0.183,0,0,0,0,0,0.667,0.777,36,0.626,1
0.583,0.648,0.0494,0.26,0.194,0,0,0,0,0,0.1,0.15,7,0.137,-0.167
0.4,0.651,0.056,0.281,0.196,0,0,0,0,0,0,0,0,0.221,-0.4
0.4,0.669,0.0725,0.253,0.23,0,0,0,0,0,0.417,0.14,7,0.0932,0
0.4,0.669,0.0812,0.253,0.229,0,0,0,0,0,0.1,0,0,0.147,0
0.4,0.669,0.0891,0.253,0.222,0,0,0.316,0.667,0,0,0,0,0.0737,0
0.4,0.669,0.0948,0.253,0.216,0,0,0.553,0.05,0.267,0,0,0,0.295,0
0.433,0.669,0.104,0.253,0.213,0,0,0.61,0,0,0,0,0,0.111,-0.55
0.467,0.669,0.111,0.253,0.214,0,0,0.565,0,0,0.25,0,0,0.111,-0.367
0.4,0.679,0.121,0.253,0.226,0,0,0.5,0,0,0,0,0,0.0369,0
0.3,0.665,0.11,0.295,0.206,0,0,0.303,0,0,0,0,0,0.0369,0
0.483,0.756,0.207,0.218,0.386,0,0,0.393,0,0,0,0,0,0.332,-0.0333
0.6,0.823,0.332,0.168,0.587,0.379,0.417,0,0,0,0,0,0,0.111,-0.333
0.6,0.819,0.458,0.168,0.63,0.494,1,0,0,0,0,0,0,0.111,1
0.6,0.799,0.583,0.168,0.563,0.786,0.2,0,0,0,0,0,0,0.0369,1
0.633,0.701,0.423,0.246,0.327,0.575,0.917,0,0,0,0,0,0,0.0369,1
0.8,0.635,0.221,0.309,0.196,0,0.7,0,0,0,0,0,0,0,1
0.8,0.602,0.0869,0.337,0.112,0,0,0,0,0,0,0,0,0.0737,1
0.883,0.607,0.052,0.302,0.0812,0,0,0,0,0,0,0.081,4,0.128,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.584,0.0238,0.379,0.0823,0,0,0,0,0,0,0.148,7,0.0982,1
0.867,0.665,0.0558,0.225,0.223,0,0,0,0,0,0,0,0,0.184,1
0.617,0.62,0.0415,0.33,0.144,0,0,0,0,0,0,0,0,0.295,-0.9
0.567,0.617,0.045,0.337,0.141,0,0,0,0,0,0,0,0,0.111,0
0.4,0.652,0.0714,0.281,0.198,0,0,0,0,0,0,0,0,0.0369,0
0.4,0.669,0.0891,0.253,0.222,0,0,0,0,0,0,0,0,0.0369,0
0.4,0.669,0.0948,0.253,0.216,0,0,0,0,0,0,0,0,0.258,0
0.433,0.678,0.111,0.239,0.226,0,0,0,0,0,0,0,0,0.111,0
0.6,0.721,0.158,0.168,0.295,0.16,0.167,0,0,0,0,0,0,0.184,0
0.567,0.726,0.165,0.182,0.299,0.662,1,0,0,0,0,0,0,0.147,0
0.4,0.7,0.144,0.253,0.263,0,0.45,0,0,0,0,0,0,0.147,-0.0667
0.517,0.772,0.225,0.204,0.422,0.691,0.917,0,0,0,0,0,0,0.184,-0.833
0.8,0.908,0.437,0.0842,0.766,0.713,0.967,0,0,0,0,0.0828,4,0.497,1
0.8,0.903,0.604,0.0842,0.822,0.329,0,0,0,0,0,0,0,0.0369,1
0.767,0.833,0.654,0.133,0.641,0,0,0,0,0,0,0,0,0,1
0.6,0.695,0.406,0.253,0.314,0,0,0,0,0,0.417,0,0,0,1
0.767,0.675,0.325,0.232,0.288,0,0,0,0,0,0.1,0,0,0,1
1,0.638,0.157,0.253,0.173,0,0,0,0,0,0,0.0626,3,0.0415,1
1,0.591,0.0444,0.351,0.0744,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.0175,0.407,0.0509,0,0,0,0,0,0,0,0,0,1
0.867,0.575,0.0175,0.393,0.0509,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.62,0.0367,0.295,0.145,0,0,0,0,0,0,0.281,11,0.223,1
0.8,0.697,0.0685,0.168,0.278,0,0,0,0,0,0,0.908,21,0.676,1
0.767,0.67,0.064,0.246,0.23,0,0,0,0,0,0.25,0.105,5,0.217,1
0.6,0.669,0.0725,0.253,0.23,0,0,0,0,0,0,0.0973,5,0.138,1
0.683,0.725,0.117,0.161,0.324,0,0,0,0,0,0,0.217,10,0.513,1
0.8,0.772,0.161,0.0842,0.392,0,0,0,0,0,0,0.185,9,0.196,1
0.8,0.772,0.172,0.0842,0.38,0,0,0,0,0,0,0.226,11,0.36,1
0.717,0.751,0.171,0.119,0.341,0,0,0,0,0,0,0.222,11,0.424,-0.417
0.6,0.721,0.158,0.168,0.295,0,0,0,0,0,0,0.138,7,0.423,-0.0167
0.683,0.761,0.196,0.133,0.352,0,0,0,0,0,0,0,0,0.0369,0
0.667,0.788,0.226,0.14,0.399,0.585,0.667,0,0,0,0,0.158,8,0.326,0
0.6,0.803,0.255,0.168,0.472,0.37,1,0,0,0,0,0,0,0.111,-0.1
0.733,0.881,0.409,0.112,0.715,0,0.217,0,0,0,0.25,0,0,0.258,-0.333
0.717,0.813,0.428,0.175,0.613,0.478,0.667,0,0,0,0,0,0,0.111,1
0.733,0.721,0.394,0.253,0.392,0,0.95,0,0,0,0,0,0,0.111,1
0.8,0.656,0.279,0.309,0.235,0,0,0,0,0,0,0.174,9,0.303,1
0.8,0.615,0.157,0.337,0.157,0,0,0,0,0,0,0,0,0,1
0.8,0.596,0.0791,0.351,0.105,0,0,0,0,0,0,0.0912,5,0.0605,1
0.85,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.933,0.585,0.0192,0.365,0.0517,0,0,0,0,0,0,0,0,0.295,1
1,0.594,0.0228,0.337,0.0652,0,0,0,0,0,0,0,0,0.0737,1
1,0.647,0.0454,0.225,0.183,0,0,0,0,0,0,0.149,7,0.21,1
0.917,0.697,0.0685,0.168,0.278,0,0,0,0,0,0,0.27,14,0.327,1
0.8,0.717,0.0849,0.168,0.309,0,0,0,0,0,0,0.111,6,0.221,1
0.883,0.777,0.132,0.0772,0.418,0,0,0,0,0,0,0.182,9,0.231,1
1,0.789,0.155,0.0561,0.436,0,0,0,0,0,0,0.414,16,0.557,1
0.817,0.759,0.153,0.105,0.37,0,0,0,0,0,0,0.202,10,0.208,-0.583
0.8,0.772,0.172,0.0842,0.38,0,0,0,0,0,0,0.109,6,0.294,0
0.533,0.678,0.11,0.239,0.226,0,0,0,0,0,0.25,0,0,0.111,0
0.267,0.635,0.0794,0.309,0.159,0,0,0,0,0,0,0,0,0.221,0
0.25,0.636,0.0814,0.316,0.159,0,0,0,0,0,0,0,0,0.0737,0
0.383,0.695,0.14,0.26,0.255,0,0,0,0,0,0.917,0,0,0.0737,-0.233
0.667,0.835,0.289,0.14,0.537,0,0,0,0,0,0.117,0,0,0,-0.333
0.8,0.908,0.437,0.0842,0.766,0,0,0,0,0,0,0,0,0.295,1
0.75,0.882,0.564,0.105,0.774,0,0,0,0,0,0,0,0,0.0737,-0.05
0.8,0.877,0.771,0.0842,0.733,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.785,0.668,0.14,0.498,0,0,0,0,0,0,0,0,0,1
0.933,0.676,0.341,0.239,0.285,0,0,0,0,0,0,0.278,14,0.185,1
1,0.602,0.0869,0.337,0.112,0,0,0,0,0,0,0,0,0,1
0.95,0.576,0.0332,0.393,0.0646,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.867,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.57,0.0185,0.407,0.0544,0,0,0,0,0,0,0,0,0.0737,1
0.767,0.617,0.0347,0.295,0.131,0,0,0,0,0,0,0.0485,3,0.217,-0.167
0.467,0.578,0.0217,0.393,0.0719,0,0,0,0,0,0,0.366,18,0.39,-0.667
0.533,0.635,0.0496,0.309,0.168,0,0,0,0,0,0,0,0,0,0
0.6,0.669,0.0725,0.253,0.23,0,0,0,0,0,0,0,0,0.147,0
0.6,0.669,0.0812,0.253,0.229,0,0,0,0,0,0,0,0,0.0737,0
0.517,0.682,0.0984,0.232,0.243,0,0,0.111,0.167,0,0,0.217,11,0.255,0
0.4,0.669,0.0948,0.253,0.216,0,0,0.28,0.0667,0.267,0,0,0,0.221,0
0.4,0.669,0.104,0.253,0.213,0,0,0,0,0,0,0,0,0.221,0
0.433,0.678,0.119,0.239,0.228,0,0,0,0,0,0,0.0908,5,0.134,0
0.45,0.692,0.133,0.232,0.246,0,0,0,0,0,0,0.139,7,0.424,-0.817
0.6,0.768,0.208,0.168,0.369,0,0,0,0,0,0,0,0,0.184,1
0.683,0.838,0.29,0.133,0.537,0,0,0,0,0,0.167,0,0,0.0443,1
0.8,0.908,0.437,0.0842,0.766,0.501,0.667,0,0,0,0.0833,0,0,0.332,1
0.8,0.903,0.604,0.0842,0.822,0,0.95,0,0,0,0,0.143,7,0.132,1
0.8,0.877,0.771,0.0842,0.733,0,0,0,0,0,0,0,0,0.0737,1
0.833,0.834,0.827,0.0702,0.596,0,0,0.125,0.167,0,0,0.371,10,0.246,1
1,0.767,0.592,0.0772,0.485,0,0,0.458,0.0667,0.267,0,0.129,6,0.0857,1
1,0.691,0.268,0.133,0.27,0,0,0.392,0,0,0,0.0879,5,0.0583,1
1,0.599,0.0587,0.33,0.0847,0,0,0.489,0,0,0,0,0,0.0369,1
1,0.57,0.0233,0.407,0.0535,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.581,0.0239,0.386,0.0771,0,0,0,0,0,0.0833,0,0,0,1
1,0.661,0.0586,0.246,0.216,0,0,0,0,0,0.167,0.221,6,0.184,1
0.883,0.732,0.129,0.147,0.334,0,0,0,0,0,0.25,0.357,7,0.679,1
0.8,0.764,0.202,0.0982,0.397,0,0,0,0,0,0,0.597,17,0.507,1
0.783,0.768,0.245,0.0912,0.397,0,0,0,0,0,0,0.249,12,0.165,1
0.433,0.678,0.159,0.239,0.235,0,0,0,0,0,0,0,0,0.147,1
0.467,0.686,0.183,0.225,0.242,0,0,0,0,0,0,0,0,0.111,1
0.433,0.678,0.195,0.239,0.226,0,0,0,0,0,0,0,0,0.0737,1
0.4,0.669,0.209,0.253,0.214,0,0,0,0,0,0.0833,0,0,0.221,1
0.4,0.682,0.23,0.253,0.229,0,0,0,0,0,1,0,0,0.295,1
0.467,0.728,0.28,0.225,0.308,0,0,0,0,0,0.717,0,0,0.258,1
0.533,0.781,0.328,0.196,0.441,0,0,0,0,0,0,0.0951,5,0.137,1
0.417,0.673,0.185,0.316,0.278,0,0,0,0,0,0,0,0,0.111,1
0.533,0.705,0.309,0.281,0.373,0,0,0,0,0,0,0,0,0.0737,-0.217
0.467,0.667,0.301,0.309,0.269,0,0,0,0,0,0,0.103,5,0.179,0
0.733,0.73,0.554,0.196,0.378,0,0,0,0,0,0,0.481,19,0.393,-0.2
1,0.7,0.42,0.182,0.346,0,0,0,0,0,0,0,0,0,1
0.833,0.58,0.0611,0.393,0.0843,0,0,0,0,0,0,0,0,0,-0.4
0.883,0.578,0.0286,0.386,0.0573,0,0,0.289,0,0,0,0,0,0.0369,0.417
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.917,0.582,0.0202,0.372,0.0509,0,0,0,0,0,0,0,0,0.221,-0.383
1,0.57,0.02,0.407,0.0509,0,0,0,0,0,0,0,0,0,1
0.933,0.58,0.0218,0.379,0.0614,0,0,0,0,0,0,0,0,0,1
0.8,0.578,0.0231,0.393,0.0719,0,0,0,0,0,0,0.0973,5,0.0646,1
0.8,0.667,0.0621,0.239,0.226,0,0,0,0,0,0,0.329,11,0.366,1
0.667,0.701,0.108,0.196,0.282,0,0,0,0,0,0,0.562,20,0.447,-0.15
0.4,0.669,0.114,0.253,0.231,0,0,0,0,0,0,0.208,10,0.396,0
0.4,0.669,0.135,0.253,0.228,0,0,0,0,0,0,0.136,7,0.164,-0.133
0.4,0.669,0.149,0.253,0.22,0,0,0,0,0,0,0.308,10,0.315,1
0.4,0.669,0.159,0.253,0.215,0,0,0,0,0,0,0.314,12,0.319,1
0.417,0.673,0.191,0.246,0.219,0,0,0,0,0,0,0.152,8,0.456,1
0.6,0.721,0.303,0.168,0.296,0,0,0.0851,0.0833,0,0,0,0,0.295,1
0.767,0.79,0.424,0.0982,0.394,0,0,0.307,0.15,0.817,0.0833,0.102,5,0.297,1
0.633,0.783,0.372,0.154,0.395,0,0,0,0,0,0.167,0,0,0.147,1
0.6,0.809,0.367,0.168,0.493,0,0,0,0,0,0,0,0,0.147,1
0.6,0.825,0.422,0.168,0.606,0,0,0.543,0.233,0.533,0,0,0,0.0737,1
0.617,0.824,0.56,0.161,0.647,0,0,0.554,0,0,0,0,0,0.0369,1
0.917,0.809,0.679,0.154,0.578,0,0,0.542,0,0,0,0,0,0.147,1
1,0.752,0.623,0.168,0.424,0,0,0.446,0,0,0,0,0,0,1
1,0.679,0.356,0.218,0.302,0,0,0.237,0,0,0,0,0,0,1
1,0.66,0.197,0.182,0.187,0,0,0.505,0,0,0,0,0,0.0369,1
0.917,0.617,0.0677,0.274,0.0906,0,0,0.218,0,0,0,0,0,0,0.583
1,0.624,0.0394,0.246,0.0692,0,0,0.142,0,0,0,0,0,0,1
1,0.599,0.0226,0.323,0.0543,0,0,0,0,0,0,0,0,0,1
1,0.585,0.0177,0.365,0.0509,0,0,0,0,0,0,0.136,7,0.385,1
1,0.568,0.0174,0.414,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.585,0.0218,0.365,0.0649,0,0,0,0,0,0,0.177,9,0.339,1
0.867,0.599,0.0282,0.337,0.0997,0,0,0.251,0.233,0.267,0,0.204,10,0.357,1
0.8,0.61,0.0344,0.337,0.127,0,0,0.398,0,0,0,0,0,0.147,1
0.8,0.616,0.0399,0.337,0.137,0,0,0.344,0,0,0,0,0,0.0737,1
0.667,0.617,0.045,0.337,0.141,0,0,0.249,0,0,0,0.0608,3,0.372,-0.417
0.6,0.66,0.077,0.267,0.213,0,0,0.478,0.483,0.433,0,0.203,10,0.135,-0.233
0.6,0.721,0.125,0.168,0.307,0,0,0.494,0,0.65,0.25,0.0813,4,0.128,0
0.6,0.721,0.133,0.168,0.298,0,0,0.588,0,0,0,0,0,0.111,0
0.6,0.721,0.147,0.168,0.293,0,0,0.406,0,0,0,0,0,0.0737,0
0.417,0.673,0.115,0.246,0.221,0,0,0.33,0,0,0,0,0,0.0737,0
0.4,0.679,0.121,0.253,0.226,0,0,0,0,0,0,0,0,0.184,-0.05
0.667,0.792,0.232,0.14,0.409,0,0,0,0,0,0,0,0,0.147,-0.583
0.983,0.955,0.407,0.00702,0.744,0,0,0,0,0,0,0,0,0.184,1
0.95,0.972,0.513,0.0211,0.897,0,0,0,0,0,0.25,0,0,0.479,-0.05
0.817,0.91,0.614,0.0772,0.838,0.648,0.667,0,0,0,0,0,0,0.111,1
0.983,0.948,0.946,0.00702,0.888,0.56,0.95,0,0,0,0,0.303,14,0.382,1
1,0.84,0.83,0.0702,0.61,0,0,0,0,0,0,0.286,10,0.19,1
1,0.684,0.36,0.225,0.302,0,0,0,0,0,0,0,0,0,1
1,0.616,0.125,0.309,0.145,0,0,0,0,0,0,0,0,0.191,1
1,0.609,0.0535,0.295,0.0825,0,0,0.197,0,0,0,0.0886,5,0.0588,1
1,0.594,0.0276,0.337,0.0594,0,0,0,0,0,0,0.211,10,0.14,1
1,0.594,0.0207,0.337,0.0526,0,0,0,0,0,0,0.207,10,0.63,1
1,0.594,0.0182,0.337,0.0509,0,0,0,0,0,0,0.144,7,0.243,1
0.867,0.568,0.0174,0.414,0.0509,0,0,0,0,0,0,0,0,0,-0.367
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,0
0.8,0.649,0.0508,0.274,0.195,0,0,0,0,0,0.25,0.174,9,0.115,-0.0333
0.85,0.764,0.107,0.0912,0.389,0,0,0,0,0,0,0.645,18,0.575,-0.333
0.95,0.811,0.148,0.0211,0.477,0,0,0,0,0,0,0.334,9,0.295,1
0.717,0.751,0.131,0.119,0.37,0,0,0,0,0,0,0.0673,4,0.266,-0.417
0.567,0.712,0.119,0.182,0.293,0,0,0,0,0,0,0.277,14,0.221,-0.233
0.4,0.669,0.0948,0.253,0.216,0,0,0,0,0,0,0.23,11,0.411,0
0.317,0.648,0.085,0.288,0.179,0,0,0,0,0,0,0.422,20,0.354,0
0.383,0.665,0.108,0.26,0.207,0,0,0,0,0,0,0.114,6,0.186,0
0.4,0.679,0.121,0.253,0.226,0,0,0,0,0,0,0,0,0.221,0
0.4,0.7,0.144,0.253,0.263,0,0,0,0,0,0.167,0,0,0.442,-0.05
0.45,0.745,0.197,0.232,0.37,0,0,0,0,0,0.0833,0.179,9,0.156,-0.583
0.467,0.766,0.266,0.225,0.472,0,0,0.548,0.233,0.433,0,0,0,0,1
0.75,0.882,0.564,0.105,0.774,0,0,0.573,0,0.65,0.25,0.16,8,0.18,1
0.8,0.864,0.738,0.0982,0.707,0,0,0.621,0,0,0,0,0,0,1
0.833,0.73,0.505,0.211,0.386,0,0,0,0,0,0,0,0,0,1
1,0.687,0.37,0.218,0.31,0,0,0,0,0,0,0.208,10,0.138,1
1,0.58,0.0554,0.393,0.0843,0,0,0,0,0,0,0.345,16,0.487,1
1,0.573,0.0217,0.4,0.0547,0,0,0,0,0,0,0.215,10,0.143,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.59,0.026,0.365,0.0928,0,0,0,0,0,0.25,0,0,0.221,1
1,0.641,0.0472,0.281,0.181,0,0,0,0,0,0,0.204,10,0.283,1
0.867,0.701,0.0785,0.196,0.282,0,0,0,0,0,0,0.475,18,0.647,1
0.533,0.686,0.0806,0.225,0.26,0,0,0,0,0,0,0.393,13,0.482,1
0.583,0.716,0.111,0.175,0.31,0,0,0,0,0,0,0.0937,5,0.283,1
0.467,0.686,0.1,0.225,0.251,0,0,0,0,0,0,0.263,13,0.175,-0.1
0.533,0.669,0.0948,0.253,0.216,0,0,0,0,0,0,0.176,9,0.228,-0.0833
0.6,0.669,0.104,0.253,0.213,0,0,0,0,0,0,0.158,8,0.142,1
0.65,0.716,0.155,0.175,0.289,0,0,0,0,0,0,0.0912,5,0.134,1
0.417,0.684,0.125,0.246,0.233,0,0,0,0,0,0,0,0,0.111,-0.25
0.4,0.7,0.144,0.253,0.263,0,0,0,0,0,0,0,0,0.0369,0
0.467,0.752,0.204,0.225,0.383,0,0,0,0,0,0.517,0.212,10,0.436,-0.25
0.767,0.894,0.418,0.0982,0.734,0,0,0,0,0,0,0.127,6,0.158,1
0.467,0.708,0.241,0.281,0.371,0,0,0,0,0,0,0,0,0.258,1
0.533,0.744,0.475,0.225,0.434,0.342,0.417,0,0,0,0,0.127,6,0.158,1
0.6,0.735,0.521,0.204,0.396,0.592,1,0,0,0,0,0.279,13,0.634,1
0.6,0.635,0.221,0.309,0.196,0,0.2,0,0,0,0,0,0,0,1
0.683,0.615,0.107,0.302,0.129,0,0,0,0,0,0,0,0,0,1
0.85,0.611,0.0635,0.295,0.0911,0,0,0,0,0,0,0,0,0,1
0.8,0.613,0.0357,0.281,0.0662,0,0,0,0,0,0,0,0,0.258,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.57,0.0178,0.407,0.0511,0,0,0,0,0,0,0.144,7,0.17,1
0.8,0.594,0.0228,0.337,0.0652,0,0,0,0,0,0,0.114,6,0.113,1
0.933,0.653,0.0476,0.211,0.194,0,0,0,0,0,0,0.508,15,0.743,1
1,0.741,0.0855,0.0842,0.354,0,0,0,0,0,0,0.129,6,0.159,1
1,0.801,0.124,0.0281,0.454,0,0,0,0,0,0,0.762,17,0.579,1
1,0.824,0.155,0,0.5,0,0,0,0,0,0,0.595,20,0.815,1
0.917,0.802,0.163,0.0351,0.458,0,0,0.663,0.233,0.533,0,0.257,9,0.171,1
0.8,0.772,0.161,0.0842,0.392,0,0,0.402,0,0,0,0.207,5,0.321,1
0.667,0.738,0.146,0.14,0.326,0,0,0,0,0,0,0.194,10,0.537,1
0.467,0.686,0.117,0.225,0.24,0,0,0,0,0,0,0.0424,2,0.139,1
0.45,0.682,0.123,0.232,0.234,0,0,0,0,0,0,0,0,0.0737,-0.233
0.433,0.689,0.131,0.239,0.242,0,0,0,0,0,0,0,0,0.111,0
0.45,0.717,0.16,0.232,0.289,0,0,0,0,0,0,0,0,0.479,-0.233
0.733,0.858,0.311,0.112,0.575,0,0,0,0,0,0.25,0,0,0.184,1
0.8,0.908,0.437,0.0842,0.766,0,0,0,0,0,0,0,0,0.147,1
0.8,0.903,0.604,0.0842,0.822,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.877,0.771,0.0842,0.733,0,0,0,0,0,0,0,0,0.221,1
0.8,0.785,0.668,0.14,0.498,0,0,0,0,0,0,0.182,9,0.308,1
0.933,0.61,0.16,0.358,0.139,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.95,0.58,0.0261,0.379,0.0586,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.585,0.0218,0.365,0.0649,0,0,0,0,0,0,0.203,10,0.171,1
1,0.635,0.0411,0.253,0.162,0,0,0,0,0,0,1,23,0.701,1
0.867,0.709,0.0728,0.14,0.299,0,0,0,0,0,0,0.188,9,0.309,1
0.667,0.682,0.0688,0.225,0.25,0,0,0,0,0,0,0,0,0.111,-0.65
0.517,0.695,0.0859,0.211,0.275,0,0,0,0,0,0.25,0.27,13,0.327,0
0.4,0.669,0.0812,0.253,0.229,0,0,0,0,0,0,0.125,6,0.378,0
0.4,0.669,0.0891,0.253,0.222,0,0,0,0,0,0,0.323,15,0.288,0
0.4,0.669,0.0948,0.253,0.216,0,0,0,0,0,0.25,0,0,0.295,0
0.4,0.635,0.0737,0.309,0.159,0,0,0,0,0,0,0,0,0.221,0
0.4,0.617,0.0644,0.337,0.132,0,0,0,0,0,0,0,0,0.147,-0.3
0.533,0.662,0.106,0.281,0.199,0,0,0,0,0,0,0,0,0.221,-0.333
0.6,0.7,0.144,0.253,0.263,0,0,0,0,0,0.25,0,0,0.0737,1
0.633,0.738,0.19,0.239,0.358,0,0,0,0,0,0,0,0,0.147,1
0.8,0.823,0.332,0.168,0.587,0,0,0,0,0,0,0,0,0.147,1
0.8,0.833,0.485,0.154,0.662,0,0,0,0,0,0,0.0767,4,0.0878,1
0.8,0.877,0.771,0.0842,0.733,0,0,0,0,0,0,0.0608,3,0.225,1
0.8,0.825,0.795,0.0842,0.576,0,0,0,0,0,0,0,0,0.111,1
