occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures
1,0.657,0.0663,0.202,0.6,0.817,0,0,0.533,0.0918
1,0.657,0.0724,0.196,0,0.25,0,0,0,0.185
1,0.728,0.126,0.304,0,0,0,0,0,0.298
1,0.749,0.157,0.335,0,0,0,0,0,0.214
0.622,0.732,0.152,0.311,0,0,0,0,0,0.138
0.333,0.668,0.0979,0.203,0,0,0,0,0.25,0
0.333,0.686,0.117,0.238,0,0,0,0,0,0.416
0.333,0.706,0.142,0.301,0,0,0,0,0,0.508
0.522,0.798,0.286,0.549,0,0,0,0,0,0.0924
0.667,0.782,0.366,0.544,0,0,0,0,0,0.0462
0.667,0.827,0.616,0.614,0,0,0,0,0,0
0.667,0.779,0.611,0.477,0,0,0,0,0,0
0.667,0.722,0.4,0.392,0,0,0,0,0,0.167
0.75,0.584,0.0484,0.0831,0,0,0,0,0,0
0.667,0.57,0.0184,0.0519,0,0,0,0,0,0
0.994,0.582,0.0217,0.0541,0,0,0,0,0,0.0504
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.584,0.0219,0.0768,0,0,0,0,0,0.138
1,0.807,0.111,0.465,0,0,0,0,0.767,0.564
1,0.83,0.184,0.5,0,0,0,0,0,1
1,0.83,0.245,0.514,0,0,0,0,0,0.376
0.839,0.788,0.248,0.428,0,0,0,0,0,0.426
0.667,0.743,0.22,0.338,0,0,0,0,0,0.359
0.75,0.765,0.263,0.363,0,0,0,0,0,0.498
0.667,0.743,0.277,0.326,0,0,0,0,0,0.509
0.667,0.743,0.316,0.33,0,0,0,0,0,0.7
0.506,0.721,0.268,0.285,0,0,0,0,0,0.174
0.411,0.717,0.232,0.289,0,0,0.114,0.233,0,0.331
0.339,0.711,0.201,0.316,0,0,0.682,0.25,0,0.0462
0.333,0.716,0.231,0.376,0,0,0.237,0,0,0
0.494,0.777,0.435,0.54,0,0,0.565,0,0,0
0.744,0.852,0.758,0.657,0,0,0,0,0,0.118
1,0.871,0.938,0.654,0,0,0,0,0,0
1,0.647,0.221,0.229,0,0,0,0,0,0
0.861,0.602,0.068,0.0943,0,0,0,0,0,0
1,0.617,0.0515,0.0786,0,0,0,0,0,0
1,0.617,0.0318,0.0609,0,0,0,0,0,0.328
1,0.617,0.0229,0.0521,0,0,0,0,0,0.423
1,0.594,0.0189,0.0519,0,0,0,0,0,0.37
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.609,0.0336,0.119,0,0,0,0,0,0.0924
1,0.657,0.0738,0.201,0,0,0,0,0,0.0462
0.839,0.7,0.132,0.283,0,0,0,0,0,0
0.667,0.657,0.11,0.201,0,0,0,0,0,0
0.667,0.657,0.119,0.195,0,0,0,0,0.983,0.0462
0.667,0.657,0.127,0.19,0,0,0,0,0.3,0.139
0.339,0.657,0.148,0.189,0,0,0,0,0,0.185
0.578,0.72,0.276,0.293,0,0,0,0,0,0.555
0.417,0.694,0.224,0.244,0,0,0,0,0.25,0.0462
0.667,0.809,0.365,0.437,0,0,0,0,0,0
0.667,0.848,0.377,0.573,0,0,0,0,0,0.0924
0.667,0.862,0.443,0.699,0,0,0,0,0,0.139
0.667,0.849,0.579,0.71,0,0,0,0,0,0
0.667,0.823,0.681,0.594,0,0,0,0,0,0
0.667,0.771,0.631,0.454,0,0,0,0,0,0.173
0.667,0.646,0.216,0.226,0,0,0,0,0,0.139
0.806,0.594,0.0564,0.0838,0,0,0,0,0,0
0.856,0.57,0.0165,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
0.917,0.641,0.0422,0.175,0,0,0,0,0,0.413
0.622,0.714,0.0761,0.3,0,0,0,0,0,0.139
0.333,0.657,0.0599,0.205,0,0,0,0,0,0
0.333,0.657,0.0663,0.202,0,0,0,0,0,0.277
0.333,0.657,0.0724,0.196,0,0,0,0,0.567,0.0924
0.333,0.657,0.0763,0.191,0,0,0,0,0.2,0.37
0.333,0.657,0.0841,0.189,0,0,0,0,0,0.324
0.333,0.657,0.0893,0.191,0,0,0,0,0,0.0462
0.333,0.668,0.0979,0.203,0,0,0,0,0,0.185
0.5,0.746,0.17,0.334,0,0,0,0,0,0.0462
0.333,0.706,0.142,0.301,0,0,0,0,0,0
0.333,0.715,0.185,0.365,0,0,0,0,0,0.0462
0.606,0.825,0.459,0.649,0,0,0,0,0,0.139
0.667,0.827,0.616,0.614,0,0,0,0,0,0
0.667,0.698,0.371,0.314,0,0,0,0,0,0.0462
0.667,0.648,0.214,0.228,0,0,0,0,0,0
0.667,0.614,0.0903,0.123,0,0,0,0,0,0
0.689,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.619,0.0324,0.139,0,0,0,0,0,0.192
0.622,0.647,0.0438,0.185,0,0,0,0,0.767,0.776
0.333,0.585,0.0215,0.0775,0,0,0,0,0,0
0.606,0.712,0.0899,0.303,0,0,0,0,0,0
0.667,0.743,0.116,0.352,0,0,0,0,0,0
0.667,0.743,0.129,0.34,0,0,0,0,0,0.555
0.394,0.673,0.0869,0.217,0,0,0,0,0,0.139
0.333,0.657,0.0841,0.189,0,0,0,0,0,0.139
0.333,0.657,0.0893,0.191,0,0,0,0,0,0.0462
0.333,0.668,0.0979,0.203,0,0,0,0,0,0.185
0.333,0.686,0.117,0.238,0,0,0,0,0,0.139
0.333,0.706,0.142,0.301,0,0,0,0,0,0.277
0.25,0.678,0.141,0.284,0.579,0.567,0,0,0.0667,0.0462
0.0611,0.597,0.0487,0.111,0.274,0.5,0,0,0.45,0
0.106,0.61,0.115,0.137,0,0,0.277,0.317,0,0
0.333,0.675,0.314,0.265,0,0,0.437,0.4,0,0
0.333,0.588,0.0701,0.0885,0,0,0,0,0,0
0.606,0.61,0.0709,0.104,0,0,0,0,0,0
0.667,0.58,0.0295,0.0647,0,0,0,0,0,0
0.772,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.594,0.0182,0.0529,0,0,0,0,0.767,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.619,0.0324,0.139,0,0,0,0,0,0.481
0.706,0.667,0.0512,0.22,0,0,0,0,0,0.157
0.333,0.656,0.052,0.199,0,0,0,0,0,0.624
0.333,0.657,0.0599,0.205,0,0,0,0,0,0
0.333,0.657,0.0663,0.202,0,0,0,0,0,0
0.167,0.613,0.0437,0.125,0,0,0,0,0,0
0.333,0.657,0.0763,0.191,0,0,0,0,0,0.231
0.333,0.657,0.0841,0.189,0,0,0,0,0,0.0462
0.333,0.657,0.0893,0.191,0,0,0,0,0,0.0462
0.333,0.668,0.0979,0.203,0,0,0,0,0,0.231
0.333,0.686,0.117,0.238,0,0,0,0,0,0.0924
0.333,0.706,0.142,0.301,0,0,0,0,0,0.0462
0.333,0.715,0.185,0.365,0,0,0,0,0,0.0924
0.356,0.72,0.27,0.402,0,0,0,0,0,0.0452
0.667,0.827,0.616,0.614,0,0,0.072,0.0667,0,0.299
0.667,0.779,0.611,0.477,0,0,0.287,0.65,0,0.0863
0.667,0.727,0.411,0.403,0,0,0.192,0,0,0.274
0.667,0.654,0.159,0.189,0,0,0,0,0,0.0452
0.667,0.618,0.0515,0.0859,0,0,0,0,0,0.103
0.667,0.602,0.0262,0.061,0,0,0,0,0,0.048
0.667,0.57,0.0161,0.0519,0,0,0,0,0,0
0.667,0.57,0.0161,0.0519,0,0,0,0,0,0
0.939,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.701,0.0643,0.28,0,0,0,0,0.817,0.231
0.894,0.741,0.0879,0.347,0,0,0,0,0.217,0.251
0.394,0.673,0.0667,0.232,0,0,0,0,0,0.74
0.333,0.657,0.0663,0.202,0,0,0,0,0,0.185
0.333,0.657,0.0724,0.196,0,0,0,0,0.0667,0.37
0.356,0.663,0.0804,0.2,0,0,0,0,0.45,0.0924
0.561,0.716,0.13,0.283,0,0,0,0,0,0.185
0.439,0.684,0.113,0.235,0,0,0,0,0,0.0924
0.667,0.765,0.18,0.354,0,0,0,0,0,0.139
0.667,0.802,0.219,0.424,0,0,0,0,0,0.0924
0.667,0.842,0.268,0.55,0,0,0,0,0,0.231
0.75,0.896,0.399,0.76,0,0,0,0,0,0.37
0.667,0.851,0.491,0.708,0,0,0,0,0,0.0924
0.667,0.827,0.616,0.614,0,0,0,0,0,0
0.667,0.779,0.611,0.477,0,0,0,0,0,0
0.667,0.727,0.411,0.403,0,0,0,0,0,0
0.856,0.671,0.182,0.211,0,0,0.113,0.233,0,0.113
1,0.628,0.0649,0.0987,0,0,0.229,0,0,0.267
1,0.591,0.0236,0.0588,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.619,0.0324,0.139,0,0,0,0,0,0.215
1,0.647,0.0438,0.185,0,0,0,0,0,0.237
0.917,0.661,0.0545,0.209,0,0,0,0,0,0.372
0.978,0.689,0.075,0.261,0,0,0,0,0,0.0784
0.667,0.576,0.0195,0.0619,0,0,0,0,0,0.0462
0.667,0.657,0.0724,0.196,0,0,0,0,0,0.184
0.667,0.657,0.0763,0.191,0,0,0,0,0,0.324
0.583,0.706,0.124,0.267,0,0,0,0,0,0.298
0.478,0.694,0.121,0.251,0,0,0,0,0,0.277
0.333,0.668,0.0979,0.203,0,0,0,0,0,0.0462
0.333,0.686,0.117,0.238,0,0,0,0,0,0.231
0.333,0.706,0.142,0.301,0,0,0,0,0,0.0462
0.333,0.715,0.185,0.365,0,0,0,0,0,0.0899
0.333,0.711,0.254,0.38,0,0,0,0,0,0.0218
0.606,0.802,0.57,0.554,0,0,0,0,0,0
0.772,0.723,0.444,0.364,0,0,0,0,0,0.101
1,0.648,0.214,0.228,0.378,0.817,0,0,0,0.047
1,0.641,0.126,0.158,0,0.25,0.0864,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.629,0.0329,0.157,0,0,0,0,0.25,0.0924
1,0.65,0.0495,0.191,0,0,0,0,0,0.17
0.922,0.722,0.116,0.313,0,0,0,0,0,0.116
0.667,0.657,0.0939,0.206,0,0,0,0,0,0.139
0.667,0.657,0.11,0.201,0,0,0,0,0,0.139
0.667,0.657,0.119,0.195,0,0,0,0,0,0.0462
0.667,0.657,0.127,0.19,0,0,0,0,0,0.139
0.667,0.657,0.148,0.189,0,0,0,0,0,0.231
0.667,0.657,0.167,0.191,0,0,0,0,0,0.221
0.667,0.67,0.183,0.206,0,0,0,0,0,0.0926
0.667,0.777,0.319,0.386,0,0,0,0,0,0.158
0.422,0.746,0.246,0.381,0,0,0,0,0,0.503
0.494,0.787,0.333,0.533,0,0,0,0,0,0.243
0.667,0.747,0.373,0.469,0,0,0,0,0,0.33
0.667,0.697,0.35,0.323,0,0,0,0,0,0
0.744,0.694,0.396,0.299,0,0,0,0,0,0
1,0.61,0.124,0.144,0,0,0,0,0,0
1,0.58,0.0308,0.0647,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
1,0.57,0.0184,0.0519,0,0,0,0,0,0
0.839,0.57,0.0184,0.0519,0,0,0,0,0,0
0.994,0.616,0.0244,0.0868,0,0,0,0,0,0.0924
1,0.63,0.033,0.157,0,0,0,0,0,0.324
1,0.689,0.0646,0.258,0,0,0,0,0,0.27
1,0.743,0.129,0.35,0,0,0,0,0,0.379
0.839,0.787,0.207,0.437,0,0,0,0,0,0.219
0.589,0.723,0.18,0.316,0,0,0,0,0,0.0691
0.333,0.657,0.119,0.195,0,0,0,0,0,0.337
0.333,0.657,0.127,0.19,0,0,0,0,0,0.231
0.333,0.657,0.148,0.189,0,0,0,0,0,0.0462
0.333,0.657,0.167,0.191,0,0,0,0,0,0.0924
0.661,0.768,0.345,0.357,0,0,0.385,0.717,0,0.516
0.667,0.809,0.365,0.437,0,0,0.67,0,0,0.178
0.667,0.848,0.377,0.573,0,0,0.339,0,0,0.252
0.911,0.969,0.599,0.938,0,0,0.216,0,0,0.197
0.922,0.956,0.794,0.962,0,0,0.309,0,0,0.131
0.667,0.823,0.681,0.594,0,0,0.411,0,0,0
0.667,0.697,0.407,0.307,0,0,0,0,0,0
0.828,0.662,0.259,0.265,0,0,0,0,0,0.0946
1,0.602,0.069,0.0943,0,0,0,0,0,0.0717
1,0.58,0.0319,0.0647,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.585,0.0194,0.0631,0,0,0,0,0,0.0621
1,0.628,0.0343,0.145,0,0,0,0,0,0.543
0.894,0.687,0.0586,0.255,0,0,0,0,0.317,0.257
0.667,0.726,0.0825,0.321,0,0,0,0,0.717,0.185
0.667,0.743,0.104,0.358,0,0,0.211,0.717,0,0.0462
0.561,0.716,0.1,0.305,0,0,0.331,0,0,0
0.333,0.657,0.0724,0.196,0,0,0,0,0,0.139
0.333,0.657,0.0763,0.191,0,0,0,0,0.817,0.0462
0.606,0.728,0.141,0.301,0,0,0,0,0.733,0.0462
0.667,0.716,0.139,0.285,0,0,0,0,0,0.0462
0.667,0.668,0.0979,0.203,0,0,0,0,0,0.0924
0.75,0.618,0.0578,0.128,0,0,0,0,0,0
0.772,0.728,0.164,0.348,0,0,0,0,0.25,0.139
0.894,0.813,0.298,0.575,0,0,0,0,0,0.231
0.667,0.825,0.459,0.649,0,0,0,0,0,0.277
0.667,0.819,0.595,0.596,0,0,0,0,0,0
0.856,0.668,0.294,0.251,0,0,0,0,0,0.044
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.584,0.0376,0.0694,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.597,0.022,0.072,0,0,0,0,0,0.209
1,0.696,0.0568,0.266,0,0,0,0,0.317,0.175
1,0.799,0.0993,0.452,0,0,0,0,0.717,0.46
0.978,0.821,0.121,0.485,0,0,0,0,0,0.159
0.394,0.673,0.0667,0.232,0,0,0,0,0,0.0462
0.333,0.657,0.0663,0.202,0,0,0,0,0,0.231
0.333,0.657,0.0724,0.196,0,0,0,0,0,0
0.5,0.7,0.107,0.26,0,0,0,0,0,0.185
0.333,0.657,0.0841,0.189,0,0,0,0,0,0.277
0.333,0.657,0.0893,0.191,0,0,0,0,0,0.508
0.25,0.643,0.077,0.165,0,0,0,0,0,0
0.333,0.686,0.117,0.238,0,0,0,0,0.0667,0.139
0.439,0.75,0.183,0.384,0,0,0,0,0.7,0.346
0.644,0.85,0.342,0.657,0,0,0,0,0,0.0924
0.439,0.755,0.333,0.484,0,0,0,0,0,0.273
0.561,0.787,0.518,0.528,0,0,0,0,0,0.359
0.439,0.706,0.407,0.328,0,0,0,0,0,0.173
0.939,0.787,0.555,0.542,0,0,0,0,0,0.141
1,0.685,0.214,0.242,0,0,0,0,0,0.0697
1,0.58,0.0295,0.0647,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.688,0.0549,0.26,0,0,0,0,0.517,0.376
0.978,0.794,0.0974,0.443,0,0,0,0,0,0.422
0.667,0.741,0.0879,0.347,0,0,0,0,0,0.114
0.667,0.743,0.104,0.358,0,0,0,0,0.0667,0.142
0.644,0.738,0.113,0.342,0,0,0,0,0.7,0.0924
0.333,0.657,0.0724,0.196,0,0,0,0,0,0.277
0.144,0.608,0.0418,0.113,0,0,0,0,0,0
0,0.57,0.0161,0.0519,0,0,0,0,0,0
0,0.57,0.0161,0.0519,0,0,0,0,0,0
0.189,0.627,0.0634,0.139,0,0,0,0,0,0.0924
0.333,0.686,0.117,0.238,0,0,0,0,0,0.139
0.333,0.706,0.142,0.301,0,0,0,0,0,0.185
0.311,0.705,0.173,0.343,0,0,0,0,0,0.0462
0.272,0.684,0.221,0.321,0,0,0,0,0,0
0.356,0.707,0.337,0.351,0,0,0,0,0,0.0924
0.667,0.779,0.611,0.477,0,0,0,0,0,0.0462
0.772,0.643,0.212,0.21,0,0,0,0,0,0
1,0.593,0.0478,0.0822,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.594,0.0213,0.0562,0,0,0,0,0,0.0462
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.589,0.0224,0.0857,0,0,0,0,0,0
0.894,0.687,0.0586,0.255,0,0,0,0,0,0.211
0.644,0.721,0.08,0.311,0,0,0,0,0,0.273
0.333,0.657,0.0599,0.205,0,0,0,0,0,0.277
0.333,0.657,0.0663,0.202,0,0,0,0,0,0.0462
0.333,0.657,0.0724,0.196,0,0,0,0,0,0.277
0.333,0.657,0.0763,0.191,0,0,0,0,0,0.231
0.356,0.663,0.0887,0.198,0,0,0,0,0,0.0924
0.394,0.673,0.102,0.216,0,0,0,0,0,0.139
0.356,0.674,0.103,0.213,0,0,0,0,0.0667,0.0924
0.644,0.794,0.212,0.411,0,0,0,0,0.45,0.0462
0.333,0.706,0.142,0.301,0,0,0,0,0,0.277
0.0611,0.596,0.04,0.0999,0,0,0,0,0,0
0,0.57,0.0161,0.0519,0,0,0,0,0,0
0.189,0.642,0.192,0.205,0,0,0,0,0,0.231
0.439,0.706,0.407,0.328,0,0,0,0,0,0
0.856,0.708,0.367,0.361,0,0,0,0,0,0.0894
1,0.658,0.163,0.193,0,0,0,0,0,0.0683
1,0.613,0.0563,0.0905,0,0,0,0,0,0.238
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.57,0.0161,0.0519,0,0,0,0,0,0
1,0.6,0.0226,0.0744,0,0,0,0,0,0.0478
1,0.686,0.0524,0.239,0,0,0,0,0,0.341
1,0.788,0.0957,0.433,0,0,0,0,0,0.268
0.978,0.821,0.121,0.485,0,0,0,0,0,0.38
0.667,0.743,0.104,0.358,0,0,0,0,0,0.262
0.394,0.673,0.0746,0.23,0,0,0,0,0,0
0.333,0.657,0.0724,0.196,0,0,0,0,0,0.0924
0.606,0.728,0.126,0.304,0.825,0.817,0,0,0.25,0.231
0.667,0.743,0.152,0.326,0.273,0.25,0.431,0.817,0,0.139
0.667,0.743,0.162,0.33,0,0,0.435,0.383,0,0
0.667,0.765,0.18,0.354,0,0,0.545,0,0,0.0924
0.856,0.87,0.278,0.533,0,0,0.253,0,0,0.416
0.978,0.854,0.279,0.568,0,0,0,0,0,0.0462
0.667,0.715,0.185,0.365,0,0,0,0,0,0.0462
0.667,0.711,0.254,0.38,0,0,0,0,0,0.0924
0.667,0.699,0.316,0.333,0,0,0,0,0,0.185
0.667,0.675,0.314,0.265,0,0,0,0,0,0
0.667,0.648,0.214,0.228,0,0,0,0,0,0
0.75,0.61,0.0849,0.118,0,0,0,0,0,0.0768
0.667,0.57,0.0184,0.0519,0,0,0,0,0,0
0.667,0.57,0.0184,0.0519,0,0,0,0,0,0
