occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers,hot_water_showers_minutes
0.333,0.278,0.278,1,0,0,0,0.281,0.638,0.163,0,0,0.121,0.156,9
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0,0.128,0,0
1,0.928,0.928,0,0,0,0,0,0.744,0.791,0,0,0.0428,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.505,0,0,0.0428,0,0
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.147,0.147,0,0,0,0,0.281,0.571,0.0316,0,0,0.149,0.193,11
1,0.177,0.177,0.717,0,0,0,0.281,0.586,0.0396,0,0,0.0832,0.108,6
0.333,0.0495,0.0495,0.5,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0,0,0
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0,0,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0,0.214,0,0
0.667,0.298,0.298,0,0,0,0,0.14,0.642,0.153,0,0,0.0857,0,0
0,0.0495,0.0495,0,0.767,0,0,0.421,0.562,0.0159,0.514,0,0.0857,0,0
0.333,0.222,0.222,0,0,0,0,0.281,0.633,0.124,0.499,0,0.0857,0,0
0.667,0.507,0.507,0,0,0,0,0.14,0.714,0.31,0,0,0.351,0.178,11
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0,0.0857,0,0
1,0.928,0.928,0,0.167,0,0,0,0.744,0.791,0.2,0,0.214,0,0
1,0.555,0.555,0,0.85,0,0,0.14,0.642,0.505,0.688,0,0.0857,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.171,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.184,0.184,0,0,0,0,0.281,0.591,0.0636,0,0,0,0,0
1,0.185,0.185,0,0,0,0,0.281,0.591,0.0803,0,0,0,0,0
0.667,0.181,0.181,0,0,0,0,0.281,0.591,0.0934,0,0,0,0,0
0.667,0.175,0.175,0,0,0,0,0.281,0.591,0.101,0,0,0.171,0,0
0.667,0.171,0.171,0,0,0,0,0.281,0.591,0.108,0,0,0.0857,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.17,0.17,0,0,0,0,0.281,0.591,0.141,0,0,0.0428,0,0
0.667,0.298,0.298,0,0,0,0,0.14,0.642,0.291,0,0,0.214,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.305,0,0,0.171,0,0
1,0.395,0.395,0,0,0,0,0.14,0.704,0.315,0,0,0.189,0.134,8
1,0.507,0.507,0.483,0,0,0,0.14,0.714,0.371,0,0,0.399,0.295,16
1,0.895,0.895,0,0,0,0,0,0.774,0.719,0,0,0.3,0,0
1,0.928,0.928,0,0,0,0,0,0.744,0.845,0,0,0,0,0
1,0.807,0.807,0,0,0,0,0,0.682,0.78,0,0,0,0,0
1,0.35,0.35,0,0,0,0,0.14,0.6,0.334,0,0,0,0,0
1,0.183,0.183,0,0,0,0,0.14,0.569,0.156,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.128,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.3,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0.3,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.333,0.185,0.185,0.183,0,0,0,0.281,0.591,0.0803,0.0866,0,0,0,0
0.667,0.312,0.312,0,0.767,0,0,0.14,0.621,0.169,0.676,0,0,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.101,0.694,0,0.0428,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.108,0.0543,0,0,0,0
0.667,0.289,0.289,0,0,0,0,0.14,0.621,0.233,0,0,0.3,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.141,0,0,0.0428,0,0
0.333,0.174,0.174,0,0,0,0,0.281,0.602,0.154,0,0,0.0428,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.305,0,0,0.171,0,0
1,0.567,0.567,0,0,0,0,0,0.774,0.464,0,0,0.237,0.14,8
1,0.736,0.736,0.233,0,0,0,0,0.79,0.547,0,0,0.249,0.1,6
0.667,0.331,0.331,0,0,0,0,0.281,0.633,0.252,0,0,0.171,0,0
0.667,0.342,0.342,0,0,0,0,0.281,0.622,0.294,0,0,0.0857,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.526,0,0,0.0428,0,0
1,0.35,0.35,0,0,0,0,0.14,0.6,0.334,0,0,0.0857,0,0
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0869,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.56,0.0374,0,0,0.0428,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.56,0.0236,0,0,0.171,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.11,0.142,8
1,0.177,0.177,0,0,0,0,0.281,0.586,0.0396,0,0,0.237,0.308,18
0.667,0.318,0.318,0,0,0,0,0.14,0.621,0.0764,0,0,0.205,0.266,11
0.333,0.185,0.185,0,0,0,0,0.281,0.591,0.0527,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.128,0,0
0.333,0.171,0.171,0.967,0,0,0,0.281,0.591,0.0658,0,0,0.14,0.181,10
0.667,0.289,0.289,1,0,0,0,0.14,0.621,0.13,0,0,0,0,0
0.667,0.29,0.29,0.467,0,0,0,0.14,0.621,0.137,0,0,0.0857,0,0
0.667,0.298,0.298,0,0,0,0,0.14,0.642,0.153,0,0,0,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.19,0,0,0.3,0,0
0.667,0.395,0.395,0,0,0.936,0,0.14,0.704,0.232,0,0.391,0,0,0
1,0.736,0.736,0,0.917,0,0.767,0,0.79,0.457,0.37,0.532,0.171,0,0
1,0.895,0.895,0,0.1,0,0,0,0.774,0.64,0,0,0.411,0.255,14
1,0.928,0.928,0,0,0,0,0,0.744,0.791,0,0,0.0428,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.505,0,0,0,0,0
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0,0,0
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0759,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.56,0.0374,0,0,0.0428,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.56,0.0236,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0857,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.165,0.214,12
1,0.147,0.147,0,0,0,0,0.281,0.571,0.0316,0,0,0,0,0
0.667,0.177,0.177,0.217,0,0,0,0.281,0.586,0.0396,0,0,0.206,0.267,15
0.667,0.318,0.318,0.75,0,0,0,0.14,0.621,0.0764,0,0,0.0732,0.0949,6
0.667,0.321,0.321,0,0,0,0,0.14,0.621,0.0895,0,0,0.246,0.264,15
0.667,0.312,0.312,0,0,0,0,0.14,0.621,0.0997,0,0,0.0577,0.0748,5
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.171,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0.3,0,0
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0,0.128,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0,0,0,0
0.333,0.174,0.174,0.467,0,0,0,0.281,0.602,0.0846,0,0,0.0428,0,0
0.667,0.326,0.326,0.5,0,0,0,0.14,0.673,0.19,0,0,0.3,0,0
1,0.567,0.567,0,0,0,0,0,0.774,0.34,0,0,0.0428,0,0
1,0.736,0.736,0,0,0,0,0,0.79,0.457,0,0,0,0,0
0.667,0.613,0.613,0,0.167,0,0,0.14,0.704,0.432,0.319,0,0.3,0,0
1,0.928,0.928,0,0.6,0,0,0,0.744,0.791,0.514,0,0,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.505,0,0,0.322,0.139,8
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.171,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0825,0.107,6
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.245,0.245,0,0,0,0,0.14,0.58,0.0474,0,0,0.0582,0.0754,5
1,0.305,0.305,0.483,0,0,0,0.14,0.611,0.0634,0,0,0.118,0.152,9
0.667,0.318,0.318,0,0,0,0,0.14,0.621,0.0764,0,0,0.076,0.0986,6
0.667,0.321,0.321,0,0,0,0,0.14,0.621,0.0895,0,0,0.0428,0,0
0.667,0.312,0.312,0,0,0,0,0.14,0.621,0.0997,0,0,0,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.214,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0.0857,0,0
0.667,0.289,0.289,0,0,0,0,0.14,0.621,0.13,0,0,0,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0,0,0,0
0.333,0.174,0.174,0,0,0,0,0.281,0.602,0.0846,0,0,0.0857,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.19,0,0,0.185,0.0736,4
1,0.567,0.567,0,0,0,0,0,0.774,0.34,0,0,0.495,0.254,15
1,0.736,0.736,0,0,0,0,0,0.79,0.457,0,0,0.125,0.107,6
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0,0.6,0,0
1,0.928,0.928,0,0,0,0,0,0.744,0.791,0,0,0.0857,0,0
1,0.807,0.807,0,0,0,0,0,0.682,0.749,0,0,0.0428,0,0
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0.0857,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0.217,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.051,0.051,0.267,0,0,0,0.281,0.56,0.0186,0,0,0,0,0
1,0.0816,0.0816,0,0,0,0,0.281,0.56,0.0236,0,0,0.311,0.0912,5
0.667,0.245,0.245,0,0,0,0,0.14,0.58,0.0474,0,0,0.0615,0.0798,5
1,0.433,0.433,0,0,0,0,0,0.635,0.0871,0,0,0.359,0.354,16
0.667,0.318,0.318,0,0,0,0,0.14,0.621,0.0764,0,0,0.391,0.229,13
0.667,0.321,0.321,0,0,0,0,0.14,0.621,0.0895,0,0,0,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.591,0.0578,0,0,0,0,0
0.333,0.175,0.175,0,0,0.617,0.15,0.281,0.591,0.0629,0,0.379,0.171,0,0
0.333,0.171,0.171,0,0,0,0.367,0.281,0.591,0.0658,0,0.407,0.0428,0,0
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0.482,0,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0.305,0,0,0
0.333,0.174,0.174,0.217,0,0,0,0.281,0.602,0.0846,0,0,0.0857,0,0
0.333,0.188,0.188,0.75,0,0,0,0.281,0.617,0.103,0,0,0.0857,0,0
0.333,0.222,0.222,0.467,0,0,0,0.281,0.633,0.124,0,0,0.171,0,0
1,0.736,0.736,0.25,0,0,0,0,0.79,0.457,0,0,0.214,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0,0.0857,0,0
1,0.928,0.928,0,0,0,0,0,0.744,0.791,0,0,0.0857,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.505,0,0,0.0857,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.11,0.143,8
1,0.305,0.305,0.233,0,0,0,0.14,0.611,0.0634,0,0,0.158,0.205,12
0.667,0.184,0.184,0,0,0.319,0,0.281,0.591,0.0462,0,0.0965,0.331,0.429,24
0.667,0.321,0.321,0,0,0.617,0.4,0.14,0.621,0.0895,0,0.236,0.113,0.146,9
0.667,0.312,0.312,0,0,0,0.367,0.14,0.621,0.0997,0,0.543,0.0988,0.0727,4
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.218,0.172,10
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0,0.301,0.224,13
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0,0.227,0.184,10
0.667,0.29,0.29,0.217,0,0,0,0.14,0.621,0.137,0,0,0.156,0.146,8
0.667,0.298,0.298,0.267,0,0.617,0.4,0.14,0.642,0.153,0,0.596,0,0,0
1,0.464,0.464,0,0,0,0.117,0,0.728,0.277,0,0.648,0.0428,0,0
1,0.567,0.567,0,0,0,0,0,0.774,0.34,0,0.559,0.128,0,0
1,0.736,0.736,0,0,0,0,0,0.79,0.457,0,0.603,0.514,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0.342,0.255,0.109,6
1,0.928,0.928,0,0,0,0,0,0.744,0.791,0,0,0.214,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.505,0,0,0.128,0,0
1,0.35,0.35,0,0,0,0,0.14,0.6,0.307,0,0,0.214,0,0
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0759,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0927,0.12,7
1,0.0816,0.0816,0,0,0,0,0.281,0.56,0.0223,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.214,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
0.667,0.0495,0.0495,0.55,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.3,0.3,0.667,0,0,0,0.14,0.621,0.185,0,0,0,0,0
1,0.413,0.413,0,0,0,0,0,0.651,0.288,0,0,0.146,0.19,11
1,0.409,0.409,0,0,0,0,0,0.651,0.34,0,0,0.115,0.149,9
1,0.41,0.41,0.233,0,0,0,0,0.651,0.388,0,0,0.137,0.178,10
1,0.422,0.422,0,0,0,0,0,0.682,0.427,0,0,0.225,0.236,14
1,0.464,0.464,0,0,0,0,0,0.728,0.449,0,0,0.3,0.111,6
1,0.567,0.567,0,0,0,0,0,0.774,0.464,0,0,0.176,0.117,7
1,0.736,0.736,0,0,0,0,0,0.79,0.547,0,0,0.128,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.719,0,0,0.0857,0,0
1,0.928,0.928,0,0,0,0,0,0.744,0.845,0,0,0.295,0.105,6
1,0.807,0.807,0,0,0,0,0,0.682,0.78,0,0,0.273,0.132,8
1,0.35,0.35,0,0,0,0,0.14,0.6,0.334,0,0,0.257,0,0
1,0.183,0.183,0,0,0,0,0.14,0.569,0.156,0,0,0,0,0
1,0.099,0.099,0,0,0,0,0.14,0.559,0.0699,0,0,0,0,0
1,0.066,0.066,0,0,0,0,0.14,0.559,0.038,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.14,0.559,0.0235,0,0,0.0857,0,0
1,0.0495,0.0495,0,0,0,0,0.14,0.559,0.0177,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.184,0.184,0,0,0,0,0.281,0.591,0.0636,0,0,0,0,0
0.667,0.185,0.185,0,0,0,0,0.281,0.591,0.0803,0,0,0.0662,0.0859,5
1,0.443,0.443,0,0,0,0,0,0.651,0.244,0,0,0.0997,0.129,8
1,0.426,0.426,0.483,0,0,0,0,0.651,0.268,0,0,0.137,0.177,10
1,0.413,0.413,0,0,0,0,0,0.651,0.288,0,0,0,0,0
0.667,0.289,0.289,0,0,0,0,0.14,0.621,0.233,0,0,0,0,0
0.667,0.29,0.29,0,0,0.298,0,0.14,0.621,0.265,0,0.175,0.123,0.16,9
0.667,0.298,0.298,0,0,0,0.767,0.14,0.642,0.291,0,0.424,0.182,0.125,7
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.305,0,0.399,0.295,0.272,16
0.667,0.395,0.395,0,0,0,0,0.14,0.704,0.315,0,0.529,0,0,0
0.333,0.278,0.278,0,0,0,0,0.281,0.638,0.194,0,0.442,0.257,0,0
0.667,0.613,0.613,0,0,0,0,0.14,0.704,0.485,0,0.527,0.106,0.0822,5
0.667,0.342,0.342,0,0,0,0,0.281,0.622,0.294,0,0,0.0857,0,0
1,0.555,0.555,0,0,0,0,0.14,0.642,0.526,0,0,0.171,0,0
1,0.5,0.5,0,0,0,0,0,0.62,0.492,0,0,0.214,0,0
1,0.183,0.183,0,0,0,0,0.14,0.569,0.156,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0816,0.0816,0.217,0,0,0,0.281,0.56,0.0236,0,0,0.225,0.292,17
1,0.342,0.342,0.5,0,0,0,0,0.589,0.0632,0,0,0.0825,0.107,6
0.667,0.305,0.305,0,0,0,0,0.14,0.611,0.0634,0,0,0.0906,0.117,7
0.333,0.184,0.184,0,0,0,0,0.281,0.591,0.0462,0,0,0.306,0.0878,5
0.333,0.185,0.185,0,0,0,0,0.281,0.591,0.0527,0,0,0.106,0.0816,5
0.333,0.181,0.181,0,0,0,0,0.281,0.591,0.0578,0,0,0.293,0.324,18
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.233,0.247,14
0.333,0.171,0.171,0.467,0,0,0,0.281,0.591,0.0658,0,0,0.198,0.257,15
0.667,0.289,0.289,0.75,0,0,0,0.14,0.621,0.13,0,0,0.153,0.032,2
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0,0.0428,0,0
0.333,0.174,0.174,0,0,0,0,0.281,0.602,0.0846,0,0,0.0428,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.19,0,0,0.0428,0,0
0.667,0.395,0.395,0,0,0,0,0.14,0.704,0.232,0,0,0.257,0,0
1,0.736,0.736,0,0,0,0,0,0.79,0.457,0,0,0.0857,0,0
1,0.895,0.895,0,0,0,0,0,0.774,0.64,0,0,0.171,0,0
1,0.928,0.928,0,0.667,0,0,0,0.744,0.791,0.591,0,0.171,0,0
1,0.555,0.555,0,0.35,0,0,0.14,0.642,0.505,0.131,0,0,0,0
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0.14,0.182,10
1,0.116,0.116,0,0,0,0,0.281,0.565,0.0759,0,0,0.214,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.56,0.0374,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.245,0.245,0,0,0,0,0.14,0.58,0.0474,0,0,0.236,0.306,18
1,0.433,0.433,0,0,0.617,0.15,0,0.635,0.0871,0,0.26,0.0768,0.0996,6
0.667,0.318,0.318,0,0,0,0.617,0.14,0.621,0.0764,0,0.228,0.102,0.133,8
0.667,0.321,0.321,0,0,0,0,0.14,0.621,0.0895,0,0.592,0,0,0
0.667,0.312,0.312,0,0,0,0,0.14,0.621,0.0997,0,0.314,0.246,0.0965,6
0.667,0.3,0.3,0,0,0,0,0.14,0.621,0.11,0,0.521,0.171,0,0
0.333,0.171,0.171,0,0,0,0,0.281,0.591,0.0658,0,0.809,0.0857,0,0
0.333,0.169,0.169,0,0,0,0,0.281,0.591,0.073,0,0.592,0,0,0
0.333,0.17,0.17,0,0,0,0,0.281,0.591,0.0767,0,0.518,0,0,0
0.667,0.298,0.298,0,0,0,0,0.14,0.642,0.153,0,0.542,0.257,0,0
0.667,0.326,0.326,0,0,0,0,0.14,0.673,0.19,0,0.201,0,0,0
0.667,0.395,0.395,0.967,0,0,0,0.14,0.704,0.232,0,0.781,0.385,0,0
1,0.736,0.736,1,0,0,0,0,0.79,0.457,0,0.635,0.0857,0,0
1,0.895,0.895,1,0,0,0,0,0.774,0.64,0,0.129,0.475,0.116,7
1,0.928,0.928,1,0,0,0,0,0.744,0.791,0,0,0.256,0.166,9
1,0.807,0.807,0.9,0,0,0,0,0.682,0.749,0,0,0.464,0.213,12
1,0.2,0.2,0,0,0,0,0.281,0.581,0.162,0,0,0.295,0.271,15
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.147,0.147,0,0,0,0,0.281,0.571,0.0316,0,0,0.165,0.214,12
0.667,0.177,0.177,0,0,0,0,0.281,0.586,0.0396,0,0,0.076,0.0986,6
0.333,0.184,0.184,0,0,0,0,0.281,0.591,0.0462,0,0,0.134,0.173,10
0.333,0.185,0.185,0,0,0,0,0.281,0.591,0.0527,0,0,0.0857,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.591,0.0578,0,0,0.3,0,0
0.333,0.175,0.175,0,0,0,0,0.281,0.591,0.0629,0,0,0.3,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0857,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0.233,0,0,0,0.421,0.562,0.0159,0,0,0.257,0,0
0.333,0.174,0.174,0,0,0,0,0.281,0.602,0.0846,0,0,0.0428,0,0
0.667,0.326,0.326,0.967,0,0,0,0.14,0.673,0.19,0,0,0,0,0
0.667,0.395,0.395,0,0,0,0,0.14,0.704,0.232,0,0,0,0,0
