plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,occupants,hot_water_fixtures
0.802,0.358,0.14,0.367,0,0,0,0,0,0,1,0.0788
0.98,0.545,0,0.674,0,0,0,0,0,0,1,0.586
1,0.642,0,0.868,0.827,0.783,0,0,0,0,1,0.164
0.98,0.845,0,0.98,0.49,0,0,0,0,0,1,0.503
0.941,0.993,0,0.913,0,0,0,0,0,0,1,0.125
0.863,0.916,0,0.727,0,0,0,0,0,0,1,0
0.784,0.578,0,0.638,0,0,0,0,0,0,1,0
0.671,0.182,0.14,0.183,0,0,0,0,0,0,1,0.0394
0.61,0.0421,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.372
0.61,0.0259,0.281,0.0829,0,0,0,0,0,0,1,0.287
0.684,0.0548,0.14,0.251,0,0,0,0,0,0,1,0.665
0.642,0.0447,0.281,0.181,0,0,0,0,0,0,0.667,0.287
0.649,0.0524,0.281,0.19,0,0,0,0,0,0,0.667,0.0394
0.649,0.0601,0.281,0.193,0,0,0,0,0,0,0.333,0.0394
0.649,0.066,0.281,0.189,0,0,0,0,0,0,0.333,0
0.649,0.072,0.281,0.183,0,0,0,0,0,0,0.333,0
0.649,0.0754,0.281,0.178,0,0,0,0,0,0,0.333,0.0788
0.649,0.0839,0.281,0.177,0,0,0,0,0,0,0.333,0.0394
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.333,0.118
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.841,0.271,0.14,0.466,0,0,0,0,0,0,0.667,0.0979
0.854,0.364,0.14,0.595,0,0,0,0,0,0,0.667,0.455
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0.0788
0.941,0.929,0,0.913,0,0,0,0,0,0,1,0.311
0.762,0.592,0.14,0.501,0,0,0,0,0,0,1,0.0388
0.636,0.188,0.281,0.246,0,0,0,0,0,0,1,0
0.616,0.0874,0.281,0.116,0,0,0,0,0,0,1,0
0.61,0.0421,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.481
0.61,0.02,0.281,0.0513,0,0,0,0,0,0,1,0.424
0.658,0.036,0.14,0.116,0,0,0,0,0,0,1,0.311
0.684,0.0548,0.14,0.251,0,0,0,0,0,0.267,0.667,0.329
0.723,0.0735,0.14,0.313,0,0,0,0,0,0.233,0.667,0.0394
0.649,0.0524,0.281,0.19,0,0,0,0,0,0,0.333,0.201
0.649,0.0601,0.281,0.193,0,0,0.404,0.263,0.25,0,0.333,0.223
0.649,0.066,0.281,0.189,0,0,0.455,0,0,0,0.333,0.197
0.649,0.072,0.281,0.183,0,0,0.505,0,0,0,0.333,0.197
0.649,0.0754,0.281,0.178,0,0,0.317,0,0,0,0.333,0.0394
0.649,0.0839,0.281,0.177,0,0,0.358,0,0,0,0.333,0.197
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.333,0.118
0.662,0.0976,0.281,0.186,0,0,0,0,0,0.25,0.333,0.315
0.922,0.325,0,0.526,0,0,0,0,0,0,1,0.0394
0.98,0.399,0,0.674,0,0,0,0,0,0,1,0.0394
1,0.537,0,0.868,0,0,0,0,0,0,1,0.118
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0.153
0.941,0.929,0,0.913,0,0,0,0,0,0,1,0
0.863,0.88,0,0.727,0,0,0,0,0,0,1,0
0.71,0.36,0.14,0.442,0,0,0,0,0,0,1,0
0.616,0.0874,0.281,0.116,0,0,0,0,0,0,1,0
0.61,0.0421,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0.0917,0.263,0.0167,0.25,1,0.167
0.745,0.0742,0,0.351,0,0,0.055,0.0175,0.233,0,1,0.221
0.723,0.0735,0.14,0.313,0,0,0.795,0.246,0.767,0,0.667,0
0.649,0.0524,0.281,0.19,0,0,0.31,0,0.283,0,0.333,0.158
0.649,0.0601,0.281,0.193,0,0,0.486,0,0,0,0.333,0.236
0.649,0.066,0.281,0.189,0,0,0.408,0,0,0,0.333,0.0788
0.649,0.072,0.281,0.183,0,0,0.518,0,0,0,0.333,0.0394
0.649,0.0754,0.281,0.178,0,0,0.554,0,0,0,0.333,0.0394
0.649,0.0839,0.281,0.177,0,0,0.829,0,0,0,0.333,0.236
0.649,0.0882,0.281,0.178,0,0,0.554,0,0,0,0.333,0.0788
0.662,0.0976,0.281,0.186,0,0,0.537,0,0,0,0.333,0.197
0.802,0.222,0.14,0.367,0,0,0,0,0,0.25,0.667,0.0788
0.841,0.271,0.14,0.466,0,0,0,0,0,0,0.667,0.0394
0.854,0.364,0.14,0.595,0,0,0,0,0,0,0.667,0
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0
0.941,0.929,0,0.913,0,0,0,0,0,0,1,0.0394
0.863,0.88,0,0.727,0,0,0,0,0,0,1,0.254
0.71,0.36,0.14,0.442,0,0,0,0,0,0,1,0.108
0.616,0.0874,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0394
0.61,0.02,0.281,0.0513,0,0,0,0,0,0,1,0.605
0.61,0.0259,0.281,0.0829,0,0,0,0,0,0.5,1,0.346
0.684,0.0548,0.14,0.251,0,0,0,0,0,0,0.667,0.118
0.723,0.0735,0.14,0.313,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.0394
0.649,0.0839,0.281,0.177,0,0,0,0,0,0,0.667,0.118
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.667,0.118
0.662,0.0976,0.281,0.186,0,0,0,0,0,0,0.667,0.0394
0.682,0.119,0.281,0.208,0,0,0,0,0,0.25,0.667,0.426
0.98,0.399,0,0.674,0,0,0,0,0,0,1,0.197
1,0.537,0,0.868,0,0,0,0,0,0,1,0
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0
0.941,0.929,0,0.913,0,0,0,0,0,0,1,0.0394
0.863,0.88,0,0.727,0,0,0,0,0,0.267,1,0.222
0.784,0.532,0,0.638,0,0,0,0,0,0.5,1,0.0923
0.616,0.0874,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.61,0.02,0.281,0.0513,0,0,0,0,0,0,1,0.142
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0.116
0.642,0.0447,0.281,0.181,0,0,0,0,0,0,0.667,0.259
0.649,0.0524,0.281,0.19,0,0,0,0,0,0,0.333,0.276
0.649,0.0601,0.281,0.193,0,0,0,0,0,0,0.333,0.197
0.649,0.066,0.281,0.189,0,0,0,0,0,0,0.333,0.0788
0.649,0.072,0.281,0.183,0,0,0,0,0,0,0.333,0.118
0.649,0.0754,0.281,0.178,0,0,0,0,0,0,0.333,0.118
0.649,0.0839,0.281,0.177,0,0,0,0,0,0,0.333,0
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.0394
0.708,0.19,0.281,0.322,0,0,0,0,0,0,0.667,0.197
0.701,0.261,0.281,0.36,0,0,0,0,0,0.25,0.667,0.118
0.688,0.32,0.281,0.337,0,0,0,0,0,0,0.667,0
0.662,0.304,0.281,0.275,0,0,0,0,0,0,0.667,0
0.636,0.188,0.281,0.246,0,0,0,0,0,0,0.667,0.0394
0.616,0.0874,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.61,0.0189,0.281,0.0495,0,0,0,0,0,0,1,0
0.61,0.0215,0.281,0.0513,0,0,0,0,0,0,1,0.0788
0.61,0.024,0.281,0.0829,0,0,0,0,0,0.25,1,0
0.684,0.047,0.14,0.251,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.333,0.158
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.736,0.166,0.14,0.337,0,0,0,0,0,0,0.667,0.254
0.736,0.197,0.14,0.328,0,0,0,0,0,0,0.667,0.729
0.736,0.216,0.14,0.316,0,0,0,0,0,0,0.667,0.573
0.736,0.231,0.14,0.307,0,0,0,0,0,0,0.667,0.352
0.736,0.272,0.14,0.305,0,0,0,0,0,0,0.667,0.394
0.736,0.31,0.14,0.307,0,0,0,0,0,0,0.667,0.388
0.863,0.502,0,0.458,0,0,0,0,0,0,1,0.197
0.802,0.358,0.14,0.367,0,0,0.291,0.474,0,0.25,0.667,0.118
0.841,0.369,0.14,0.466,0,0,0.291,0.316,0.517,0,0.667,0.0788
1,0.642,0,0.868,0,0,0.335,0.263,0.45,0,1,0
0.98,0.845,0,0.98,0,0,0.48,0,0.0667,0,1,0
0.941,0.993,0,0.913,0,0,0.463,0,0,0,1,0
0.762,0.617,0.14,0.501,0,0,0,0,0,0,0.667,0.09
0.784,0.578,0,0.638,0,0,0,0,0,0,1,0.124
0.671,0.182,0.14,0.183,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.61,0.0215,0.281,0.0513,0,0,0,0,0,0,1,0.0394
0.61,0.024,0.281,0.0829,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.103
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.118
0.649,0.0923,0.281,0.193,0,0,0,0,0,0,0.667,0.354
0.649,0.108,0.281,0.189,0,0,0,0,0,0,0.667,0.172
0.649,0.117,0.281,0.183,0,0,0,0,0,0,0.667,0.0394
0.649,0.125,0.281,0.178,0,0,0,0,0,0,0.667,0
0.824,0.399,0,0.432,0,0,0,0,0,0,1,0.0788
0.824,0.456,0,0.435,0,0,0,0,0,0,1,0.236
0.863,0.502,0,0.458,0,0,0,0,0,0,1,0
0.922,0.527,0,0.526,0,0,0,0,0,0,1,0.0394
0.98,0.545,0,0.674,0,0,0,0,0,0,1,0
0.854,0.434,0.14,0.595,0,0,0.3,0.211,0,0,0.667,0
0.841,0.569,0.14,0.67,0,0,0,0.0526,0.25,0,0.667,0.354
0.815,0.668,0.14,0.625,0,0,0,0,0,0,0.667,0.16
0.863,0.916,0,0.727,0,0,0,0,0,0,1,0
0.71,0.392,0.14,0.442,0,0,0,0,0,0,1,0
0.671,0.182,0.14,0.183,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.276
0.61,0.02,0.281,0.0513,0,0,0,0,0,0.0167,1,0.288
0.706,0.0461,0,0.15,0,0,0,0,0,0.75,1,0.277
0.745,0.0742,0,0.351,0,0,0,0,0,0,1,0.546
0.723,0.0735,0.14,0.313,0,0,0,0,0,0,0.667,0.146
0.736,0.0889,0.14,0.33,0,0,0,0,0,0.25,0.667,0.118
0.736,0.104,0.14,0.337,0,0,0,0,0,0,0.667,0
0.736,0.116,0.14,0.328,0,0,0,0,0,0,0.667,0.02
0.736,0.128,0.14,0.316,0,0,0,0,0,0,0.667,0.435
0.736,0.135,0.14,0.307,0,0,0,0,0,0,0.667,0
0.649,0.0839,0.281,0.177,0,0,0,0,0,0,0.333,0.236
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.333,0.276
0.662,0.0976,0.281,0.186,0,0,0,0,0,0,0.333,0.139
0.802,0.222,0.14,0.367,0,0,0,0,0,0.5,0.667,0
0.98,0.399,0,0.674,0,0,0,0,0,0,1,0
0.854,0.364,0.14,0.595,0,0,0,0,0,0,0.667,0
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0
0.941,0.929,0,0.913,0,0,0.33,0.263,0.25,0,1,0
0.863,0.88,0,0.727,0,0,0,0,0,0,1,0
0.636,0.188,0.281,0.246,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.336
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.198
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.25,0.667,0.423
0.684,0.0548,0.14,0.251,0,0,0,0,0,0,0.667,0.0788
0.723,0.0735,0.14,0.313,0,0,0,0,0,0,0.667,0.197
0.649,0.0524,0.281,0.19,0,0,0,0,0,0,0.333,0.0596
0.649,0.0601,0.281,0.193,0,0,0,0,0,0,0.333,0.354
0.649,0.066,0.281,0.189,0,0,0,0,0,0,0.333,0.167
0.649,0.072,0.281,0.183,0,0,0,0,0,0,0.667,0.0788
0.649,0.0754,0.281,0.178,0,0,0,0,0,0,0.667,0.315
0.649,0.0839,0.281,0.177,0,0,0,0,0,0.5,0.333,0.0788
0.649,0.0882,0.281,0.178,0,0,0,0,0,0,0.333,0.0788
0.662,0.0976,0.281,0.186,0,0,0,0,0,0.0167,0.333,0.0394
0.682,0.119,0.281,0.208,0,0,0,0,0,0.233,0.333,0
0.98,0.399,0,0.674,0,0,0,0,0,0,1,0
1,0.537,0,0.868,0.424,0.517,0,0,0,0,1,0
0.98,0.752,0,0.98,0.658,0.533,0,0,0,0,1,0
0.941,0.929,0,0.913,0,0,0,0,0,0.5,1,0
0.863,0.88,0,0.727,0.401,0.517,0,0,0,0,1,0
0.636,0.188,0.281,0.246,0.518,0.267,0,0,0,0,1,0
0.616,0.0874,0.281,0.116,0.356,0,0,0,0,0,1,0
0.61,0.0421,0.281,0.0743,0.208,0,0,0,0,0,1,0
0.61,0.0259,0.281,0.0578,0,0,0,0,0,0,1,0
0.61,0.0183,0.281,0.0495,0,0,0,0,0,0,1,0.0394
0.61,0.0165,0.281,0.0495,0,0,0,0,0,0,1,0.0394
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0.019
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.517,0.667,0.363
0.723,0.0735,0.14,0.313,0,0,0,0,0,0.233,0.667,0
0.736,0.0889,0.14,0.33,0,0,0,0,0,0,0.667,0.0788
0.736,0.104,0.14,0.337,0,0,0,0,0,0,0.667,0.0394
0.736,0.116,0.14,0.328,0,0,0,0,0,0,0.667,0.118
0.736,0.128,0.14,0.316,0,0,0,0,0,0,0.667,0.0394
0.736,0.135,0.14,0.307,0,0,0,0,0,0,0.667,0.118
0.736,0.152,0.14,0.305,0,0,0,0,0,0,0.667,0.0394
0.736,0.161,0.14,0.307,0.227,0.267,0,0,0,0,0.667,0.0394
0.662,0.0976,0.281,0.186,0.258,0.25,0,0,0,0,0.333,0.158
0.682,0.119,0.281,0.208,0,0,0,0,0,0.25,0.333,0.158
0.701,0.144,0.281,0.258,0,0,0,0,0,0,0.333,0.0788
0.854,0.364,0.14,0.595,0,0,0,0,0,0,0.667,0.0394
0.98,0.752,0,0.98,0,0,0,0,0,0,1,0
0.941,0.929,0,0.913,0,0,0,0,0,0,1,0.0788
0.863,0.88,0,0.727,0,0,0,0,0,0,1,0
0.636,0.188,0.281,0.246,0,0,0,0,0,0,1,0
0.616,0.0874,0.281,0.116,0.133,0,0,0,0,0,1,0
0.56,0.0374,0.281,0.0743,0,0,0,0,0,0,1,0
0.56,0.0236,0.281,0.0578,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0394
0.56,0.0186,0.281,0.051,0,0,0,0,0,0,1,0.474
0.559,0.0314,0.14,0.114,0,0,0,0,0,0.233,1,0.227
0.571,0.0316,0.281,0.147,0,0,0,0,0,0,0.667,0.24
0.586,0.0396,0.281,0.177,0,0,0,0,0,0,0.667,0.257
0.621,0.0764,0.14,0.318,0,0,0.338,0.246,0.25,0,0.667,0.0394
0.591,0.0527,0.281,0.185,0,0,0.567,0,0,0,0.333,0.118
0.591,0.0578,0.281,0.181,0,0,0,0,0,0,0.333,0
0.591,0.0629,0.281,0.175,0,0,0,0,0,0,0.333,0
0.591,0.0658,0.281,0.171,0,0,0,0,0,0,0.333,0.197
0.591,0.073,0.281,0.169,0,0,0,0,0,0,0.333,0.158
0.591,0.0767,0.281,0.17,0,0,0,0,0,0,0.333,0.0394
0.602,0.0846,0.281,0.174,0,0,0,0,0,0.483,0.333,0.0394
0.673,0.19,0.14,0.326,0,0,0,0,0,0,0.667,0.158
0.704,0.232,0.14,0.395,0.48,0.567,0,0,0,0,0.667,0.0394
0.714,0.31,0.14,0.507,0.665,0.7,0,0,0,0,0.667,0.354
0.704,0.432,0.14,0.613,0,0,0,0,0,0,0.667,0
0.744,0.791,0,0.928,0,0,0,0,0,0,1,0.0765
0.682,0.749,0,0.807,0,0,0,0,0,0,1,0.0956
0.6,0.307,0.14,0.35,0,0,0,0,0,0,1,0
0.565,0.0759,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0394
0.56,0.0186,0.281,0.051,0,0,0,0,0,0,1,0
0.56,0.0236,0.281,0.0816,0,0,0,0,0,0,1,0.0898
0.58,0.0474,0.14,0.245,0,0,0,0,0,0,1,0.186
0.611,0.0634,0.14,0.305,0,0,0,0,0,0,1,0.227
0.621,0.0764,0.14,0.318,0,0,0,0,0,0,0.667,0.344
0.591,0.0527,0.281,0.185,0,0,0,0,0,0,0.333,0.0788
0.591,0.0578,0.281,0.181,0,0,0,0,0,0,0.333,0.158
0.591,0.0629,0.281,0.175,0,0,0,0,0,0.233,0.333,0.118
0.591,0.0658,0.281,0.171,0.616,0.817,0,0,0,0,0.333,0.0394
0.591,0.073,0.281,0.169,0,0.45,0,0,0,0,0.333,0.479
0.591,0.0767,0.281,0.17,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.673,0.19,0.14,0.326,0,0,0,0,0,0,0.667,0.118
0.704,0.232,0.14,0.395,0,0,0,0,0,0.233,0.667,0.154
0.79,0.457,0,0.736,0,0,0,0,0,0,1,0.203
0.774,0.64,0,0.895,0,0,0,0,0,0,1,0.224
0.744,0.791,0,0.928,0,0,0,0,0,0,1,0.289
0.642,0.505,0.14,0.555,0,0,0,0,0,0,0.667,0.317
0.581,0.162,0.281,0.2,0,0,0,0,0,0,0.667,0.464
0.565,0.0759,0.281,0.116,0,0,0,0,0,0,1,0.0391
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0.307
0.56,0.0281,0.281,0.0578,0,0,0,0,0,0,1,0.307
0.56,0.0208,0.281,0.0495,0,0,0,0,0,0,1,0.422
0.56,0.0179,0.281,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.0394
0.586,0.0433,0.281,0.177,0,0,0,0,0,0,1,0.158
0.621,0.109,0.14,0.318,0,0,0,0,0,0,1,0.294
0.621,0.143,0.14,0.321,0,0,0,0,0,0,1,0.236
0.591,0.0934,0.281,0.181,0,0,0,0,0,0,0.667,0.0788
0.591,0.101,0.281,0.175,0,0,0,0,0,0,0.333,0.0394
0.591,0.108,0.281,0.171,0.607,0.5,0.11,0.158,0,0,0.333,0.407
0.651,0.34,0,0.409,0.108,0,0.141,0.351,0.517,0.483,1,0.639
0.621,0.265,0.14,0.29,0,0,0,0,0,0,0.667,0.118
0.642,0.291,0.14,0.298,0,0,0,0,0,0.15,0.667,0.197
0.673,0.305,0.14,0.326,0.319,0.4,0,0,0,0.0833,0.667,0.0394
0.704,0.315,0.14,0.395,0.29,0.1,0.128,0.158,0,0,0.667,0.0788
0.714,0.371,0.14,0.507,0.702,0.5,0,0.0877,0.517,0,0.667,0
0.774,0.719,0,0.895,0.599,0,0,0,0,0,1,0
0.744,0.845,0,0.928,0,0,0,0,0,0,1,0
0.682,0.78,0,0.807,0.412,0.65,0,0,0,0,1,0
0.62,0.492,0,0.5,0.709,0.617,0,0,0,0,1,0.158
0.569,0.156,0.14,0.183,0.365,0,0,0,0,0,1,0.118
0.56,0.044,0.281,0.0743,0.59,0,0,0,0,0,1,0.176
0.56,0.0281,0.281,0.0578,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0.177
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0.417
0.586,0.0433,0.281,0.177,0,0,0,0,0,0,1,0.373
0.591,0.0636,0.281,0.184,0,0,0,0,0,0,1,0.29
0.591,0.0803,0.281,0.185,0,0,0,0,0,0,1,0.0788
0.591,0.0934,0.281,0.181,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0.274,0.246,0.167,0.65,0.667,0.276
0.591,0.108,0.281,0.171,0,0,0.164,0,0.867,0.317,0.667,0.197
0.591,0.125,0.281,0.169,0,0,0.436,0,0,0,0.667,0.118
0.621,0.265,0.14,0.29,0,0,0.303,0,0,0,0.667,0
0.642,0.291,0.14,0.298,0,0,0,0,0,0,0.667,0.158
0.617,0.162,0.281,0.188,0,0,0,0,0,0,0.333,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0,0
0.633,0.252,0.281,0.331,0,0,0,0,0,0,0.333,0.158
0.622,0.294,0.281,0.342,0,0,0,0,0,0,0.333,0
0.642,0.526,0.14,0.555,0,0,0.272,0.246,0.167,0,0.667,0.0394
0.6,0.334,0.14,0.35,0,0,0.344,0,0.867,0,0.667,0
0.573,0.224,0,0.249,0.124,0,0.136,0,0,0,1,0
0.558,0.0806,0,0.124,0,0,0.494,0,0,0,1,0.0394
0.559,0.0314,0.14,0.066,0,0,0.407,0,0,0,1,0.0394
0.56,0.0171,0.281,0.0495,0,0,0.404,0,0,0,1,0.118
0.56,0.0157,0.281,0.0495,0,0,0.427,0,0,0,1,0.0394
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.571,0.0316,0.281,0.147,0,0,0,0,0,0.233,1,0
0.586,0.0396,0.281,0.177,0,0,0,0,0,0,0.667,0
0.591,0.0462,0.281,0.184,0,0,0,0,0,0,0.667,0.119
0.621,0.0895,0.14,0.321,0.698,0.5,0,0,0,0,0.667,0.409
0.621,0.0997,0.14,0.312,0.29,0,0,0,0,0,0.667,0.283
0.621,0.11,0.14,0.3,0,0,0,0,0,0,0.667,0.467
0.591,0.0658,0.281,0.171,0,0,0,0,0,0,0.333,0.354
0.591,0.073,0.281,0.169,0,0,0,0,0,0,0.333,0.0788
0.591,0.0767,0.281,0.17,0,0,0.503,0.246,0.25,0,0.333,0.0394
0.642,0.153,0.14,0.298,0,0,0.37,0,0,0,0.667,0
0.673,0.19,0.14,0.326,0,0,0.164,0,0,0.233,0.667,0.0394
0.704,0.232,0.14,0.395,0,0,0,0,0,0,0.667,0.0394
0.714,0.31,0.14,0.507,0,0,0,0,0,0,0.667,0.0394
0.704,0.432,0.14,0.613,0,0,0,0,0,0,0.667,0.118
0.683,0.532,0.14,0.635,0.398,0.25,0,0,0,0,0.667,0
0.642,0.505,0.14,0.555,0.649,0,0,0,0,0,0.667,0
0.6,0.307,0.14,0.35,0.644,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.56,0.0236,0.281,0.0578,0,0,0,0,0,0,1,0.0788
0.56,0.0171,0.281,0.0495,0,0,0,0,0,0,1,0.315
0.56,0.0157,0.281,0.0495,0,0,0,0,0,0,1,0.118
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.299
0.571,0.0316,0.281,0.147,0,0,0,0,0,0,0.667,0.648
0.586,0.0396,0.281,0.177,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.119
0.591,0.0527,0.281,0.185,0,0,0.106,0.0702,0,0,0.333,0.118
0.562,0.0159,0.421,0.0495,0,0,0.534,0.175,0.25,0,0,0
0.591,0.0629,0.281,0.175,0,0,0.735,0,0,0,0.333,0
0.591,0.0658,0.281,0.171,0,0,0.388,0,0,0,0.333,0
0.591,0.073,0.281,0.169,0,0,0.592,0,0,0,0.333,0.0394
0.591,0.0767,0.281,0.17,0,0,0.771,0,0,0,0.333,0.0788
0.602,0.0846,0.281,0.174,0,0,0.771,0,0,0,0.333,0
0.673,0.19,0.14,0.326,0,0,0.735,0,0,0,0.667,0.0394
0.774,0.34,0,0.567,0.206,0.317,0.251,0,0,0,1,0.118
0.79,0.457,0,0.736,0.581,0.183,0.523,0,0,0,1,0.0394
