occupants,cooking_range,plug_loads_tv,plug_loads_other,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,hot_water_clothes_washer,clothes_washer,clothes_dryer,hot_water_dishwasher,dishwasher,hot_water_fixtures,refrigerator,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.667,0.1,0.125,0.696,0.33,0.479,0.479,0,0,0,0,0,0,0.107,0.625,0.405,0,1,1,1,125
0.667,0,0.148,0.696,0.337,0.324,0.324,0,0,0,0,0,0,0,0.625,0.302,0,1,1,1,125
0.667,0,0.166,0.696,0.328,0.338,0.338,0,0,0,0,0,0,0,0.609,0.311,0,1,1,1,125
0.667,0,0.184,0.709,0.316,0.352,0.352,0,0,0,0,0,0,0.0428,0.609,0.321,0,1,1,1,125
0.667,0,0.194,0.721,0.307,0.338,0.338,0,0,0,0,0,0,0,0.64,0.311,0,1,1,1,125
0.667,0,0.22,0.721,0.305,0.394,0.394,0,0,0,0,0,0,0.171,0.64,0.349,0,1,1,1,125
0.667,0,0.233,0.709,0.307,0.437,0.437,0,0,0,0,0.418,0.367,0.0857,0.64,0.377,0,1,1,1,125
0.333,0,0.261,0.6,0.186,0.451,0.451,0,0,0,0,0.273,0.417,0.0428,0.625,0.322,0,1,1,1,125
0.333,0.25,0.325,0.612,0.208,0.549,0.549,0,0,0,0,0,0,0.257,0.67,0.355,0,1,1,1,125
0.333,0,0.399,0.637,0.258,0.746,0.746,0,0,0,0,0,0,0,0.731,0.421,0,1,1,1,125
0.667,0,0.537,0.822,0.595,0.887,0.887,0,0,0,0,0,0,0.214,0.762,0.677,0,1,1,1,125
1,0,0.752,0.943,0.98,0.944,0.944,0,0,0,0,0,0,0,0.731,0.944,0,1,1,1,125
1,0,0.929,0.887,0.913,1,1,0,0,0,0,0,0,0.0857,0.716,1,0,1,1,1,125
1,0,0.88,0.849,0.727,0.972,0.972,0,0,0,0,0,0,0.0857,0.701,0.972,0,1,1,1,125
1,0,0.532,0.562,0.246,0.831,0.831,0,0,0,0,0,0,0,0.67,0.449,0,1,1,1,125
1,0,0.23,0.537,0.116,0.704,0.704,0,0,0,0,0.19,0,0,0.625,0.407,0,1,1,1,125
1,0,0.0806,0.484,0.0743,0.445,0.445,0,0,0,0,0,0,0,0.791,0.32,0,1,1,0,125
1,0,0.0392,0.474,0.0578,0.412,0.412,0,0,0,0,0,0,0,0.771,0.309,0,1,1,0,125
1,0,0.0196,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.258,0,1,1,0,125
1,0,0.0152,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.258,0,1,1,0,125
1,0,0.024,0.469,0.051,0.367,0.367,0,0,0,0,0,0,0.171,0.712,0.294,0,1,1,0,125
1,0.717,0.0392,0.483,0.114,0.401,0.401,0,0,0,0,0,0,0.203,0.712,0.353,0,1,1,0,125
0.667,0,0.0632,0.494,0.147,0.478,0.478,0,0,0,0,0,0,0.239,0.752,0.331,0,1,1,0,125
0.667,0,0.0871,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0.217,0.791,0.346,0,1,1,0,125
0.667,0,0.107,0.582,0.318,0.378,0.378,0,0.482,0.936,0,0,0,0.3,0.811,0.338,0,1,1,0,125
0.333,0,0.126,0.524,0.185,0.256,0.256,0,0.524,0,0.517,0,0,0.171,0.811,0.257,0,1,1,0,125
0.333,0,0.142,0.524,0.181,0.267,0.267,0,0.0884,0,0,0,0,0.343,0.791,0.261,0,1,1,0,125
0.333,0,0.157,0.529,0.175,0.278,0.278,0,0,0,0,0,0,0,0.791,0.265,0,1,1,0,125
0.333,0,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0,0,0.0857,0.831,0.261,0,1,1,0,125
0.333,0,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0,0,0,0.831,0.276,0,1,1,0,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0,0,0,0,0,0,0.831,0.287,0,1,1,0,125
0.333,0.717,0.222,0.539,0.174,0.356,0.356,0,0,0,0,0,0,0.0857,0.811,0.29,0,1,1,0,125
0.667,1,0.277,0.632,0.326,0.434,0.434,0,0,0,0,0,0,0.0857,0.87,0.375,0,1,1,0,125
0.667,0.967,0.34,0.672,0.395,0.59,0.59,0,0,0,0,0.48,0.667,0.0857,0.949,0.479,0,1,1,0,125
0.667,0,0.457,0.682,0.507,0.701,0.701,0,0,0,0,0.652,0.1,0.0857,0.989,0.553,0,1,1,0,125
0.667,0,0.64,0.652,0.613,0.745,0.745,0,0,0,0,0.28,0,0.128,0.949,0.583,0,1,1,0,125
1,0,0.791,0.701,0.928,0.79,0.79,0,0,0,0,0,0,0.0857,0.93,0.79,0,1,1,0,125
1,0,0.749,0.671,0.807,0.768,0.768,0,0,0,0,0,0,0.156,0.91,0.768,0,1,1,0,125
1,0,0.453,0.553,0.35,0.656,0.656,0,0,0,0,0,0,0.171,0.87,0.524,0,1,1,0,125
1,0,0.196,0.489,0.116,0.556,0.556,0,0,0,0,0,0,0,0.811,0.357,0,1,1,0,125
1,0,0.0806,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0.0857,0.791,0.258,0,1,1,1,125
1,0,0.0392,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.771,0.258,0,1,1,1,125
1,0,0.0196,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.258,0,1,1,1,125
1,0,0.0152,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.258,0,1,1,1,125
1,0,0.024,0.469,0.051,0.367,0.367,0,0,0,0,0,0,0,0.712,0.294,0,1,1,1,125
1,0,0.0392,0.474,0.0816,0.401,0.401,0,0,0,0,0,0,0.282,0.712,0.305,0,1,1,1,125
1,0,0.0632,0.523,0.245,0.478,0.478,0,0,0,0,0,0,0.192,0.752,0.405,0,1,1,1,125
1,0,0.0871,0.572,0.305,0.523,0.523,0,0,0,0,0,0,0.112,0.791,0.435,0,1,1,1,125
0.667,0,0.107,0.582,0.318,0.378,0.378,0,0,0,0,0,0,0.3,0.811,0.338,0,1,1,1,125
0.333,0,0.126,0.524,0.185,0.256,0.256,0,0,0,0,0,0,0.0857,0.811,0.257,0,1,1,1,125
0.333,0,0.142,0.524,0.181,0.267,0.267,0,0,0,0,0,0,0.0428,0.791,0.261,0,1,1,1,125
0.333,0.467,0.157,0.529,0.175,0.278,0.278,0,0,0,0,0,0,0.0857,0.791,0.265,0,1,1,1,125
0.333,0.0167,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0.789,0.767,0,0.831,0.261,0,1,1,1,125
0.333,0,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0.1,0,0,0.831,0.276,0,1,1,1,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0,0,0,0,0,0.175,0.831,0.287,0,1,1,1,125
0,0,0.222,0.465,0.0495,0.356,0.356,0,0,0,0,0,0,0.0857,0.811,0.258,0,1,1,1,125
0.667,0,0.277,0.632,0.326,0.434,0.434,0,0,0,0,0,0,0.0857,0.87,0.375,0,1,1,1,125
0.667,0.717,0.34,0.672,0.395,0.59,0.59,0,0,0,0,0,0,0.237,0.949,0.479,0,1,1,1,125
1,0,0.457,0.79,0.736,0.701,0.701,0,0,0,0,0,0,0.302,0.989,0.701,0,1,1,1,125
1,0,0.64,0.745,0.895,0.745,0.745,0,0,0,0,0,0,0.046,0.949,0.745,0,1,1,1,125
1,0,0.791,0.701,0.928,0.79,0.79,0,0,0,0,0,0,0.358,0.93,0.79,0,1,1,1,125
0.667,0,0.749,0.602,0.555,0.768,0.768,0,0,0,0,0,0,0.548,0.91,0.598,0,1,1,1,125
0.667,0,0.453,0.509,0.2,0.656,0.656,0,0,0,0,0,0,0,0.87,0.391,0,1,1,1,125
1,0,0.196,0.489,0.116,0.556,0.556,0,0,0,0,0,0,0.49,0.811,0.357,0,1,1,1,125
0.667,0,0.0958,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0.104,0.791,0.258,0,1,1,0,125
1,0,0.0479,0.474,0.0578,0.412,0.412,0,0,0,0,0,0,0.129,0.771,0.309,0,1,1,0,125
1,0,0.0261,0.469,0.0495,0.412,0.412,0,0,0,0,0,0,0.362,0.752,0.309,0,1,1,0,125
1,0,0.0174,0.464,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.305,0,1,1,0,125
1,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
1,0,0.0305,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
1,0,0.0523,0.465,0.0495,0.478,0.478,0,0,0,0,0,0,0.171,0.752,0.258,0,1,1,0,125
1,0,0.0937,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0.199,0.791,0.346,0,1,1,0,125
1,0,0.155,0.582,0.318,0.378,0.378,0,0,0,0,0,0,0.134,0.811,0.338,0,1,1,0,125
1,0,0.205,0.582,0.321,0.256,0.256,0,0,0,0,0,0,0.127,0.811,0.257,0,1,1,0,125
0.667,0,0.244,0.524,0.181,0.267,0.267,0,0,0,0,0,0,0,0.791,0.261,0,1,1,0,125
0.333,0,0.268,0.529,0.175,0.278,0.278,0,0,0,0,0,0,0,0.791,0.265,0,1,1,0,125
0.333,0,0.288,0.534,0.171,0.267,0.267,0,0.037,0.106,0,0.706,0.75,0.187,0.831,0.261,0,1,1,0,125
1,0.55,0.34,0.671,0.409,0.312,0.312,0,0.278,0.511,0.483,0.139,0.267,0.321,0.831,0.312,0,1,1,0,125
0.667,0.167,0.388,0.592,0.29,0.345,0.345,0,0,0,0.55,0,0,0.0428,0.831,0.316,0,1,1,0,125
0.667,0.05,0.427,0.612,0.298,0.356,0.356,0,0,0,0,0,0,0.257,0.811,0.323,0,1,1,0,125
0.667,0.183,0.449,0.632,0.326,0.434,0.434,0,0,0,0,0.63,0.5,0,0.87,0.375,0,1,1,0,125
0.667,0,0.464,0.672,0.395,0.59,0.59,0,0.106,0.106,0,0.295,0.267,0.128,0.949,0.479,0,1,1,0,125
0.667,0,0.547,0.682,0.507,0.701,0.701,0,0.78,0.511,0.483,0.47,1,0.214,0.989,0.553,0,1,1,0,125
1,0,0.719,0.745,0.895,0.745,0.745,0,0,0,0.283,0.441,0.0167,0,0.949,0.745,0,1,1,0,125
1,0,0.845,0.701,0.928,0.79,0.79,0,0,0,0,0,0,0.214,0.93,0.79,0,1,1,0,125
1,0,0.78,0.671,0.807,0.768,0.768,0,0,0,0,0.674,0.75,0,0.91,0.768,0,1,1,0,125
1,0,0.492,0.596,0.5,0.656,0.656,0,0,0,0,0.445,0.267,0,0.87,0.656,0,1,1,0,125
1,0,0.224,0.513,0.183,0.556,0.556,0,0,0,0,0.518,0,0,0.811,0.457,0,1,1,0,125
1,0,0.0958,0.484,0.0743,0.445,0.445,0,0,0,0,0.396,0,0.132,0.791,0.32,0,1,1,0,125
1,0,0.0479,0.474,0.0578,0.412,0.412,0,0,0,0,0,0,0.0744,0.771,0.309,0,1,1,0,125
1,0,0.0261,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.258,0,1,1,0,125
1,0,0.0174,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.258,0,1,1,0,125
0.667,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
0.667,0,0.0305,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
0.667,0,0.0523,0.465,0.0495,0.478,0.478,0,0,0,0,0,0,0.182,0.752,0.258,0,1,1,0,125
1,0,0.0937,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0.0694,0.791,0.346,0,1,1,0,125
1,0,0.155,0.524,0.184,0.378,0.378,0,0,0,0,0,0,0.154,0.811,0.298,0,1,1,0,125
1,0,0.205,0.524,0.185,0.256,0.256,0,0,0,0,0,0,0.062,0.811,0.257,0,1,1,0,125
1,0,0.244,0.524,0.181,0.267,0.267,0,0,0,0,0,0,0.3,0.791,0.261,0,1,1,0,125
0.667,0.55,0.268,0.465,0.0495,0.278,0.278,0,0.14,0.298,0,0,0,0.171,0.791,0.258,0,1,1,0,125
0.667,0.667,0.288,0.534,0.171,0.267,0.267,0,0.527,0,0.767,0,0,0,0.831,0.261,0,1,1,0,125
0.667,0,0.34,0.534,0.169,0.312,0.312,0,0.519,0,0,0,0,0,0.831,0.276,0,1,1,0,125
0.667,0,0.388,0.592,0.29,0.345,0.345,0,0.259,0,0,0,0,0,0.831,0.316,0,1,1,0,125
0.667,0,0.427,0.612,0.298,0.356,0.356,0,0,0,0,0,0,0.0857,0.811,0.323,0,1,1,0,125
0.333,0,0.449,0.549,0.188,0.434,0.434,0,0,0,0,0,0,0.0428,0.87,0.316,0,1,1,0,125
0,0,0.464,0.465,0.0495,0.59,0.59,0,0,0,0,0,0,0.385,0.949,0.258,0,1,1,0,125
0,0,0.547,0.465,0.0495,0.701,0.701,0,0,0,0,0,0,0.214,0.989,0.258,0,1,1,0,125
0.333,0,0.719,0.559,0.331,0.745,0.745,0,0,0,0,0,0,0.0428,0.949,0.42,0,1,1,0,125
0.333,0,0.845,0.544,0.342,0.79,0.79,0,0,0,0,0,0,0,0.93,0.435,0,1,1,0,125
0.667,0,0.78,0.602,0.555,0.768,0.768,0,0.371,0.298,0,0,0,0,0.91,0.598,0,1,1,0,125
0.667,0,0.492,0.553,0.35,0.656,0.656,0,0.482,0,0.983,0,0,0.0857,0.87,0.524,0,1,1,0,125
1,0,0.224,0.537,0.249,0.556,0.556,0,0.404,0,0.05,0.166,0,0,0.811,0.556,0,1,1,0,125
1,0,0.0806,0.522,0.124,0.445,0.445,0,0.666,0,0,0,0,0.257,0.791,0.445,0,1,1,1,125
1,0,0.0392,0.483,0.066,0.412,0.412,0,0.76,0,0,0,0,0.0428,0.771,0.36,0,1,1,1,125
1,0,0.0196,0.469,0.0495,0.412,0.412,0,0.391,0,0,0,0,0,0.752,0.309,0,1,1,1,125
1,0,0.0152,0.464,0.0495,0.401,0.401,0,0.596,0,0,0,0,0,0.732,0.305,0,1,1,1,125
1,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0,0.712,0.258,0,1,1,1,125
1,0,0.0392,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0.0428,0.712,0.258,0,1,1,1,125
1,0.717,0.0632,0.494,0.147,0.478,0.478,0,0,0,0,0,0,0.0857,0.752,0.331,0,1,1,1,125
0.667,0.983,0.0871,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0.0428,0.791,0.346,0,1,1,1,125
0.667,0,0.107,0.524,0.184,0.378,0.378,0,0,0,0,0,0,0,0.811,0.298,0,1,1,1,125
0.667,0,0.126,0.582,0.321,0.256,0.256,0,0,0,0,0.45,0.767,0.228,0.811,0.257,0,1,1,1,125
0.667,0,0.142,0.582,0.312,0.267,0.267,0,0,0,0,0,0,0.375,0.791,0.264,0,1,1,1,125
0.667,0,0.157,0.592,0.3,0.278,0.278,0,0,0,0,0,0,0.561,0.791,0.271,0,1,1,1,125
0.333,0,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0,0,0,0.831,0.261,0,1,1,1,125
0.333,0,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0,0,0,0.831,0.276,0,1,1,1,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0.291,0.617,0,0,0,0.128,0.831,0.287,0,1,1,1,125
0.667,0,0.222,0.612,0.298,0.356,0.356,0,0.672,0,0.767,0,0,0.171,0.811,0.323,0,1,1,1,125
0.667,0.467,0.277,0.632,0.326,0.434,0.434,0,0.207,0,0,0,0,0,0.87,0.375,0,1,1,1,125
0.667,0.25,0.34,0.672,0.395,0.59,0.59,0,0,0,0,0,0,0,0.949,0.479,0,1,1,1,125
0.667,0,0.457,0.682,0.507,0.701,0.701,0,0,0,0,0,0,0.3,0.989,0.553,0,1,1,1,125
0.667,0,0.64,0.652,0.613,0.745,0.745,0,0,0,0,0,0,0,0.949,0.583,0,1,1,1,125
0.667,0,0.791,0.622,0.635,0.79,0.79,0,0,0,0,0.555,0.667,0,0.93,0.613,0,1,1,1,125
0.667,0,0.749,0.602,0.555,0.768,0.768,0,0,0,0,0.866,0.1,0.128,0.91,0.598,0,1,1,1,125
1,0,0.453,0.553,0.35,0.656,0.656,0,0,0,0,0,0,0.128,0.87,0.524,0,1,1,1,125
1,0,0.196,0.465,0.0495,0.556,0.556,0,0,0,0,0,0,0,0.811,0.258,0,1,1,1,125
1,0,0.0806,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0,0.791,0.258,0,1,1,0,125
1,0,0.0392,0.474,0.0578,0.412,0.412,0,0,0,0,0,0,0,0.771,0.309,0,1,1,0,125
1,0,0.0196,0.469,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.309,0,1,1,0,125
1,0,0.0152,0.464,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.305,0,1,1,0,125
1,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
1,0,0.0392,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0.171,0.712,0.258,0,1,1,0,125
0.667,0,0.0632,0.494,0.147,0.478,0.478,0,0,0,0,0,0,0.298,0.752,0.331,0,1,1,0,125
0.667,0,0.0871,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0.0857,0.791,0.346,0,1,1,0,125
0.333,0,0.107,0.465,0.0495,0.378,0.378,0,0,0,0,0,0,0,0.811,0.258,0,1,1,0,125
0.333,0,0.126,0.524,0.185,0.256,0.256,0,0,0,0,0,0,0.164,0.811,0.257,0,1,1,0,125
0,0,0.142,0.465,0.0495,0.267,0.267,0,0.691,0.936,0.15,0,0,0.171,0.791,0.258,0,1,1,0,125
0.333,0,0.157,0.529,0.175,0.278,0.278,0,0.773,0,0.883,0,0,0,0.791,0.265,0,1,1,0,125
0.333,0,0.166,0.534,0.171,0.267,0.267,0,0.539,0,0,0,0,0.0428,0.831,0.261,0,1,1,0,125
0.333,0,0.187,0.534,0.169,0.312,0.312,0,0.674,0,0,0,0,0,0.831,0.276,0,1,1,0,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0.429,0,0,0,0,0.0428,0.831,0.287,0,1,1,0,125
0.333,0,0.222,0.539,0.174,0.356,0.356,0,0.463,0,0,0,0,0.0428,0.811,0.29,0,1,1,0,125
0.667,0,0.277,0.632,0.326,0.434,0.434,0,0.428,0,0,0,0,0.0428,0.87,0.375,0,1,1,0,125
1,0,0.34,0.775,0.567,0.59,0.59,0,0.529,0,0,0.396,0.417,0.128,0.949,0.59,0,1,1,0,125
1,0,0.457,0.79,0.736,0.701,0.701,0,0.49,0,0,0.757,0.6,0.0428,0.989,0.701,0,1,1,0,125
1,0,0.64,0.745,0.895,0.745,0.745,0,0.921,0,0,0.489,0,0.128,0.949,0.745,0,1,1,0,125
1,0,0.791,0.701,0.928,0.79,0.79,0,0.0836,0,0,0.603,0,0.0857,0.93,0.79,0,1,1,0,125
1,0,0.749,0.602,0.555,0.768,0.768,0,0,0,0,0.531,0,0.0857,0.91,0.598,0,1,1,0,125
1,0,0.453,0.509,0.2,0.656,0.656,0,0,0,0,0.764,0,0.0428,0.87,0.391,0,1,1,0,125
1,0,0.196,0.489,0.116,0.556,0.556,0,0,0,0,0.16,0,0,0.811,0.357,0,1,1,0,125
1,0,0.0806,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0,0.791,0.258,0,1,1,1,125
1,0,0.0392,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.771,0.258,0,1,1,1,125
1,0,0.0196,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.258,0,1,1,1,125
1,0,0.0152,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.258,0,1,1,1,125
1,0.233,0.024,0.469,0.051,0.367,0.367,0,0,0,0,0,0,0,0.712,0.294,0,1,1,1,125
1,0,0.0392,0.474,0.0816,0.401,0.401,0,0,0,0,0,0,0,0.712,0.305,0,1,1,1,125
0.667,0,0.0632,0.494,0.147,0.478,0.478,0,0,0,0,0,0,0.201,0.752,0.331,0,1,1,1,125
0.667,0.217,0.0871,0.572,0.305,0.523,0.523,0,0,0,0,0,0,0.155,0.791,0.435,0,1,1,1,125
0.667,0.5,0.107,0.582,0.318,0.378,0.378,0,0,0,0,0,0,0.465,0.811,0.338,0,1,1,1,125
0.333,0,0.126,0.524,0.185,0.256,0.256,0,0,0,0,0.718,0.767,0.171,0.811,0.257,0,1,1,1,125
0.333,0,0.142,0.524,0.181,0.267,0.267,0,0,0,0,0,0,0.0857,0.791,0.261,0,1,1,1,125
0.333,0.217,0.157,0.529,0.175,0.278,0.278,0,0,0,0,0,0,0.0857,0.791,0.265,0,1,1,1,125
0.333,1,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0.276,0.167,0.0428,0.831,0.261,0,1,1,1,125
0.333,0.233,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0.59,0.85,0,0.831,0.276,0,1,1,1,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0,0,0,0.421,0,0.0857,0.831,0.287,0,1,1,1,125
0.333,0,0.222,0.539,0.174,0.356,0.356,0,0,0,0,0.647,0,0.0428,0.811,0.29,0,1,1,1,125
0.333,0.233,0.277,0.549,0.188,0.434,0.434,0,0,0,0,0,0,0,0.87,0.316,0,1,1,1,125
0.667,0,0.34,0.672,0.395,0.59,0.59,0,0.328,0.298,0.517,0,0,0.171,0.949,0.479,0,1,1,1,125
0.667,0,0.457,0.682,0.507,0.701,0.701,0,0.633,0,0,0,0,0.214,0.989,0.553,0,1,1,1,125
1,0,0.64,0.745,0.895,0.745,0.745,0,0.418,0,0,0,0,0.128,0.949,0.745,0,1,1,1,125
1,0,0.791,0.701,0.928,0.79,0.79,0,0.886,0,0,0,0,0.128,0.93,0.79,0,1,1,1,125
1,0,0.749,0.671,0.807,0.768,0.768,0,0.307,0,0,0,0,0.118,0.91,0.768,0,1,1,1,125
1,0,0.453,0.509,0.2,0.656,0.656,0,0,0,0,0,0,0,0.87,0.391,0,1,1,1,125
1,0,0.196,0.489,0.116,0.556,0.556,0,0,0,0,0,0,0.0917,0.811,0.357,0,1,1,1,125
1,0,0.0806,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0,0.791,0.258,0,1,1,0,125
1,0,0.0392,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.771,0.258,0,1,1,0,125
1,0,0.0196,0.465,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.258,0,1,1,0,125
1,0,0.0152,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.732,0.258,0,1,1,0,125
1,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
1,0,0.0392,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.712,0.258,0,1,1,0,125
1,0,0.0632,0.494,0.147,0.478,0.478,0,0,0,0,0,0,0.182,0.752,0.331,0,1,1,0,125
1,0,0.0871,0.519,0.177,0.523,0.523,0,0,0,0,0,0,0,0.791,0.346,0,1,1,0,125
0.667,0.217,0.107,0.465,0.0495,0.378,0.378,0,0,0,0,0,0,0,0.811,0.258,0,1,1,0,125
0.667,0.267,0.126,0.524,0.185,0.256,0.256,0,0,0,0,0,0,0.0428,0.811,0.257,0,1,1,0,125
0.667,0,0.142,0.524,0.181,0.267,0.267,0,0,0,0,0,0,0.0857,0.791,0.261,0,1,1,0,125
0.667,0,0.157,0.529,0.175,0.278,0.278,0,0,0,0,0,0,0,0.791,0.265,0,1,1,0,125
0.667,0,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0,0,0,0.831,0.261,0,1,1,0,125
0.667,0,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0,0,0.0428,0.831,0.276,0,1,1,0,125
0.667,0,0.198,0.529,0.17,0.345,0.345,0,0,0,0,0,0,0.128,0.831,0.287,0,1,1,0,125
0.333,0,0.222,0.465,0.0495,0.356,0.356,0,0,0,0,0,0,0.171,0.811,0.258,0,1,1,0,125
0.667,0,0.277,0.549,0.188,0.434,0.434,0,0,0,0,0,0,0.128,0.87,0.316,0,1,1,0,125
0.667,0,0.34,0.569,0.222,0.59,0.59,0,0,0,0,0,0,0.257,0.949,0.368,0,1,1,0,125
1,0.967,0.457,0.79,0.736,0.701,0.701,0,0,0,0,0,0,0.208,0.989,0.701,0,1,1,0,125
1,1,0.64,0.745,0.895,0.745,0.745,0,0,0,0,0,0,0.26,0.949,0.745,0,1,1,0,125
1,0.467,0.791,0.701,0.928,0.79,0.79,0,0,0,0,0,0,0.0529,0.93,0.79,0,1,1,0,125
1,0,0.749,0.671,0.807,0.768,0.768,0,0,0,0,0,0,0.138,0.91,0.768,0,1,1,0,125
1,0,0.453,0.596,0.5,0.656,0.656,0,0,0,0,0,0,0.359,0.87,0.656,0,1,1,0,125
0.667,0,0.196,0.489,0.116,0.556,0.556,0,0,0,0,0,0,0.559,0.811,0.357,0,1,1,0,125
0.667,0,0.0806,0.465,0.0495,0.445,0.445,0,0,0,0,0,0,0.128,0.791,0.258,0,1,1,1,125
1,0,0.0392,0.474,0.0578,0.412,0.412,0,0,0,0,0,0,0.128,0.771,0.309,0,1,1,1,125
1,0,0.0196,0.469,0.0495,0.412,0.412,0,0,0,0,0,0,0,0.752,0.309,0,1,1,1,125
1,0,0.0152,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0.0428,0.732,0.258,0,1,1,1,125
1,0,0.024,0.465,0.0495,0.367,0.367,0,0,0,0,0,0,0.0428,0.712,0.258,0,1,1,1,125
1,0.467,0.0392,0.465,0.0495,0.401,0.401,0,0,0,0,0,0,0,0.712,0.258,0,1,1,1,125
1,0.5,0.0632,0.523,0.245,0.478,0.478,0,0,0,0,0,0,0,0.752,0.405,0,1,1,1,125
1,0,0.0871,0.572,0.305,0.523,0.523,0,0,0,0,0,0,0,0.791,0.435,0,1,1,1,125
1,0,0.107,0.582,0.318,0.378,0.378,0,0,0,0,0.282,0.167,0,0.811,0.338,0,1,1,1,125
1,0,0.126,0.582,0.321,0.256,0.256,0,0,0,0,0.696,0.6,0.249,0.811,0.257,0,1,1,1,125
1,0,0.142,0.641,0.443,0.267,0.267,0,0,0,0,0.458,0,0.195,0.791,0.267,0,1,1,1,125
0.333,0,0.157,0.529,0.175,0.278,0.278,0,0,0,0,0.679,0,0,0.791,0.265,0,1,1,1,125
0.333,0,0.166,0.534,0.171,0.267,0.267,0,0,0,0,0.194,0,0.271,0.831,0.261,0,1,1,1,125
0.333,0,0.187,0.534,0.169,0.312,0.312,0,0,0,0,0,0,0.0857,0.831,0.276,0,1,1,1,125
0.333,0,0.198,0.529,0.17,0.345,0.345,0,0,0,0,0,0,0,0.831,0.287,0,1,1,1,125
0.333,0,0.222,0.539,0.174,0.356,0.356,0,0,0,0,0.328,0.417,0,0.811,0.29,0,1,1,1,125
1,0.233,0.277,0.632,0.326,0.434,0.434,0,0,0,0,0.301,0.35,0.171,0.87,0.375,0,1,1,1,125
1,0,0.34,0.775,0.567,0.59,0.59,0,0,0,0,0,0,0.0857,0.949,0.59,0,1,1,1,125
1,0,0.457,0.79,0.736,0.701,0.701,0,0,0,0,0,0,0.0428,0.989,0.701,0,1,1,1,125
1,0,0.64,0.745,0.895,0.745,0.745,0,0,0,0,0,0,0.171,0.949,0.745,0,1,1,1,125
1,0.483,0.791,0.701,0.928,0.79,0.79,0,0,0,0,0,0,0.206,0.93,0.79,0,1,1,1,125
