building_id,date,address,comments,building_config_id,heating_electric,heating_natural_gas,heating_lpg,heating_fuel_oil,cooling_electric,lighting_electric,large_appliance_electric,small_appliance_electric,hot_water_electric,hot_water_natural_gas,hot_water_lpg,hot_water_fuel_oil,hot_water_hot_water,generation_electric
9139,8/3/20 9:09,Regression run 8.1,Base,64501,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
9140,8/3/20 9:10,Regression run 8.2,Location CZ01,64512,551,77000,0,0,984,2055,1948,3005,0,21265,0,0,23003,0
9141,8/3/20 9:12,Regression run 8.3,Location CZ02,64523,491,68400,0,0,1621,2055,1948,3005,0,19849,0,0,22636,0
9142,8/3/20 9:13,Regression run 8.4,Location CZ03,64534,553,77300,0,0,1670,2055,1948,3005,0,20627,0,0,22845,0
9143,8/3/20 9:15,Regression run 8.5,Location CZ05,64545,959,133500,0,0,37,2055,1948,3005,0,25495,0,0,23891,0
9144,8/3/20 9:16,Regression run 8.6,Location CZ07,64556,429,59400,0,0,1635,2055,1948,3005,0,19695,0,0,22592,0
9145,8/3/20 9:18,Regression run 8.7,Location CZ08,64567,251,34700,0,0,2450,2055,1948,3005,0,17575,0,0,21940,0
9146,8/3/20 9:19,Regression run 8.8,Location CZ09,64578,1,100,0,0,7258,2055,1948,3005,0,11381,0,0,18965,0
9147,8/3/20 9:20,Regression run 8.9,Location CZ10,64589,422,59100,0,0,2238,2055,1948,3005,0,19065,0,0,22412,0
9148,8/3/20 9:22,Regression run 8.10,Location CZ11,64600,306,42800,0,0,2734,2055,1948,3005,0,17810,0,0,22019,0
9149,8/3/20 9:23,Regression run 8.11,Location CZ12,64611,247,32900,0,0,2552,2055,1948,3005,0,17773,0,0,22006,0
9150,8/3/20 9:24,Regression run 8.12,Location CZ13,64622,104,14400,0,0,4689,2055,1948,3005,0,14631,0,0,20781,0
9151,8/3/20 9:26,Regression run 8.13,Location CZ14,64633,437,56700,0,0,1594,2055,1948,3005,0,20281,0,0,22752,0
9152,8/3/20 9:27,Regression run 8.14,Location CZ15,64644,501,63700,0,0,862,2055,1948,3005,0,21422,0,0,23041,0
9153,8/3/20 9:28,Regression run 8.15,Location CZ16,64655,275,34600,0,0,1845,2055,1948,3005,0,19030,0,0,22400,0
9154,8/3/20 9:30,Regression run 8.16,Location CZ17,64666,17,2300,0,0,7470,2055,1948,3005,0,11858,0,0,19300,0
