building_id,date,address,comments,building_config_id,heating_electric,heating_natural_gas,heating_lpg,heating_fuel_oil,cooling_electric,lighting_electric,large_appliance_electric,small_appliance_electric,hot_water_electric,hot_water_natural_gas,hot_water_lpg,hot_water_fuel_oil,hot_water_hot_water,generation_electric
8289,4/27/20 15:39,Regression run 8.1,Base,56050,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8290,4/27/20 15:40,Regression run 8.2,Location CZ01,56061,551,77000,0,0,984,2055,1948,3005,0,21265,0,0,23003,0
8291,4/27/20 15:41,Regression run 8.3,Location CZ02,56072,491,68400,0,0,1621,2055,1948,3005,0,19849,0,0,22636,0
8292,4/27/20 15:42,Regression run 8.4,Location CZ03,56083,553,77300,0,0,1670,2055,1948,3005,0,20627,0,0,22845,0
8293,4/27/20 15:43,Regression run 8.5,Location CZ05,56094,959,133500,0,0,37,2055,1948,3005,0,25495,0,0,23891,0
8294,4/27/20 15:44,Regression run 8.6,Location CZ07,56105,429,59400,0,0,1635,2055,1948,3005,0,19695,0,0,22592,0
8295,4/27/20 15:44,Regression run 8.7,Location CZ08,56116,251,34700,0,0,2450,2055,1948,3005,0,17575,0,0,21940,0
8296,4/27/20 15:45,Regression run 8.8,Location CZ09,56127,1,100,0,0,7258,2055,1948,3005,0,11381,0,0,18965,0
8297,4/27/20 15:46,Regression run 8.9,Location CZ10,56138,422,59100,0,0,2238,2055,1948,3005,0,19065,0,0,22412,0
8298,4/27/20 15:47,Regression run 8.10,Location CZ11,56149,306,42800,0,0,2734,2055,1948,3005,0,17810,0,0,22019,0
8299,4/27/20 15:48,Regression run 8.11,Location CZ12,56160,247,32900,0,0,2552,2055,1948,3005,0,17773,0,0,22006,0
8300,4/27/20 15:49,Regression run 8.12,Location CZ13,56171,104,14400,0,0,4689,2055,1948,3005,0,14631,0,0,20781,0
8301,4/27/20 15:50,Regression run 8.13,Location CZ14,56182,437,56700,0,0,1594,2055,1948,3005,0,20281,0,0,22752,0
8302,4/27/20 15:51,Regression run 8.14,Location CZ15,56193,501,63700,0,0,862,2055,1948,3005,0,21422,0,0,23041,0
8303,4/27/20 15:52,Regression run 8.15,Location CZ16,56204,275,34600,0,0,1845,2055,1948,3005,0,19030,0,0,22400,0
8304,4/27/20 15:53,Regression run 8.16,Location CZ17,56215,17,2300,0,0,7470,2055,1948,3005,0,11858,0,0,19300,0
8305,4/27/20 15:54,Regression run 8.17,Location CZ18,56226,136,18800,0,0,2956,2055,1948,3005,0,16792,0,0,21664,0
8306,4/27/20 15:55,Regression run 8.18,Location CZ19,56237,97,13500,0,0,70,2055,1948,3005,0,18983,0,0,22377,0
8307,4/27/20 15:56,Regression run 8.19,Location CZ20,56248,8,1000,0,0,1349,2055,1948,3005,0,16192,0,0,21427,0
8308,4/27/20 15:57,Regression run 8.20,Townhouse mid,56259,333,46300,0,0,1770,2055,1948,3005,0,19183,0,0,22446,0
8309,4/27/20 15:58,Regression run 8.21,Townhouse left,56270,377,52200,0,0,1986,2055,1948,3005,0,19183,0,0,22446,0
8310,4/27/20 15:59,Regression run 8.22,Townhouse right,56281,379,52600,0,0,1947,2055,1948,3005,0,19183,0,0,22446,0
8311,4/27/20 16:00,Regression run 8.23,Year 1700,56292,467,64800,0,0,2205,2055,1948,3005,0,19183,0,0,22446,0
8312,4/27/20 16:00,Regression run 8.24,Year 2020,56303,335,46500,0,0,2067,2055,1948,3005,0,19183,0,0,22446,0
8313,4/27/20 16:01,Regression run 8.25,Bedrooms 1,56314,442,61300,0,0,2015,2055,1390,2666,0,13227,0,0,12825,0
8314,4/27/20 16:02,Regression run 8.26,Bedrooms 8,56325,399,55400,0,0,2364,2055,2693,3373,0,27123,0,0,35274,0
8315,4/27/20 16:03,Regression run 8.27,Floors 1,56336,439,61000,0,0,1787,2055,1948,3005,0,19183,0,0,22446,0
8316,4/27/20 16:04,Regression run 8.28,Floors 4,56347,481,66700,0,0,2574,2055,1948,3005,0,19183,0,0,22446,0
8317,4/27/20 16:05,Regression run 8.29,Ceiling height 6,56358,349,48300,0,0,1994,2055,1948,3005,0,19183,0,0,22446,0
8318,4/27/20 16:06,Regression run 8.30,Ceiling height 12,56369,581,80800,0,0,2476,2055,1948,3005,0,19183,0,0,22446,0
8319,4/27/20 16:07,Regression run 8.31,Floor area 500,56380,163,22500,0,0,1420,855,1948,1640,0,19183,0,0,22446,0
8320,4/27/20 16:08,Regression run 8.32,Floor area 6000,56391,792,109700,0,0,3576,5255,1948,6645,0,19183,0,0,22446,0
8321,4/27/20 16:09,Regression run 8.33,Orientation north east,56402,428,59600,0,0,2301,2055,1948,3005,0,19183,0,0,22446,0
8322,4/27/20 16:10,Regression run 8.34,Orientation east,56413,423,58800,0,0,2334,2055,1948,3005,0,19183,0,0,22446,0
8323,4/27/20 16:11,Regression run 8.35,Orientation south east,56424,426,59300,0,0,2317,2055,1948,3005,0,19183,0,0,22446,0
8324,4/27/20 16:12,Regression run 8.36,Orientation south,56435,418,58000,0,0,2183,2055,1948,3005,0,19183,0,0,22446,0
8325,4/27/20 16:13,Regression run 8.37,Orientation south west,56446,421,58400,0,0,2328,2055,1948,3005,0,19183,0,0,22446,0
8326,4/27/20 16:14,Regression run 8.38,Orientation west,56457,417,58000,0,0,2350,2055,1948,3005,0,19183,0,0,22446,0
8327,4/27/20 16:15,Regression run 8.39,Orientation north west,56468,426,59300,0,0,2318,2055,1948,3005,0,19183,0,0,22446,0
8328,4/27/20 16:16,Regression run 8.40,Blowerdoor 0,56479,216,31800,0,0,1898,2055,1948,3005,0,19183,0,0,22446,0
8329,4/27/20 16:16,Regression run 8.41,Blowerdoor 250,56490,242,33400,0,0,1945,2055,1948,3005,0,19183,0,0,22446,0
8330,4/27/20 16:17,Regression run 8.42,Blowerdoor 800,56501,271,37300,0,0,1981,2055,1948,3005,0,19183,0,0,22446,0
8331,4/27/20 16:18,Regression run 8.43,Blowerdoor 2500,56512,360,49800,0,0,2096,2055,1948,3005,0,19183,0,0,22446,0
8332,4/27/20 16:19,Regression run 8.44,Blowerdoor 800 sealed,56523,271,37300,0,0,1981,2055,1948,3005,0,19183,0,0,22446,0
8333,4/27/20 16:20,Regression run 8.45,No blowerdoor sealed,56533,375,52100,0,0,2110,2055,1948,3005,0,19183,0,0,22446,0
8334,4/27/20 16:21,Regression run 8.46,Walls all same,56543,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8335,4/27/20 16:22,Regression run 8.47,Windows all same,56554,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8336,4/27/20 16:23,Regression run 8.48,Roof area 250,56565,291,40300,0,0,1996,1255,1948,2095,0,19183,0,0,22446,0
8337,4/27/20 16:24,Regression run 8.49,Roof area 2000,56576,472,65500,0,0,2251,2055,1948,3005,0,19183,0,0,22446,0
8338,4/27/20 16:25,Regression run 8.50,Roof constructions rb and ps,56587,421,58500,0,0,1968,2055,1948,3005,0,19183,0,0,22446,0
8339,4/27/20 16:26,Regression run 8.51,Roof finishes wo and rc,56602,423,58800,0,0,2156,2055,1948,3005,0,19183,0,0,22446,0
8340,4/27/20 16:27,Regression run 8.52,Roof finishes lc and tg,56617,423,58800,0,0,1996,2055,1948,3005,0,19183,0,0,22446,0
8341,4/27/20 16:28,Regression run 8.53,Roof color white,56632,429,59600,0,0,1906,2055,1948,3005,0,19183,0,0,22446,0
8342,4/27/20 16:29,Regression run 8.54,Roof color light,56643,426,59200,0,0,2121,2055,1948,3005,0,19183,0,0,22446,0
8343,4/27/20 16:30,Regression run 8.55,Roof color medium,56654,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8344,4/27/20 16:31,Regression run 8.56,Roof color medium_dark,56665,422,58700,0,0,2189,2055,1948,3005,0,19183,0,0,22446,0
8345,4/27/20 16:32,Regression run 8.57,Roof color dark,56676,421,58400,0,0,2215,2055,1948,3005,0,19183,0,0,22446,0
8346,4/27/20 16:33,Regression run 8.58,Roof cool color 0,56688,435,60400,0,0,1804,2055,1948,3005,0,19183,0,0,22446,0
8347,4/27/20 16:34,Regression run 8.59,Roof cool color 1,56699,419,58200,0,0,2237,2055,1948,3005,0,19183,0,0,22446,0
8348,4/27/20 16:35,Regression run 8.60,Ceiling R0,56711,607,84600,0,0,2660,2055,1948,3005,0,19183,0,0,22446,0
8349,4/27/20 16:36,Regression run 8.61,Ceiling R60,56723,389,54000,0,0,2065,2055,1948,3005,0,19183,0,0,22446,0
8350,4/27/20 16:37,Regression run 8.62,Roof type conditioned attic,56730,584,78300,0,0,2909,2055,1948,3005,0,19183,0,0,22446,0
8351,4/27/20 16:37,Regression run 8.63,Roof type cathedral ceiling,56738,492,67600,0,0,2773,2055,1948,3005,0,19183,0,0,22446,0
8352,4/27/20 16:39,Regression run 8.64,Skylight scna and stna,56746,590,81300,0,0,4193,2055,1948,3005,0,19183,0,0,22446,0
8353,4/27/20 16:40,Regression run 8.65,Skylight dcaa and dtaa,56764,550,75800,0,0,3979,2055,1948,3005,0,19183,0,0,22446,0
8354,4/27/20 16:42,Regression run 8.66,Skylight dcab and dtab,56782,531,73200,0,0,4001,2055,1948,3005,0,19183,0,0,22446,0
8355,4/27/20 16:43,Regression run 8.67,Skylight dpeaab and dseab,56800,532,73400,0,0,3748,2055,1948,3005,0,19183,0,0,22446,0
8356,4/27/20 16:44,Regression run 8.68,Skylight scnw and stnw,56818,568,78300,0,0,3896,2055,1948,3005,0,19183,0,0,22446,0
8357,4/27/20 16:46,Regression run 8.69,Skylight dcaw and dtaw,56836,523,72000,0,0,3711,2055,1948,3005,0,19183,0,0,22446,0
8358,4/27/20 16:47,Regression run 8.70,Skylight dpeaw and dpeaaw,56854,511,70500,0,0,3713,2055,1948,3005,0,19183,0,0,22446,0
8359,4/27/20 16:49,Regression run 8.71,Skylight dseaw and dseaaw,56872,545,75500,0,0,3077,2055,1948,3005,0,19183,0,0,22446,0
8360,4/27/20 16:50,Regression run 8.72,Skylight dseaa and thmabw,56890,565,78100,0,0,3164,2055,1948,3005,0,19183,0,0,22446,0
8361,4/27/20 16:51,Regression run 8.73,Skylight u1,56908,456,63100,0,0,3046,2055,1948,3005,0,19183,0,0,22446,0
8362,4/27/20 16:52,Regression run 8.74,Skylight u0.1,56920,370,51000,0,0,3207,2055,1948,3005,0,19183,0,0,22446,0
8363,4/27/20 16:53,Regression run 8.75,Skylight shgc0.9,56932,370,50900,0,0,4038,2055,1948,3005,0,19183,0,0,22446,0
8364,4/27/20 16:54,Regression run 8.76,Skylight shgc0.1,56944,473,65700,0,0,2249,2055,1948,3005,0,19183,0,0,22446,0
8365,4/27/20 16:55,Regression run 8.77,Skylight solar screen,56956,502,69600,0,0,2600,2055,1948,3005,0,19183,0,0,22446,0
8366,4/27/20 16:56,Regression run 8.78,Roof2 cathedral ceiling,56968,428,59300,0,0,2190,2055,1948,3005,0,19183,0,0,22446,0
8367,4/27/20 16:58,Regression run 8.79,Roof2 vented attic,56980,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8369,4/27/20 16:59,Regression run 8.80,Roof2 conditioned attic,56996,468,65000,0,0,2266,2055,1948,3005,0,19183,0,0,22446,0
8376,4/27/20 17:00,Regression run 8.81,Floor area 250,57014,324,45100,0,0,2053,1255,1948,2095,0,19183,0,0,22446,0
8377,4/27/20 17:01,Regression run 8.82,Floor area 2000,57025,467,65100,0,0,2224,2055,1948,3005,0,19183,0,0,22446,0
8378,4/27/20 17:02,Regression run 8.83,Floor unconditioned basement,57036,474,66000,0,0,2372,2055,1948,3005,0,19183,0,0,22446,0
8379,4/27/20 17:03,Regression run 8.84,Floor conditioned basement,57051,339,47000,0,0,2069,2055,1948,3005,0,19183,0,0,22446,0
8380,4/27/20 17:04,Regression run 8.85,Floor vented crawl,57064,503,70000,0,0,2627,2055,1948,3005,0,19183,0,0,22446,0
8381,4/27/20 17:05,Regression run 8.86,Floor unvented crawl,57079,476,66000,0,0,2606,2055,1948,3005,0,19183,0,0,22446,0
8382,4/27/20 17:06,Regression run 8.87,Floor slab insulated,57096,400,55500,0,0,2300,2055,1948,3005,0,19183,0,0,22446,0
8383,4/27/20 17:07,Regression run 8.88,Floor insulated 38,57107,415,57600,0,0,2627,2055,1948,3005,0,19183,0,0,22446,0
