building_id,date,address,comments,building_config_id,heating_electric,heating_natural_gas,heating_lpg,heating_fuel_oil,cooling_electric,lighting_electric,large_appliance_electric,small_appliance_electric,hot_water_electric,hot_water_natural_gas,hot_water_lpg,hot_water_fuel_oil,hot_water_hot_water,generation_electric
8384,4/27/20 17:08,Regression run 8.89,Basement wall insulated 11,57118,276,38000,0,0,2101,2055,1948,3005,0,19183,0,0,22446,0
8385,4/27/20 17:09,Regression run 8.90,Floor2 unconditioned basement,57129,441,61300,0,0,2265,2055,1948,3005,0,19183,0,0,22446,0
8386,4/27/20 17:11,Regression run 8.91,Floor2 conditioned basement,57144,405,56400,0,0,2195,2055,1948,3005,0,19183,0,0,22446,0
8387,4/27/20 17:12,Regression run 8.92,Floor2 vented crawl,57157,453,63000,0,0,2362,2055,1948,3005,0,19183,0,0,22446,0
8388,4/27/20 17:13,Regression run 8.93,Floor2 unvented crawl,57172,444,61700,0,0,2356,2055,1948,3005,0,19183,0,0,22446,0
8389,4/27/20 17:14,Regression run 8.94,Wall exterior finishes,57189,419,58100,0,0,2163,2055,1948,3005,0,19183,0,0,22446,0
8390,4/27/20 17:15,Regression run 8.95,Wall R-0,57200,667,92500,0,0,2960,2055,1948,3005,0,19183,0,0,22446,0
8391,4/27/20 17:16,Regression run 8.96,Wall R-21,57212,382,53000,0,0,2026,2055,1948,3005,0,19183,0,0,22446,0
8392,4/27/20 17:17,Regression run 8.97,Wall constructions ps ov br cb,57223,433,60100,0,0,2238,2055,1948,3005,0,19183,0,0,22446,0
8393,4/27/20 17:18,Regression run 8.98,Wall construction sb,57235,309,42800,0,0,1781,2055,1948,3005,0,19183,0,0,22446,0
8394,4/27/20 17:19,Regression run 8.99,Window area 0,57246,438,60700,0,0,1403,2055,1948,3005,0,19183,0,0,22446,0
8395,4/27/20 17:20,Regression run 8.100,Window area low,57257,433,60200,0,0,1662,2055,1948,3005,0,19183,0,0,22446,0
8396,4/27/20 17:21,Regression run 8.101,Window area high,57268,603,82800,0,0,6744,2055,1948,3005,0,19183,0,0,22446,0
8397,4/27/20 17:22,Regression run 8.102,Window scna stna dcaa dtaa,57279,483,67100,0,0,2283,2055,1948,3005,0,19183,0,0,22446,0
8398,4/27/20 17:23,Regression run 8.103,Window dcab dtab dpeaab dseab,57290,428,59500,0,0,2173,2055,1948,3005,0,19183,0,0,22446,0
8399,4/27/20 17:24,Regression run 8.104,Window scnw stnw dcaw dtaw,57301,457,63400,0,0,2143,2055,1948,3005,0,19183,0,0,22446,0
8400,4/27/20 17:25,Regression run 8.105,Window dpeaw dpeaaw dseaw dseaaw,57312,423,58800,0,0,1989,2055,1948,3005,0,19183,0,0,22446,0
8401,4/27/20 17:26,Regression run 8.106,Window dseaa and thmabw,57323,456,63500,0,0,1850,2055,1948,3005,0,19183,0,0,22446,0
8402,4/27/20 17:27,Regression run 8.107,Window u1,57334,499,69300,0,0,2050,2055,1948,3005,0,19183,0,0,22446,0
8403,4/27/20 17:28,Regression run 8.108,Window u0.1,57345,357,49700,0,0,2128,2055,1948,3005,0,19183,0,0,22446,0
8404,4/27/20 17:29,Regression run 8.109,Window shgc0.9,57356,371,51200,0,0,2673,2055,1948,3005,0,19183,0,0,22446,0
8405,4/27/20 17:29,Regression run 8.110,Window shgc0.1,57367,501,69700,0,0,1474,2055,1948,3005,0,19183,0,0,22446,0
8406,4/27/20 17:30,Regression run 8.111,Window solar screen,57378,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8407,4/27/20 17:31,Regression run 8.112,HVAC heat pump,57389,8128,0,0,0,2845,2055,1948,3005,0,19183,0,0,22446,0
8408,4/27/20 17:32,Regression run 8.113,HVAC heat pump year 1972,57399,7683,0,0,0,2847,2055,1948,3005,0,19183,0,0,22446,0
8409,4/27/20 17:33,Regression run 8.114,HVAC gchp,57409,5190,0,0,0,2086,2055,1948,3005,0,19183,0,0,22446,0
8410,4/27/20 17:34,Regression run 8.115,HVAC mini_split,57418,2938,0,0,0,451,2055,1948,3005,0,19183,0,0,22446,0
8411,4/27/20 17:35,Regression run 8.116,HVAC heat pump cooling only,57427,0,0,0,0,2836,2055,1948,3005,0,19183,0,0,22446,0
8412,4/27/20 17:35,Regression run 8.117,HVAC heat pump heating only,57437,8268,0,0,0,0,2055,1948,3005,0,19183,0,0,22446,0
8413,4/27/20 17:36,Regression run 8.118,Heating wall furnace,57447,282,51300,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
8414,4/27/20 17:37,Regression run 8.119,Heating wall furnace year 1972,57457,282,55800,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
8415,4/27/20 17:38,Regression run 8.120,Heating boiler,57467,293,55000,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
8416,4/27/20 17:39,Regression run 8.121,Heating boiler year 1972,57478,293,61000,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
8417,4/27/20 17:40,Regression run 8.122,Heating electric boiler,57489,11628,0,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
8418,4/27/20 17:41,Regression run 8.123,Heating baseboard,57499,10876,0,0,0,2125,2055,1948,3005,0,19183,0,0,22446,0
8419,4/27/20 17:42,Regression run 8.124,Heating none,57510,0,0,0,0,2121,2055,1948,3005,0,19183,0,0,22446,0
8420,4/27/20 17:42,Regression run 8.125,Heating wood stove pellet,57520,282,0,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
8421,4/27/20 17:43,Regression run 8.126,Heating wood stove cord,57530,282,0,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
8422,4/27/20 17:44,Regression run 8.127,Heating fuel electric,57540,14315,0,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8423,4/27/20 17:45,Regression run 8.128,Heating fuel lpg,57551,423,0,75700,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8424,4/27/20 17:46,Regression run 8.129,Heating fuel fuel oil,57562,423,0,0,75700,2162,2055,1948,3005,0,19183,0,0,22446,0
8425,4/27/20 17:47,Regression run 8.130,Heating furnace year 1972,57573,423,68300,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8426,4/27/20 17:48,Regression run 8.131,Heating furnace year 2020,57584,423,55500,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
8427,4/27/20 17:49,Regression run 8.132,Heating furnace north,57595,491,95600,0,0,1621,2055,1948,3005,0,19849,0,0,22636,0
8428,4/27/20 17:50,Regression run 8.133,Heating furnace south,57606,17,3400,0,0,7470,2055,1948,3005,0,11858,0,0,19300,0
8429,4/27/20 17:51,Regression run 8.134,Heating condensing furnace,57617,318,49500,0,0,2083,2055,1948,3005,0,19183,0,0,22446,0
8430,4/27/20 17:52,Regression run 8.135,Cooling packaged DX,57628,423,58800,0,0,1402,2055,1948,3005,0,19183,0,0,22446,0
8431,4/27/20 17:53,Regression run 8.136,Cooling packaged DX year 1972,57639,423,58800,0,0,1538,2055,1948,3005,0,19183,0,0,22446,0
8432,4/27/20 17:54,Regression run 8.137,Cooling dec,57650,342,46500,0,0,816,2055,1948,3005,0,19183,0,0,22446,0
8433,4/27/20 17:55,Regression run 8.138,Cooling mini split,57660,423,58800,0,0,635,2055,1948,3005,0,19183,0,0,22446,0
8434,4/27/20 17:56,Regression run 8.139,Cooling none,57670,423,58700,0,0,0,2055,1948,3005,0,19183,0,0,22446,0
8435,4/27/20 17:57,Regression run 8.140,Cooling year 1972,57680,423,58900,0,0,3479,2055,1948,3005,0,19183,0,0,22446,0
8436,4/27/20 17:58,Regression run 8.141,Cooling year 2020,57691,423,58900,0,0,2046,2055,1948,3005,0,19183,0,0,22446,0
8437,4/27/20 17:59,Regression run 8.142,Cooling 20 SEER,57702,423,58900,0,0,1518,2055,1948,3005,0,19183,0,0,22446,0
8438,4/27/20 18:00,Regression run 8.143,Duct location conditioned space,57712,294,40600,0,0,1717,2055,1948,3005,0,19183,0,0,22446,0
8439,4/27/20 18:01,Regression run 8.144,Duct location unconditioned basement,57723,413,57300,0,0,2030,2055,1948,3005,0,19183,0,0,22446,0
8440,4/27/20 18:02,Regression run 8.145,Duct location unvented crawlspace,57738,414,57600,0,0,2186,2055,1948,3005,0,19183,0,0,22446,0
8441,4/27/20 18:03,Regression run 8.146,Duct location vented crawlspace,57755,467,64900,0,0,2264,2055,1948,3005,0,19183,0,0,22446,0
8442,4/27/20 18:05,Regression run 8.147,Duct multiple,57770,462,64400,0,0,2280,2055,1948,3005,0,19183,0,0,22446,0
8443,4/27/20 18:06,Regression run 8.148,Duct uninsulated and unsealed,57786,635,87500,0,0,2998,2055,1948,3005,0,19183,0,0,22446,0
8444,4/27/20 18:07,Regression run 8.149,Orphan duct,57799,10854,0,0,0,0,2055,1948,3005,0,19183,0,0,22446,0
8445,4/27/20 18:07,Regression run 8.150,HVAC2,57809,2524,37800,0,0,2264,2055,1948,3005,0,19183,0,0,22446,0
8446,4/27/20 18:08,Regression run 8.151,DHW indirect,57817,423,74300,0,0,2440,2055,1948,3005,0,0,0,0,22446,0
8447,4/27/20 18:09,Regression run 8.152,DHW tankless coil,57827,421,74100,0,0,2440,2055,1948,3005,0,0,0,0,22446,0
8448,4/27/20 18:10,Regression run 8.153,DHW heat pump,57837,423,58900,0,0,2162,2055,1948,3005,1561,0,0,0,22446,0
8449,4/27/20 18:11,Regression run 8.154,DHW tankless,57847,423,58900,0,0,2162,2055,1948,3005,0,14260,0,0,22446,0
8450,4/27/20 18:12,Regression run 8.155,DHW fuel electric,57857,423,58900,0,0,2162,2055,1948,3005,4197,0,0,0,22446,0
8451,4/27/20 18:13,Regression run 8.156,DHW fuel lpg,57868,423,58900,0,0,2162,2055,1948,3005,0,0,23993,0,22446,0
8452,4/27/20 18:14,Regression run 8.157,DHW fuel fuel oil,57879,423,58900,0,0,2162,2055,1948,3005,0,0,0,23890,22446,0
8453,4/27/20 18:15,Regression run 8.158,DHW year 1972,57889,423,58900,0,0,2162,2055,1948,3005,0,25835,0,0,22446,0
8454,4/27/20 18:16,Regression run 8.159,DHW year 2020,57900,423,58900,0,0,2162,2055,1948,3005,0,21369,0,0,22446,0
8455,4/27/20 18:17,Regression run 8.160,DHW UEF,57911,423,58900,0,0,2162,2055,1948,3005,0,18594,0,0,22446,0
8456,4/27/20 18:17,Regression run 8.161,DHW condensing,57922,423,58900,0,0,2162,2055,1948,3005,0,10817,0,0,22446,0
8457,4/27/20 18:18,Regression run 8.162,Multiple boiler indirect,57932,513,70150,0,0,1704,2055,1948,3005,0,0,0,0,22446,0
8458,4/27/20 18:19,Regression run 8.163,Multiple system indirect,57942,428,71960,0,0,1717,2055,1948,3005,0,0,0,0,22446,0
8459,4/27/20 18:20,Regression run 8.164,PV base,57952,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5327
8460,4/27/20 18:21,Regression run 8.165,PV kw 1,57963,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,1332
8461,4/27/20 18:22,Regression run 8.166,PV kw 10,57974,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,13318
8462,4/27/20 18:23,Regression run 8.167,PV panels 5,57985,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,1591
8463,4/27/20 18:24,Regression run 8.168,PV panels 20,57996,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,6366
8464,4/27/20 18:25,Regression run 8.169,PV year 2003,58007,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5142
8465,4/27/20 18:26,Regression run 8.170,PV year 2020,58018,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5603
8466,4/27/20 18:27,Regression run 8.171,PV azimuth west,58029,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,4294
8467,4/27/20 18:28,Regression run 8.172,PV azimuth east,58040,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,4327
