building_id,date,address,comments,heating_electric,heating_natural_gas,heating_lpg,heating_fuel_oil,cooling_electric,lighting_electric,large_appliance_electric,small_appliance_electric,hot_water_electric,hot_water_natural_gas,hot_water_lpg,hot_water_fuel_oil,hot_water_hot_water,generation_electric
6313,11/5/19 12:02,Regression run 7.1,Base,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6314,11/5/19 12:02,Regression run 7.2,Location CZ01,551,77000,0,0,984,2055,1948,3005,0,21265,0,0,23003,0
6315,11/5/19 12:02,Regression run 7.3,Location CZ02,491,68400,0,0,1621,2055,1948,3005,0,19849,0,0,22636,0
6316,11/5/19 12:03,Regression run 7.4,Location CZ03,553,77300,0,0,1670,2055,1948,3005,0,20627,0,0,22845,0
6317,11/5/19 12:03,Regression run 7.5,Location CZ05,959,133500,0,0,37,2055,1948,3005,0,25495,0,0,23891,0
6318,11/5/19 12:03,Regression run 7.6,Location CZ07,429,59400,0,0,1635,2055,1948,3005,0,19695,0,0,22592,0
6319,11/5/19 12:04,Regression run 7.7,Location CZ08,251,34700,0,0,2450,2055,1948,3005,0,17575,0,0,21940,0
6320,11/5/19 12:04,Regression run 7.8,Location CZ09,1,100,0,0,7258,2055,1948,3005,0,11381,0,0,18965,0
6321,11/5/19 12:04,Regression run 7.9,Location CZ10,422,59100,0,0,2238,2055,1948,3005,0,19065,0,0,22412,0
6322,11/5/19 12:05,Regression run 7.10,Location CZ11,306,42800,0,0,2734,2055,1948,3005,0,17810,0,0,22019,0
6323,11/5/19 12:05,Regression run 7.11,Location CZ12,247,32900,0,0,2552,2055,1948,3005,0,17773,0,0,22006,0
6324,11/5/19 12:05,Regression run 7.12,Location CZ13,104,14400,0,0,4689,2055,1948,3005,0,14631,0,0,20781,0
6325,11/5/19 12:06,Regression run 7.13,Location CZ14,437,56700,0,0,1594,2055,1948,3005,0,20281,0,0,22752,0
6326,11/5/19 12:06,Regression run 7.14,Location CZ15,501,63700,0,0,862,2055,1948,3005,0,21422,0,0,23041,0
6327,11/5/19 12:06,Regression run 7.15,Location CZ16,275,34600,0,0,1845,2055,1948,3005,0,19030,0,0,22400,0
6328,11/5/19 12:07,Regression run 7.16,Location CZ17,17,2300,0,0,7470,2055,1948,3005,0,11858,0,0,19300,0
6329,11/5/19 12:07,Regression run 7.17,Location CZ18,136,18800,0,0,2956,2055,1948,3005,0,16792,0,0,21664,0
6330,11/5/19 12:07,Regression run 7.18,Location CZ19,97,13500,0,0,70,2055,1948,3005,0,18983,0,0,22377,0
6331,11/5/19 12:08,Regression run 7.19,Location CZ20,8,1000,0,0,1349,2055,1948,3005,0,16192,0,0,21427,0
6332,11/5/19 12:08,Regression run 7.20,Townhouse mid,333,46300,0,0,1770,2055,1948,3005,0,19183,0,0,22446,0
6333,11/5/19 12:08,Regression run 7.21,Townhouse left,377,52200,0,0,1986,2055,1948,3005,0,19183,0,0,22446,0
6334,11/5/19 12:09,Regression run 7.22,Townhouse right,379,52600,0,0,1947,2055,1948,3005,0,19183,0,0,22446,0
6335,11/5/19 12:09,Regression run 7.23,Year 1700,467,64800,0,0,2205,2055,1948,3005,0,19183,0,0,22446,0
6336,11/5/19 12:09,Regression run 7.24,Year 2019,335,46500,0,0,2067,2055,1948,3005,0,19183,0,0,22446,0
6337,11/5/19 12:10,Regression run 7.25,Bedrooms 1,442,61300,0,0,2015,2055,1390,2666,0,13227,0,0,12825,0
6338,11/5/19 12:10,Regression run 7.26,Bedrooms 10,390,54200,0,0,2441,2055,3065,3521,0,31093,0,0,41687,0
6339,11/5/19 12:10,Regression run 7.27,Floors 1,439,61000,0,0,1787,2055,1948,3005,0,19183,0,0,22446,0
6340,11/5/19 12:11,Regression run 7.28,Floors 4,481,66700,0,0,2574,2055,1948,3005,0,19183,0,0,22446,0
6341,11/5/19 12:11,Regression run 7.29,Ceiling height 6,349,48300,0,0,1994,2055,1948,3005,0,19183,0,0,22446,0
6342,11/5/19 12:11,Regression run 7.30,Ceiling height 12,581,80800,0,0,2476,2055,1948,3005,0,19183,0,0,22446,0
6343,11/5/19 12:12,Regression run 7.31,Floor area 250,121,16600,0,0,1193,655,1948,1413,0,19183,0,0,22446,0
6344,11/5/19 12:12,Regression run 7.32,Floor area 25000,578,79300,0,0,10061,20455,1948,23935,0,19183,0,0,22446,0
6345,11/5/19 12:12,Regression run 7.33,Orientation north east,428,59600,0,0,2301,2055,1948,3005,0,19183,0,0,22446,0
6346,11/5/19 12:13,Regression run 7.34,Orientation east,423,58800,0,0,2334,2055,1948,3005,0,19183,0,0,22446,0
6347,11/5/19 12:13,Regression run 7.35,Orientation south east,426,59300,0,0,2317,2055,1948,3005,0,19183,0,0,22446,0
6348,11/5/19 12:13,Regression run 7.36,Orientation south,418,58000,0,0,2183,2055,1948,3005,0,19183,0,0,22446,0
6349,11/5/19 12:13,Regression run 7.37,Orientation south west,421,58400,0,0,2328,2055,1948,3005,0,19183,0,0,22446,0
6350,11/5/19 12:14,Regression run 7.38,Orientation west,417,58000,0,0,2350,2055,1948,3005,0,19183,0,0,22446,0
6351,11/5/19 12:14,Regression run 7.39,Orientation north west,426,59300,0,0,2318,2055,1948,3005,0,19183,0,0,22446,0
6352,11/5/19 12:14,Regression run 7.40,Blowerdoor 0,216,31800,0,0,1898,2055,1948,3005,0,19183,0,0,22446,0
6353,11/5/19 12:14,Regression run 7.41,Blowerdoor 25000,1482,205700,0,0,3093,2055,1948,3005,0,19183,0,0,22446,0
6354,11/5/19 12:14,Regression run 7.42,Blowerdoor 25000 sealed,1482,205700,0,0,3093,2055,1948,3005,0,19183,0,0,22446,0
6355,11/5/19 12:15,Regression run 7.43,No blowerdoor sealed,375,52100,0,0,2110,2055,1948,3005,0,19183,0,0,22446,0
6356,11/5/19 12:15,Regression run 7.44,Walls all same,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6357,11/5/19 12:15,Regression run 7.45,Window all same,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6358,11/5/19 12:15,Regression run 7.46,Roof area 250,384,53300,0,0,2058,2055,1948,3005,0,19183,0,0,22446,0
6359,11/5/19 12:15,Regression run 7.47,Roof area 2000,472,65500,0,0,2251,2055,1948,3005,0,19183,0,0,22446,0
6360,11/5/19 12:16,Regression run 7.48,Roof constructions rb and ps,421,58500,0,0,1968,2055,1948,3005,0,19183,0,0,22446,0
6361,11/5/19 12:16,Regression run 7.49,Roof finishes wo and rc,423,58800,0,0,2156,2055,1948,3005,0,19183,0,0,22446,0
6362,11/5/19 12:16,Regression run 7.50,Roof finishes lc and tg,423,58800,0,0,1996,2055,1948,3005,0,19183,0,0,22446,0
6363,11/5/19 12:16,Regression run 7.51,Roof color white,429,59600,0,0,1906,2055,1948,3005,0,19183,0,0,22446,0
6364,11/5/19 12:16,Regression run 7.52,Roof color light,426,59200,0,0,2121,2055,1948,3005,0,19183,0,0,22446,0
6365,11/5/19 12:17,Regression run 7.53,Roof color medium,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6366,11/5/19 12:17,Regression run 7.54,Roof color medium_dark,422,58700,0,0,2189,2055,1948,3005,0,19183,0,0,22446,0
6367,11/5/19 12:17,Regression run 7.55,Roof color dark,421,58400,0,0,2215,2055,1948,3005,0,19183,0,0,22446,0
6368,11/5/19 12:17,Regression run 7.56,Roof cool color 0,435,60400,0,0,1804,2055,1948,3005,0,19183,0,0,22446,0
6369,11/5/19 12:17,Regression run 7.57,Roof cool color 1,419,58200,0,0,2237,2055,1948,3005,0,19183,0,0,22446,0
6370,11/5/19 12:18,Regression run 7.58,Ceiling R0,607,84600,0,0,2660,2055,1948,3005,0,19183,0,0,22446,0
6371,11/5/19 12:18,Regression run 7.59,Ceiling R60,389,54000,0,0,2065,2055,1948,3005,0,19183,0,0,22446,0
6372,11/5/19 12:18,Regression run 7.60,Roof type conditioned attic,584,78300,0,0,2909,2055,1948,3005,0,19183,0,0,22446,0
6373,11/5/19 12:18,Regression run 7.61,Roof type cathedral ceiling,492,67600,0,0,2773,2055,1948,3005,0,19183,0,0,22446,0
6374,11/5/19 12:18,Regression run 7.62,Skylight scna and stna,535,74000,0,0,3100,2055,1948,3005,0,19183,0,0,22446,0
6375,11/5/19 12:19,Regression run 7.63,Skylight dcaa and dtaa,519,71900,0,0,3007,2055,1948,3005,0,19183,0,0,22446,0
6376,11/5/19 12:19,Regression run 7.64,Skylight dcab and dtab,511,70800,0,0,3016,2055,1948,3005,0,19183,0,0,22446,0
6377,11/5/19 12:19,Regression run 7.65,Skylight dpeaab and dseab,517,71600,0,0,2848,2055,1948,3005,0,19183,0,0,22446,0
6378,11/5/19 12:19,Regression run 7.66,Skylight scnw and stnw,527,73000,0,0,2980,2055,1948,3005,0,19183,0,0,22446,0
6379,11/5/19 12:19,Regression run 7.67,Skylight dcaw and dtaw,507,70300,0,0,2907,2055,1948,3005,0,19183,0,0,22446,0
6380,11/5/19 12:20,Regression run 7.68,Skylight dpeaw and dpeaaw,498,68900,0,0,2955,2055,1948,3005,0,19183,0,0,22446,0
6381,11/5/19 12:20,Regression run 7.69,Skylight dseaw and dseaaw,515,71600,0,0,2685,2055,1948,3005,0,19183,0,0,22446,0
6382,11/5/19 12:20,Regression run 7.70,Skylight dseaa and thmabw,514,71400,0,0,2713,2055,1948,3005,0,19183,0,0,22446,0
6383,11/5/19 12:20,Regression run 7.71,Skylight u5-shgc0.99,446,61900,0,0,2540,2055,1948,3005,0,19183,0,0,22446,0
6384,11/5/19 12:20,Regression run 7.72,Skylight u0.01-shgc0.01,424,59000,0,0,2169,2055,1948,3005,0,19183,0,0,22446,0
6385,11/5/19 12:21,Regression run 7.73,Skylight solar screen,439,61000,0,0,2259,2055,1948,3005,0,19183,0,0,22446,0
6386,11/5/19 12:21,Regression run 7.74,Roof2 cathedral ceiling,428,59300,0,0,2190,2055,1948,3005,0,19183,0,0,22446,0
6387,11/5/19 12:21,Regression run 7.75,Roof2 vented attic,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6388,11/5/19 12:21,Regression run 7.76,Roof2 conditioned attic,468,65000,0,0,2266,2055,1948,3005,0,19183,0,0,22446,0
6389,11/5/19 12:21,Regression run 7.77,Floor area 250,430,59700,0,0,2203,2055,1948,3005,0,19183,0,0,22446,0
6390,11/5/19 12:22,Regression run 7.78,Floor area 2000,419,58200,0,0,2137,2055,1948,3005,0,19183,0,0,22446,0
6391,11/5/19 12:22,Regression run 7.79,Floor unconditioned basement,474,66000,0,0,2372,2055,1948,3005,0,19183,0,0,22446,0
6392,11/5/19 12:22,Regression run 7.80,Floor conditioned basement,339,47000,0,0,2069,2055,1948,3005,0,19183,0,0,22446,0
6393,11/5/19 12:22,Regression run 7.81,Floor vented crawl,503,70000,0,0,2627,2055,1948,3005,0,19183,0,0,22446,0
6394,11/5/19 12:22,Regression run 7.82,Floor unvented crawl,476,66000,0,0,2606,2055,1948,3005,0,19183,0,0,22446,0
6395,11/5/19 12:23,Regression run 7.83,Floor slab insulated,400,55500,0,0,2300,2055,1948,3005,0,19183,0,0,22446,0
6396,11/5/19 12:23,Regression run 7.84,Floor insulated 38,415,57600,0,0,2627,2055,1948,3005,0,19183,0,0,22446,0
6397,11/5/19 12:23,Regression run 7.85,Basement wall insulated 11,276,38000,0,0,2101,2055,1948,3005,0,19183,0,0,22446,0
6398,11/5/19 12:23,Regression run 7.86,Floor2 unconditioned basement,441,61300,0,0,2265,2055,1948,3005,0,19183,0,0,22446,0
6399,11/5/19 12:23,Regression run 7.87,Floor2 conditioned basement,405,56400,0,0,2195,2055,1948,3005,0,19183,0,0,22446,0
6400,11/5/19 12:24,Regression run 7.88,Floor2 vented crawl,453,63000,0,0,2362,2055,1948,3005,0,19183,0,0,22446,0
6401,11/5/19 12:24,Regression run 7.89,Floor2 unvented crawl,444,61700,0,0,2356,2055,1948,3005,0,19183,0,0,22446,0
6402,11/5/19 12:24,Regression run 7.90,Wall exterior finishes,419,58100,0,0,2163,2055,1948,3005,0,19183,0,0,22446,0
6403,11/5/19 12:24,Regression run 7.91,Wall R-values,515,71700,0,0,2312,2055,1948,3005,0,19183,0,0,22446,0
6404,11/5/19 12:24,Regression run 7.92,Wall constructions ps ov br cb,433,60100,0,0,2238,2055,1948,3005,0,19183,0,0,22446,0
6405,11/5/19 12:25,Regression run 7.93,Wall construction sb,309,42800,0,0,1781,2055,1948,3005,0,19183,0,0,22446,0
6406,11/5/19 12:25,Regression run 7.94,Window area 0,411,57300,0,0,1985,2055,1948,3005,0,19183,0,0,22446,0
6407,11/5/19 12:25,Regression run 7.95,Window area 500,523,72200,0,0,3377,2055,1948,3005,0,19183,0,0,22446,0
6408,11/5/19 12:25,Regression run 7.96,Window scna stna dcaa dtaa,483,67100,0,0,2283,2055,1948,3005,0,19183,0,0,22446,0
6409,11/5/19 12:25,Regression run 7.97,Window dcab dtab dpeaab dseab,428,59500,0,0,2173,2055,1948,3005,0,19183,0,0,22446,0
6410,11/5/19 12:26,Regression run 7.98,Window scnw stnw dcaw dtaw,457,63400,0,0,2143,2055,1948,3005,0,19183,0,0,22446,0
6411,11/5/19 12:26,Regression run 7.99,Window dpeaw dpeaaw dseaw dseaaw,423,58800,0,0,1989,2055,1948,3005,0,19183,0,0,22446,0
6412,11/5/19 12:26,Regression run 7.100,Window dseaa and thmabw,456,63500,0,0,1850,2055,1948,3005,0,19183,0,0,22446,0
6413,11/5/19 12:26,Regression run 7.101,Window u5-shgc0.99,665,92400,0,0,2762,2055,1948,3005,0,19183,0,0,22446,0
6414,11/5/19 12:26,Regression run 7.102,Window u0.01-shgc0.01,425,59100,0,0,1358,2055,1948,3005,0,19183,0,0,22446,0
6415,11/5/19 12:27,Regression run 7.103,Window solar screen,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6416,11/5/19 12:27,Regression run 7.104,HVAC heat pump,8128,0,0,0,2845,2055,1948,3005,0,19183,0,0,22446,0
6417,11/5/19 12:27,Regression run 7.105,HVAC heat pump year 1972,7683,0,0,0,2847,2055,1948,3005,0,19183,0,0,22446,0
6418,11/5/19 12:27,Regression run 7.106,HVAC gchp,5190,0,0,0,2086,2055,1948,3005,0,19183,0,0,22446,0
6419,11/5/19 12:27,Regression run 7.107,HVAC mini_split,2938,0,0,0,451,2055,1948,3005,0,19183,0,0,22446,0
6420,11/5/19 12:28,Regression run 7.108,HVAC heat pump cooling only,0,0,0,0,2836,2055,1948,3005,0,19183,0,0,22446,0
6421,11/5/19 12:28,Regression run 7.109,HVAC heat pump heating only,8268,0,0,0,0,2055,1948,3005,0,19183,0,0,22446,0
6422,11/5/19 12:28,Regression run 7.110,Heating wall furnace,282,51300,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
6423,11/5/19 12:28,Regression run 7.111,Heating wall furnace year 1972,282,55800,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
6424,11/5/19 12:28,Regression run 7.112,Heating boiler,293,55000,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
6425,11/5/19 12:29,Regression run 7.113,Heating boiler year 1972,293,61000,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
6426,11/5/19 12:29,Regression run 7.114,Heating electric boiler,11628,0,0,0,2261,2055,1948,3005,0,19183,0,0,22446,0
6427,11/5/19 12:29,Regression run 7.115,Heating baseboard,10876,0,0,0,2125,2055,1948,3005,0,19183,0,0,22446,0
