building_id,date,address,comments,heating_electric,heating_natural_gas,heating_lpg,heating_fuel_oil,cooling_electric,lighting_electric,large_appliance_electric,small_appliance_electric,hot_water_electric,hot_water_natural_gas,hot_water_lpg,hot_water_fuel_oil,hot_water_hot_water,generation_electric
6428,11/5/19 12:29,Regression run 7.116,Heating none,0,0,0,0,2121,2055,1948,3005,0,19183,0,0,22446,0
6429,11/5/19 12:29,Regression run 7.117,Heating wood stove pellet,282,0,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
6431,11/5/19 12:30,Regression run 7.118,Heating wood stove cord,282,0,0,0,2122,2055,1948,3005,0,19183,0,0,22446,0
6432,11/5/19 12:30,Regression run 7.119,Heating fuel electric,14315,0,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6433,11/5/19 12:30,Regression run 7.120,Heating fuel lpg,423,0,75700,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6434,11/5/19 12:30,Regression run 7.121,Heating fuel fuel oil,423,0,0,75700,2162,2055,1948,3005,0,19183,0,0,22446,0
6435,11/5/19 12:30,Regression run 7.122,Heating furnace year 1972,423,68300,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6436,11/5/19 12:31,Regression run 7.123,Heating furnace year 2019,423,55500,0,0,2162,2055,1948,3005,0,19183,0,0,22446,0
6437,11/5/19 12:31,Regression run 7.124,Heating furnace north,491,95600,0,0,1621,2055,1948,3005,0,19849,0,0,22636,0
6438,11/5/19 12:31,Regression run 7.125,Heating furnace south,17,3400,0,0,7470,2055,1948,3005,0,11858,0,0,19300,0
6439,11/5/19 12:31,Regression run 7.126,Heating condensing furnace,318,49500,0,0,2083,2055,1948,3005,0,19183,0,0,22446,0
6440,11/5/19 12:32,Regression run 7.127,Cooling packaged DX,423,58800,0,0,1402,2055,1948,3005,0,19183,0,0,22446,0
6441,11/5/19 12:32,Regression run 7.128,Cooling packaged DX year 1972,423,58800,0,0,1538,2055,1948,3005,0,19183,0,0,22446,0
6442,11/5/19 12:32,Regression run 7.129,Cooling dec,342,46500,0,0,816,2055,1948,3005,0,19183,0,0,22446,0
6443,11/5/19 12:32,Regression run 7.130,Cooling mini split,423,58800,0,0,635,2055,1948,3005,0,19183,0,0,22446,0
6444,11/5/19 12:32,Regression run 7.131,Cooling none,423,58700,0,0,0,2055,1948,3005,0,19183,0,0,22446,0
6445,11/5/19 12:33,Regression run 7.132,Cooling year 1972,423,58900,0,0,3479,2055,1948,3005,0,19183,0,0,22446,0
6446,11/5/19 12:33,Regression run 7.133,Cooling year 2019,423,58900,0,0,2046,2055,1948,3005,0,19183,0,0,22446,0
6447,11/5/19 12:33,Regression run 7.134,Cooling 20 SEER,423,58900,0,0,1518,2055,1948,3005,0,19183,0,0,22446,0
6448,11/5/19 12:33,Regression run 7.135,Duct location conditioned space,294,40600,0,0,1717,2055,1948,3005,0,19183,0,0,22446,0
6449,11/5/19 12:33,Regression run 7.136,Duct location unconditioned basement,413,57300,0,0,2030,2055,1948,3005,0,19183,0,0,22446,0
6450,11/5/19 12:34,Regression run 7.137,Duct location unvented crawlspace,414,57600,0,0,2186,2055,1948,3005,0,19183,0,0,22446,0
6451,11/5/19 12:34,Regression run 7.138,Duct location vented crawlspace,467,64900,0,0,2264,2055,1948,3005,0,19183,0,0,22446,0
6453,11/5/19 12:34,Regression run 7.139,Duct multiple,462,64400,0,0,2280,2055,1948,3005,0,19183,0,0,22446,0
6454,11/5/19 14:05,Regression run 7.140,Duct uninsulated and unsealed,635,87500,0,0,2998,2055,1948,3005,0,19183,0,0,22446,0
6455,11/5/19 12:34,Regression run 7.141,HVAC2,2524,37800,0,0,2264,2055,1948,3005,0,19183,0,0,22446,0
6456,11/5/19 12:35,Regression run 7.142,DHW indirect,423,74300,0,0,2440,2055,1948,3005,0,0,0,0,22446,0
6457,11/5/19 12:35,Regression run 7.143,DHW tankless coil,421,74100,0,0,2440,2055,1948,3005,0,0,0,0,22446,0
6458,11/5/19 12:35,Regression run 7.144,DHW heat pump,423,58900,0,0,2162,2055,1948,3005,1561,0,0,0,22446,0
6459,11/5/19 12:35,Regression run 7.145,DHW tankless,423,58900,0,0,2162,2055,1948,3005,0,14260,0,0,22446,0
6460,11/5/19 12:35,Regression run 7.146,DHW fuel electric,423,58900,0,0,2162,2055,1948,3005,4197,0,0,0,22446,0
6461,11/5/19 12:36,Regression run 7.147,DHW fuel lpg,423,58900,0,0,2162,2055,1948,3005,0,0,23993,0,22446,0
6462,11/5/19 12:36,Regression run 7.148,DHW fuel fuel oil,423,58900,0,0,2162,2055,1948,3005,0,0,0,23890,22446,0
6463,11/5/19 12:36,Regression run 7.149,DHW year 1972,423,58900,0,0,2162,2055,1948,3005,0,25835,0,0,22446,0
6464,11/5/19 12:36,Regression run 7.150,DHW year 2019,423,58900,0,0,2162,2055,1948,3005,0,21369,0,0,22446,0
6465,11/5/19 12:37,Regression run 7.151,DHW UEF,423,58900,0,0,2162,2055,1948,3005,0,18594,0,0,22446,0
6466,11/5/19 12:37,Regression run 7.152,DHW condensing,423,58900,0,0,2162,2055,1948,3005,0,10817,0,0,22446,0
6467,11/5/19 12:37,Regression run 7.153,Multiple boiler indirect,790,108330,0,0,1772,2055,1948,3005,0,0,0,0,22446,0
6468,11/5/19 12:37,Regression run 7.154,Multiple system indirect,428,71960,0,0,1717,2055,1948,3005,0,0,0,0,22446,0
6469,11/5/19 12:37,Regression run 7.155,PV base,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5327
6470,11/5/19 12:38,Regression run 7.156,PV kw .05,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,67
6471,11/5/19 12:38,Regression run 7.157,PV kw 100,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,133175
6472,11/5/19 12:38,Regression run 7.158,PV panels 1,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,301
6473,11/5/19 12:38,Regression run 7.159,PV panels 100,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,30058
6474,11/5/19 12:38,Regression run 7.160,PV year 2002,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5142
6475,11/5/19 12:39,Regression run 7.161,PV year 2019,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,5603
6476,11/5/19 12:39,Regression run 7.162,PV azimuth west,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,4294
6477,11/5/19 12:39,Regression run 7.163,PV azimuth east,423,58900,0,0,2162,2055,1948,3005,0,19183,0,0,22446,4327
